Num,Id,Request,EN1,EN2,EN3,EN4,EN5,EN6,EN7,EN8,EN9,EN10,EN11,EN12,EN13,EN14,EN15,EN16,EN17,EN18,EN19,EN20,EN21,EN22,EN23,EN24,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,CH11,CH12,CH13,CH14,CH15,CH16,CH17,CH18,CH19,CH20,CH21,CH22,CH23,CH24,CH25,CH26,CH27,EN1,EN2,EN3,EN4,EN5,EN6,EN7,EN8,EN9,EN10,EN11,EN12,EN13,EN14,EN15,EN16,EN17,EN18,EN19,EN20,EN21,EN22,EN23,EN24,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,CH11,CH12,CH13,CH14,CH15,CH16,CH17,CH18,CH19,CH20,CH21,CH22,CH23,CH24,CH25,CH26,CH27,AVERAGE,AVERAGE_EN,AVERAGE_CH,BINARY_EN,BINARY_CH
702,261531,"I'm not sure what needs doing now, or if there are further modifications required (this is the first article I've ever nominated for GA). Is there anything you can point me in the direction of?",,,-2,0,,,1,,,,3,,,,2,,,,,,3,,,,,3,,,,-1,4,,,,2,,,-1,,,,,5,,,,,,-4,4,4,blank,blank,-1,1,blank,blank,1,blank,blank,blank,1,blank,blank,blank,1,blank,blank,blank,blank,blank,1,blank,blank,blank,blank,1,blank,blank,blank,-1,1,blank,blank,blank,1,blank,blank,-1,blank,blank,blank,blank,1,blank,blank,blank,blank,blank,-1,1,1,0.466666667,0.666666667,0.333333333,1,1
703,209437,I clean up the <url> article a bit. What do you think?,,,1,7,,,1,,,,6,,,,2,,,,,,3,,,,,-2,,,,-2,-1,,,,0,,,3,,,,,6,,,,,,-3,0,0,blank,blank,1,1,blank,blank,1,blank,blank,blank,1,blank,blank,blank,1,blank,blank,blank,blank,blank,1,blank,blank,blank,blank,-1,blank,blank,blank,-1,-1,blank,blank,blank,1,blank,blank,1,blank,blank,blank,blank,1,blank,blank,blank,blank,blank,-1,1,1,0.466666667,1,0.111111111,1,1
704,568559,"Hi again, OK, say we don't go along the lines of Blair will go before the end of 2007; but we list the announced candidates for when Blair does resign (which will inevitably happen at some point). Do you think this would be any better/more suitable?",,,4,-1,,,1,,,,3,,,,2,,,,,,2,,,,,-2,,,,0,-1,,,,-1,,,2,,,,,1,,,,,,5,0,5,blank,blank,1,-1,blank,blank,1,blank,blank,blank,1,blank,blank,blank,1,blank,blank,blank,blank,blank,1,blank,blank,blank,blank,-1,blank,blank,blank,1,-1,blank,blank,blank,-1,blank,blank,1,blank,blank,blank,blank,1,blank,blank,blank,blank,blank,1,1,1,0.466666667,0.666666667,0.333333333,1,1
705,210820,"Hi <name>., I just read through your RFA including your reform proposals. Could you take a look at <url>, a proposal I have developed which would give just the rollback tool to people who request it?",,,3,-2,,,2,,,,6,,,,2,,,,,,2,,,,,4,,,,9,0,,,,4,,,4,,,,,8,,,,,,-1,2,-2,blank,blank,1,-1,blank,blank,1,blank,blank,blank,1,blank,blank,blank,1,blank,blank,blank,blank,blank,1,blank,blank,blank,blank,1,blank,blank,blank,1,1,blank,blank,blank,1,blank,blank,1,blank,blank,blank,blank,1,blank,blank,blank,blank,blank,-1,1,-1,0.6,0.666666667,0.555555556,1,1
706,615799,"kindly explain why did you remove my changes. The added links were quite relevant and informational, also The Vanguard Group and Hi5, why do you revert my edits?",,,-2,-7,,,-2,,,,-5,,,,-8,,,,,,1,,,,,-5,,,,-12,-1,,,,-2,,,-6,,,,,-6,,,,,,-5,-5,-11,blank,blank,-1,-1,blank,blank,-1,blank,blank,blank,-1,blank,blank,blank,-1,blank,blank,blank,blank,blank,1,blank,blank,blank,blank,-1,blank,blank,blank,-1,-1,blank,blank,blank,-1,blank,blank,-1,blank,blank,blank,blank,-1,blank,blank,blank,blank,blank,-1,-1,-1,-0.866666667,-0.666666667,-1,-1,-1
707,143994,"Thanks for your recent edits on <url>, but what does ""inapplicable category"" (referring to <url>) in <url> mean? And why did you remove that category from <url>?",,,-2,1,,,2,,,,-3,,,,-1,,,,,,-2,,,,,1,,,,-6,-1,,,,-2,,,3,,,,,7,,,,,,1,1,-10,blank,blank,-1,1,blank,blank,1,blank,blank,blank,-1,blank,blank,blank,-1,blank,blank,blank,blank,blank,-1,blank,blank,blank,blank,1,blank,blank,blank,-1,-1,blank,blank,blank,-1,blank,blank,1,blank,blank,blank,blank,1,blank,blank,blank,blank,blank,1,1,-1,-0.066666667,-0.333333333,0.111111111,-1,1
708,439141,"Thanks. Are you Slashdot user Anothy by any chance, or someone else?",,,-1,0,,,2,,,,3,,,,2,,,,,,3,,,,,0,,,,,3,,,,0,,,1,,,,,7,,,,,,2,2,0,blank,blank,-1,1,blank,blank,1,blank,blank,blank,1,blank,blank,blank,1,blank,blank,blank,blank,blank,1,blank,blank,blank,blank,1,blank,blank,blank,blank,1,blank,blank,blank,1,blank,blank,1,blank,blank,blank,blank,1,blank,blank,blank,blank,blank,1,1,1,0.857142857,0.666666667,1,1,1
709,475765,"Well, which is the given name in <url>? And which is the surname?",,,-1,-2,,,0,,,,-3,,,,0,,,,,,-2,,,,,-1,,,,0,-1,,,,-1,,,-1,,,,,-5,,,,,,0,-2,0,blank,blank,-1,-1,blank,blank,1,blank,blank,blank,-1,blank,blank,blank,1,blank,blank,blank,blank,blank,-1,blank,blank,blank,blank,-1,blank,blank,blank,1,-1,blank,blank,blank,-1,blank,blank,-1,blank,blank,blank,blank,-1,blank,blank,blank,blank,blank,1,-1,1,-0.333333333,-0.333333333,-0.333333333,-1,-1
710,437991,I'd like not to receive any notices from this bot on my talk page. Is there a way to do this?,,,-4,2,,,0,,,,-1,,,,1,,,,,,1,,,,,0,,,,0,1,,,,2,,,2,,,,,0,,,,,,0,0,7,blank,blank,-1,1,blank,blank,1,blank,blank,blank,-1,blank,blank,blank,1,blank,blank,blank,blank,blank,1,blank,blank,blank,blank,1,blank,blank,blank,1,1,blank,blank,blank,1,blank,blank,1,blank,blank,blank,blank,1,blank,blank,blank,blank,blank,1,1,1,0.733333333,0.333333333,1,1,1
711,220937,"Hi there, you entered info in the bio of <url>, saying he is related to <url>. Do you have any more info on the specific relationship, and also how they were related to <url> ?",,,2,-1,,,,,,-7,,,,,,,6,0,,,,,12,4,,-1,,,0,,,,,9,2,,-6,,,,,,,0,-1,,,,,,0,blank,blank,1,-1,blank,blank,blank,blank,blank,-1,blank,blank,blank,blank,blank,blank,1,1,blank,blank,blank,blank,1,1,blank,-1,blank,blank,1,blank,blank,blank,blank,1,1,blank,-1,blank,blank,blank,blank,blank,blank,1,-1,blank,blank,blank,blank,blank,1,0.333333333,0.428571429,0.25,1,1
712,620761,"I think that if you use an example paragraph, and show the options in a nowiki tag, it will make it easier for people to ""vote"" for the method they like. Make sense?",,,-2,-2,,,,,,-3,,,,,,,1,1,,,,,6,3,,-1,,,-1,,,,,-3,0,,-3,,,,,,,0,-3,,,,,,-3,blank,blank,-1,-1,blank,blank,blank,blank,blank,-1,blank,blank,blank,blank,blank,blank,1,1,blank,blank,blank,blank,1,1,blank,-1,blank,blank,-1,blank,blank,blank,blank,-1,1,blank,-1,blank,blank,blank,blank,blank,blank,1,-1,blank,blank,blank,blank,blank,-1,-0.2,0.142857143,-0.5,1,-1
713,533882,"Hi, Thank you for closing <url> as ""delete"", but much of the material immediately re-appeared at <url> (see <url>) so the questionable content hasn't been deleted at all. Can we do something about this?",,,-4,-4,,,,,,-6,,,,,,,8,-2,,,,,12,1,,-1,,,3,,,,,12,3,,6,,,,,,,1,1,,,,,,-3,blank,blank,-1,-1,blank,blank,blank,blank,blank,-1,blank,blank,blank,blank,blank,blank,1,-1,blank,blank,blank,blank,1,1,blank,-1,blank,blank,1,blank,blank,blank,blank,1,1,blank,1,blank,blank,blank,blank,blank,blank,1,1,blank,blank,blank,blank,blank,-1,0.2,-0.142857143,0.5,-1,1
714,620600,I'm not sure what you are asking here. Admins cannot check IPs but why would you even want the same IP that would be foolish wouldn't it?,,,-6,-11,,,,,,6,,,,,,,-8,2,,,,,-6,-1,,-1,,,-6,,,,,5,-4,,6,,,,,,,-2,-3,,,,,,-10,blank,blank,-1,-1,blank,blank,blank,blank,blank,1,blank,blank,blank,blank,blank,blank,-1,1,blank,blank,blank,blank,-1,-1,blank,-1,blank,blank,-1,blank,blank,blank,blank,1,-1,blank,1,blank,blank,blank,blank,blank,blank,-1,-1,blank,blank,blank,blank,blank,-1,-0.466666667,-0.428571429,-0.5,-1,-1
715,69540,I believe I may have addressed (at least a substantial portion of) your comments. Could you weigh in again?,,,0,2,,,,,,1,,,,,,,3,0,,,,,5,3,,2,,,3,,,,,6,-1,,7,,,,,,,2,1,,,,,,-1,blank,blank,1,1,blank,blank,blank,blank,blank,1,blank,blank,blank,blank,blank,blank,1,1,blank,blank,blank,blank,1,1,blank,1,blank,blank,1,blank,blank,blank,blank,1,-1,blank,1,blank,blank,blank,blank,blank,blank,1,1,blank,blank,blank,blank,blank,-1,0.733333333,1,0.5,1,1
716,391245,"My concern about the article above still stands (re: notability). Now that it has been unmerged (against the Article for Deletion), will it be merged into the Begin articles as suggested, or will it have to be renominated?",,,0,1,,,,,,3,,,,,,,2,-2,,,,,5,0,,0,,,0,,,,,9,3,,0,,,,,,,0,1,,,,,,-2,blank,blank,1,1,blank,blank,blank,blank,blank,1,blank,blank,blank,blank,blank,blank,1,-1,blank,blank,blank,blank,1,1,blank,1,blank,blank,1,blank,blank,blank,blank,1,1,blank,1,blank,blank,blank,blank,blank,blank,1,1,blank,blank,blank,blank,blank,-1,0.733333333,0.714285714,0.75,1,1
717,559053,The block you created on April 18th has expired and a new rash of vandalism has broken out. Would you mind blocking this school for even longer than 1 month?,,,1,2,,,,,,6,,,,,,,2,-2,,,,,1,2,,2,,,0,,,,,8,2,,8,,,,,,,2,2,,,,,,7,blank,blank,1,1,blank,blank,blank,blank,blank,1,blank,blank,blank,blank,blank,blank,1,-1,blank,blank,blank,blank,1,1,blank,1,blank,blank,1,blank,blank,blank,blank,1,1,blank,1,blank,blank,blank,blank,blank,blank,1,1,blank,blank,blank,blank,blank,1,0.866666667,0.714285714,1,1,1
718,496173,"It would seem to me that this category provides no overall benefit to wiki and only serves as another list of organizations which seem to be targeted by the generally negative tone of LGAT articles. Would it make more sense, or be more proper, to include the relevant categories on the individual articles themselves, rather than have an LGAT category?",,,3,3,,,,,,7,,,,,,,2,-5,,,,,-5,2,,8,,,2,,,,,8,4,,6,,,,,,,1,1,,,,,,12,blank,blank,1,1,blank,blank,blank,blank,blank,1,blank,blank,blank,blank,blank,blank,1,-1,blank,blank,blank,blank,-1,1,blank,1,blank,blank,1,blank,blank,blank,blank,1,1,blank,1,blank,blank,blank,blank,blank,blank,1,1,blank,blank,blank,blank,blank,1,0.733333333,0.428571429,1,1,1
719,414825,Seems to be down again. I assume this is nothing I can resurrect on my own when you have intermittent Internet access like this?,,,-3,0,,,,,,6,,,,,,,0,-1,,,,,-4,-5,,-1,,,-3,,,,,,-1,,-1,,,,,,,2,1,,,,,,-7,blank,blank,-1,1,blank,blank,blank,blank,blank,1,blank,blank,blank,blank,blank,blank,1,-1,blank,blank,blank,blank,-1,-1,blank,-1,blank,blank,-1,blank,blank,blank,blank,blank,-1,blank,-1,blank,blank,blank,blank,blank,blank,1,1,blank,blank,blank,blank,blank,-1,-0.285714286,-0.142857143,-0.428571429,-1,-1
720,232433,It should be deleted. Do you want to nominate it or should I?,,,-2,4,,,,,,-3,,,,,,,4,-2,,,,,9,-2,,0,,,0,,,,,0,0,,9,,,,,,,0,0,,,,,,-6,blank,blank,-1,1,blank,blank,blank,blank,blank,-1,blank,blank,blank,blank,blank,blank,1,-1,blank,blank,blank,blank,1,-1,blank,1,blank,blank,1,blank,blank,blank,blank,1,1,blank,1,blank,blank,blank,blank,blank,blank,1,1,blank,blank,blank,blank,blank,-1,0.333333333,-0.142857143,0.75,-1,1
721,624684,Another thing: <url> has created <url>. What do you think about it?,,,6,,,,0,,,,,,,0,,,,0,,,2,0,,0,,,0,0,,,,4,,,-2,,,4,,,,,0,,3,,,,-3,,0,blank,blank,1,blank,blank,blank,1,blank,blank,blank,blank,blank,blank,1,blank,blank,blank,1,blank,blank,1,1,blank,1,blank,blank,1,1,blank,blank,blank,1,blank,blank,-1,blank,blank,1,blank,blank,blank,blank,1,blank,1,blank,blank,blank,-1,blank,1,0.75,1,0.555555556,1,1
722,1230,"Last month <url> was not promoted to Featured Article because, apparently, not enough people had taken the time to read and comment. If I nominate it again, will you read it (it's lengthy) and comment?",,,0,,,,-1,,,,,,,1,,,,-2,,,-1,2,,-1,,,-2,-2,,,,0,,,2,,,3,,,,,-5,,0,,,,0,,-6,blank,blank,1,blank,blank,blank,-1,blank,blank,blank,blank,blank,blank,1,blank,blank,blank,-1,blank,blank,-1,1,blank,-1,blank,blank,-1,-1,blank,blank,blank,1,blank,blank,1,blank,blank,1,blank,blank,blank,blank,-1,blank,1,blank,blank,blank,1,blank,-1,0,-0.142857143,0.111111111,-1,1
723,451163,You <url> that you were working on an overhaul of the archiving system. Do you have any plans to start working on this again?,,,-3,,,,1,,,,,,,0,,,,0,,,0,-3,,-1,,,0,-2,,,,0,,,2,,,2,,,,,,,1,,,,-2,,0,blank,blank,-1,blank,blank,blank,1,blank,blank,blank,blank,blank,blank,1,blank,blank,blank,1,blank,blank,1,-1,blank,-1,blank,blank,1,-1,blank,blank,blank,1,blank,blank,1,blank,blank,1,blank,blank,blank,blank,blank,blank,1,blank,blank,blank,-1,blank,1,0.333333333,0.142857143,0.5,1,1
724,618765,"Lunch sounds great, Rocket. Do you have an e-mail address I can use to get in touch with you?",,,9,,,,3,,,,,,,3,,,,5,,,4,12,,4,,,3,-1,,,,4,,,8,,,5,,,,,3,,3,,,,-2,,3,blank,blank,1,blank,blank,blank,1,blank,blank,blank,blank,blank,blank,1,blank,blank,blank,1,blank,blank,1,1,blank,1,blank,blank,1,-1,blank,blank,blank,1,blank,blank,1,blank,blank,1,blank,blank,blank,blank,1,blank,1,blank,blank,blank,-1,blank,1,0.75,1,0.555555556,1,1
725,245897,Thanks for the revert on <url>. Kinda curious how this blanking is always done by IPs that trace back to USAF installations isn't it?,,,-4,,,,1,,,,,,,2,,,,5,,,1,-1,,0,,,0,3,,,,3,,,0,,,5,,,,,-3,,3,,,,2,,4,blank,blank,-1,blank,blank,blank,1,blank,blank,blank,blank,blank,blank,1,blank,blank,blank,1,blank,blank,1,-1,blank,1,blank,blank,1,1,blank,blank,blank,1,blank,blank,1,blank,blank,1,blank,blank,blank,blank,-1,blank,1,blank,blank,blank,1,blank,1,0.625,0.428571429,0.777777778,1,1
726,502806,What was your aim with <url>? have you abandoned it?,,,-6,,,,-1,,,,,,,-3,,,,1,,,-3,-3,,-1,,,-6,-3,,,,-2,,,-5,,,-4,,,,,0,,-3,,,,-3,,0,blank,blank,-1,blank,blank,blank,-1,blank,blank,blank,blank,blank,blank,-1,blank,blank,blank,1,blank,blank,-1,-1,blank,-1,blank,blank,-1,-1,blank,blank,blank,-1,blank,blank,-1,blank,blank,-1,blank,blank,blank,blank,1,blank,-1,blank,blank,blank,-1,blank,1,-0.625,-0.714285714,-0.555555556,-1,-1
727,625941,"I'm not seeing a problem, a few minor formatting issues. What specifically did you think was weird?",,,-2,,,,0,,,,,,,0,,,,-2,,,0,-2,,-2,,,-3,-5,,,,-1,,,-7,,,1,,,,,-2,,3,,,,-2,,0,blank,blank,-1,blank,blank,blank,1,blank,blank,blank,blank,blank,blank,1,blank,blank,blank,-1,blank,blank,1,-1,blank,-1,blank,blank,-1,-1,blank,blank,blank,-1,blank,blank,-1,blank,blank,1,blank,blank,blank,blank,-1,blank,1,blank,blank,blank,-1,blank,1,-0.25,-0.142857143,-0.333333333,-1,-1
728,406045,"Well, you leaved me also curious. Why was it not appropriate?",,,-5,,,,-1,,,,,,,-7,,,,-1,,,-3,-4,,0,,,4,3,,,,-4,,,-8,,,-4,,,,,-8,,0,,,,-5,,-5,blank,blank,-1,blank,blank,blank,-1,blank,blank,blank,blank,blank,blank,-1,blank,blank,blank,-1,blank,blank,-1,-1,blank,1,blank,blank,1,1,blank,blank,blank,-1,blank,blank,-1,blank,blank,-1,blank,blank,blank,blank,-1,blank,1,blank,blank,blank,-1,blank,-1,-0.5,-0.714285714,-0.333333333,-1,-1
729,630774,"You seem to have plenty of time to discuss, why don't you try to educate <url> ? Maybe he needs this more than me ?",,,-6,,,,-3,,,,,,,-4,,,,-3,,,-6,-6,,-4,,,-10,-10,,,,4,,,-8,,,-2,,,,,-12,,-6,,,,6,,-12,blank,blank,-1,blank,blank,blank,-1,blank,blank,blank,blank,blank,blank,-1,blank,blank,blank,-1,blank,blank,-1,-1,blank,-1,blank,blank,-1,-1,blank,blank,blank,1,blank,blank,-1,blank,blank,-1,blank,blank,blank,blank,-1,blank,-1,blank,blank,blank,1,blank,-1,-0.75,-1,-0.555555556,-1,-1
730,619425,"no problem. ic an hit it up through preferences seciton, right?",,,,,,,1,,,,,,,3,,,,3,,,0,1,,-1,,,-2,4,,,,1,,,2,,,3,,,,,-11,,1,,,,0,,-2,blank,blank,blank,blank,blank,blank,1,blank,blank,blank,blank,blank,blank,1,blank,blank,blank,1,blank,blank,1,1,blank,-1,blank,blank,-1,1,blank,blank,blank,1,blank,blank,1,blank,blank,1,blank,blank,blank,blank,-1,blank,1,blank,blank,blank,1,blank,-1,0.466666667,0.666666667,0.333333333,1,1
731,203810,"My problem is that the Style Guide for cities causes several topics for this small village to be repeated somewhat, especially the railroad, Gas Boom, and stockyard. Any thoughts on this article's organization?",,,2,,-1,,,,1,,,,,,,,2,0,,,0,,,,,,,,,,0,,,,,11,,,0,,,,,6,,-1,,,,,0,blank,blank,1,blank,-1,blank,blank,blank,1,blank,blank,blank,blank,blank,blank,blank,1,1,blank,blank,1,blank,blank,blank,blank,blank,blank,blank,blank,blank,1,blank,blank,blank,blank,1,blank,blank,1,blank,blank,blank,blank,1,blank,-1,blank,blank,blank,blank,1,0.666666667,0.666666667,0.666666667,1,1
732,288788,Why revert? Shouldn't it be included somewhere in the discography?,,,-2,,-4,,,,2,,,,,,,,1,-2,,,-2,,,,,,,,,,-1,,,,,-2,,,-8,,,,,1,,-5,,,,,-10,blank,blank,-1,blank,-1,blank,blank,blank,1,blank,blank,blank,blank,blank,blank,blank,1,-1,blank,blank,-1,blank,blank,blank,blank,blank,blank,blank,blank,blank,-1,blank,blank,blank,blank,-1,blank,blank,-1,blank,blank,blank,blank,1,blank,-1,blank,blank,blank,blank,-1,-0.5,-0.333333333,-0.666666667,-1,-1
733,600446,I agree that '''Pack''' need some work. Is there an appropriate way to flag it for some attention?,,,0,,1,,,,5,,,,,,,,3,0,,,4,,,,,,,,,,3,,,,,11,,,0,,,,,5,,5,,,,,0,blank,blank,1,blank,1,blank,blank,blank,1,blank,blank,blank,blank,blank,blank,blank,1,1,blank,blank,1,blank,blank,blank,blank,blank,blank,blank,blank,blank,1,blank,blank,blank,blank,1,blank,blank,1,blank,blank,blank,blank,1,blank,1,blank,blank,blank,blank,1,1,1,1,1,1
734,83698,I would load them into commons. How do I do that?,,,0,,2,,,,5,,,,,,,,2,0,,,1,,,,,,,,,,0,,,,,11,,,-2,,,,,1,,1,,,,,0,blank,blank,1,blank,1,blank,blank,blank,1,blank,blank,blank,blank,blank,blank,blank,1,1,blank,blank,1,blank,blank,blank,blank,blank,blank,blank,blank,blank,1,blank,blank,blank,blank,1,blank,blank,-1,blank,blank,blank,blank,1,blank,1,blank,blank,blank,blank,1,0.833333333,1,0.666666667,1,1
735,143271,"Now that I thought we had this figured out as clean and simple, but Google has expanded their street view to the south end of Smith-Dorrien Trail which shows a sign naming it Trail<url> rather than Spray Lakes Road. What do we do if there is a contradiction between a reliable map (the Canmore map) and actual signage?",,,4,,1,,,,3,,,,,,,,0,0,,,2,,,,,,,,,,0,,,,,11,,,4,,,,,4,,4,,,,,-1,blank,blank,1,blank,1,blank,blank,blank,1,blank,blank,blank,blank,blank,blank,blank,1,1,blank,blank,1,blank,blank,blank,blank,blank,blank,blank,blank,blank,1,blank,blank,blank,blank,1,blank,blank,1,blank,blank,blank,blank,1,blank,1,blank,blank,blank,blank,-1,0.833333333,1,0.666666667,1,1
736,243756,"Was working, so no. You?",,,-3,,-2,,,,3,,,,,,,,0,0,,,-1,,,,,,,,,,,,,,,-1,,,-2,,,,,,,-7,,,,,-11,blank,blank,-1,blank,-1,blank,blank,blank,1,blank,blank,blank,blank,blank,blank,blank,1,1,blank,blank,-1,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,blank,-1,blank,blank,-1,blank,blank,blank,blank,blank,blank,-1,blank,blank,blank,blank,-1,-0.4,0,-1,1,-1
737,627801,"Just saw your message on <url>. Shall I carry on the review, or shall I wait for a cue from your side when you're ready to carry on?",,,0,,3,,,,9,,,,,,,,3,1,,,2,,,,,,,,,,1,,,,,11,,,-2,,,,,5,,5,,,,,7,blank,blank,1,blank,1,blank,blank,blank,1,blank,blank,blank,blank,blank,blank,blank,1,1,blank,blank,1,blank,blank,blank,blank,blank,blank,blank,blank,blank,1,blank,blank,blank,blank,1,blank,blank,-1,blank,blank,blank,blank,1,blank,1,blank,blank,blank,blank,1,0.833333333,1,0.666666667,1,1
738,243621,"Hi, I found two sources which state that <url> was still married and when she moved to Harlem with her Husband. Do you have any sources to the contrary?",,,-1,,2,,,,3,,,,,,,,4,1,,,2,,,,,,,,,,1,,,,,12,,,0,,,,,2,,4,,,,,0,blank,blank,-1,blank,1,blank,blank,blank,1,blank,blank,blank,blank,blank,blank,blank,1,1,blank,blank,1,blank,blank,blank,blank,blank,blank,blank,blank,blank,1,blank,blank,blank,blank,1,blank,blank,1,blank,blank,blank,blank,1,blank,1,blank,blank,blank,blank,1,0.833333333,0.666666667,1,1,1
739,104082,Hello-I think you know more about <url> than I do. Want to check it?,,,0,,2,,,,5,,,,,,,,2,0,,,-1,,,,,,,,,,0,,,,,12,,,-2,,,,,1,,6,,,,,-3,blank,blank,1,blank,1,blank,blank,blank,1,blank,blank,blank,blank,blank,blank,blank,1,1,blank,blank,-1,blank,blank,blank,blank,blank,blank,blank,blank,blank,1,blank,blank,blank,blank,1,blank,blank,-1,blank,blank,blank,blank,1,blank,1,blank,blank,blank,blank,-1,0.5,0.666666667,0.333333333,1,1
740,619750,Merci. Now do you have any idea to solve discrepancy in <url> ?,,,0,,-1,,,,4,,,,,,,,3,5,,,-1,,,,,,,,,,0,,,,,12,,,-2,,,,,2,,2,,,,,0,blank,blank,1,blank,-1,blank,blank,blank,1,blank,blank,blank,blank,blank,blank,blank,1,1,blank,blank,-1,blank,blank,blank,blank,blank,blank,blank,blank,blank,1,blank,blank,blank,blank,1,blank,blank,-1,blank,blank,blank,blank,1,blank,1,blank,blank,blank,blank,1,0.5,0.333333333,0.666666667,1,1
741,314969,"I see <url> some <person> tags to the <url> page. Is there something in particular you feel needs citation, or did the article just look generally reference-sparse?",5,,,,,0,,1,,,,0,,5,,,,,,,,,7,,,,,,0,,,,,8,,,,,3,,,,,8,3,,,,,,6,1,blank,blank,blank,blank,1,blank,1,blank,blank,blank,1,blank,1,blank,blank,blank,blank,blank,blank,blank,blank,1,blank,blank,blank,blank,blank,1,blank,blank,blank,blank,1,blank,blank,blank,blank,1,blank,blank,blank,blank,1,1,blank,blank,blank,blank,blank,1,1,1,1,1,1
742,73573,Sorry??? Which comment are you referring to?,-9,,,,,10,,-6,,,,0,,-6,,,,,,,,,-9,,,,,,-2,,,,,7,,,,,-5,,,,,4,-3,,,,,,-2,-1,blank,blank,blank,blank,1,blank,-1,blank,blank,blank,1,blank,-1,blank,blank,blank,blank,blank,blank,blank,blank,-1,blank,blank,blank,blank,blank,-1,blank,blank,blank,blank,1,blank,blank,blank,blank,-1,blank,blank,blank,blank,1,-1,blank,blank,blank,blank,blank,-1,-0.333333333,-0.333333333,-0.333333333,-1,-1
743,408050,Wait. I've never edited that page?,-11,,,,,0,,0,,,,0,,-6,,,,,,,,,1,,,,,,-2,,,,,-4,,,,,-4,,,,,-1,0,,,,,,-4,-1,blank,blank,blank,blank,1,blank,1,blank,blank,blank,1,blank,-1,blank,blank,blank,blank,blank,blank,blank,blank,1,blank,blank,blank,blank,blank,-1,blank,blank,blank,blank,-1,blank,blank,blank,blank,-1,blank,blank,blank,blank,-1,1,blank,blank,blank,blank,blank,-1,-0.166666667,0.333333333,-0.666666667,1,-1
744,473173,"If it can wait until tomorrow, I'll look then. Could you provide diffs to the two threads?",2,,,,,-3,,5,,,,-2,,-1,,,,,,,,,0,,,,,,0,,,,,4,,,,,-2,,,,,4,6,,,,,,-3,1,blank,blank,blank,blank,-1,blank,1,blank,blank,blank,-1,blank,-1,blank,blank,blank,blank,blank,blank,blank,blank,1,blank,blank,blank,blank,blank,1,blank,blank,blank,blank,1,blank,blank,blank,blank,-1,blank,blank,blank,blank,1,1,blank,blank,blank,blank,blank,-1,0.166666667,0,0.333333333,1,1
745,625364,"We already list Latvia, Lithuania and Estonia separately. Along with Belarus and Ukraine, that doesn't leave much of the USSR that was occupied, does it?",-4,,,,,0,,1,,,,0,,0,,,,,,,,,0,,,,,,1,,,,,,,,,,0,,,,,5,3,,,,,,0,-1,blank,blank,blank,blank,1,blank,1,blank,blank,blank,1,blank,1,blank,blank,blank,blank,blank,blank,blank,blank,1,blank,blank,blank,blank,blank,1,blank,blank,blank,blank,blank,blank,blank,blank,blank,1,blank,blank,blank,blank,1,1,blank,blank,blank,blank,blank,1,0.818181818,0.666666667,1,1,1
746,614895,Your contributions show no edits to any Request for Comment's. Could you provide a link?,-1,,,,,2,,-5,,,,1,,-5,,,,,,,,,-8,,,,,,-3,,,,,0,,,,,2,,,,,3,2,,,,,,-6,-1,blank,blank,blank,blank,1,blank,-1,blank,blank,blank,1,blank,-1,blank,blank,blank,blank,blank,blank,blank,blank,-1,blank,blank,blank,blank,blank,-1,blank,blank,blank,blank,1,blank,blank,blank,blank,1,blank,blank,blank,blank,1,1,blank,blank,blank,blank,blank,-1,0,-0.333333333,0.333333333,-1,1
747,624693,"Ok! First things first, is there anything in particular you would like me to help you out with?",2,,,,,12,,12,,,,5,,7,,,,,,,,,-1,,,,,,6,,,,,11,,,,,0,,,,,2,3,,,,,,7,1,blank,blank,blank,blank,1,blank,1,blank,blank,blank,1,blank,1,blank,blank,blank,blank,blank,blank,blank,blank,-1,blank,blank,blank,blank,blank,1,blank,blank,blank,blank,1,blank,blank,blank,blank,1,blank,blank,blank,blank,1,1,blank,blank,blank,blank,blank,1,0.833333333,0.666666667,1,1,1
748,220676,I bow to your superior knowledge of Irish :-) One question - the Irish Wikipedia is called Vikipedia? How so - there's no 'v' in the Irish alphabet?,-6,,,,,1,,4,,,,6,,10,,,,,,,,,12,,,,,,5,,,,,,,,,,0,,,,,0,3,,,,,,-10,-1,blank,blank,blank,blank,1,blank,1,blank,blank,blank,1,blank,1,blank,blank,blank,blank,blank,blank,blank,blank,1,blank,blank,blank,blank,blank,1,blank,blank,blank,blank,blank,blank,blank,blank,blank,1,blank,blank,blank,blank,1,1,blank,blank,blank,blank,blank,-1,0.636363636,0.666666667,0.6,1,1
749,451388,Thanks for clean-up of the secret talkpage colourer-inner. Aren't people odd?,-6,,,,,0,,-3,,,,0,,4,,,,,,,,,-8,,,,,,3,,,,,10,,,,,0,,,,,1,1,,,,,,-9,-1,blank,blank,blank,blank,1,blank,-1,blank,blank,blank,1,blank,1,blank,blank,blank,blank,blank,blank,blank,blank,-1,blank,blank,blank,blank,blank,1,blank,blank,blank,blank,1,blank,blank,blank,blank,1,blank,blank,blank,blank,1,1,blank,blank,blank,blank,blank,-1,0.333333333,0,0.666666667,1,1
