Num,Id,Request,EN_1,EN_2,EN_3,EN_4,EN_5,EN_6,EN_7,EN_8,EN_9,EN_10,EN_11,EN_12,EN_13,EN_14,EN_15,EN_16,EN_17,EN_18,EN_19,EN_20,EN_21,EN_22,EN_23,EN_24,EN_25,EN_26,EN_27,EN_28,EN_29,EN_30,EN_31,EN_32,EN_33,EN_34,EN_35,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11,CH_12,CH_13,CH_14,CH_15,CH_16,CH_17,CH_18,CH_19,CH_20,CH_21,CH_22,CH_23,CH_24,CH_25,CH_26,CH_27,CH_28,CH_29,CH_30,CH_31,CH_32,CH_33,EN_1,EN_2,EN_3,EN_4,EN_5,EN_6,EN_7,EN_8,EN_9,EN_10,EN_11,EN_12,EN_13,EN_14,EN_15,EN_16,EN_17,EN_18,EN_19,EN_20,EN_21,EN_22,EN_23,EN_24,EN_25,EN_26,EN_27,EN_28,EN_29,EN_30,EN_31,EN_32,EN_33,EN_34,EN_35,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11,CH_12,CH_13,CH_14,CH_15,CH_16,CH_17,CH_18,CH_19,CH_20,CH_21,CH_22,CH_23,CH_24,CH_25,CH_26,CH_27,CH_28,CH_29,CH_30,CH_31,CH_32,CH_33,AVERAGE_SCORES,AVERAGE_EN,AVERAGE_CH,BINARY_AVERAGE_EN,BINARY_AVERAGE_CH
341,426769,"Hi, I hadn't realized that you had made a revert on redirecting this. Could you see my comments on <url>?",2,,,0,,-2,,,10,,,,0,,,10,,7,,1,,-5,,,1,,,9,,,,,,,,,1,,,,-3,,,1,,4,,0,,,,,3,,2,,,11,0,,,3,,,,,4,,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.911764706,0.885714286,0.939393939,1,1
342,629553,"No, I said that targetting images merely because of their uploader would be considered wikistalking- I explicitly said I did not want to accuse anyone of anything. Which images do you feel have been tagged incorrectly?",-2,,,-10,,-5,,,9,,,,-9,,,-5,,-3,,2,,-3,,,-4,,,0,,,,,,,,,1,,,,-6,,,-4,,-11,,-6,,,,,3,,12,,,1,-6,,,-1,,,,,-4,,-1,1,1,-1,1,-1,1,1,1,1,1,1,-1,1,1,-1,1,-1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,-1,1,0.558823529,0.542857143,0.575757576,1,1
343,157019,You've contributed a lot to Puget Sound area articles. Would you be willing to take a look at the debate I'm having at <url> and do whatever you think is best?,3,,,12,,1,,,12,,,,6,,,6,,5,,1,,2,,,3,,,12,,,,,,,,,4,,,,4,,,2,,2,,3,,,,,3,,7,,,-12,0,,,4,,,,,8,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,0.970588235,1,0.939393939,1,1
344,476584,Something's still not right with me here. Think you can perform one of those cleanups?,0,,,5,,-1,,,11,,,,0,,,-5,,1,,-3,,2,,,2,,,6,,,,,,,,,-3,,,,-1,,,-3,,0,,-2,,,,,3,,1,,,-12,-10,,,0,,,,,5,,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,0.735294118,0.828571429,0.636363636,1,1
345,216645,"No problem, It was open and shut <url> issue. For your next project can you find something that doesnt make your fanclub at the Wikipedia Review angry?",-2,,,-8,,-1,,,3,,,,1,,,-5,,-4,,-1,,-7,,,5,,,-1,,,,,,,,,-8,,,,-1,,,-2,,0,,0,,,,,3,,2,,,-10,-10,,,0,,,,,0,,-1,1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,-1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,0.617647059,0.542857143,0.696969697,1,1
346,627968,"Hi <name> - this would be a fine article, but its already pretty fleshed out - do you have a specific sub-topic regarding propaganda films that you'd like to write about? Have you found some research about propaganda films that you'd like to synthesize?",2,,,-1,,-1,,,9,,,,-1,,,9,,5,,3,,1,,,2,,,2,,,,,,,,,1,,,,3,,,3,,1,,7,,,,,3,,5,,,3,0,,,4,,,,,0,,1,1,1,-1,1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.911764706,0.828571429,1,1,1
347,360251,"On that topic, not every DOS game on Wikipedia has a screenshot. Do you plan on taking any yourself?",-2,,,0,,1,,,9,,,,-1,,,,,2,,2,,-3,,,-3,,,2,,,,,,,,,0,,,,1,,,0,,0,,-1,,,,,2,,5,,,0,2,,,0,,,,,0,,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.852941176,0.771428571,0.939393939,1,1
348,492399,"Hello - someone moved <url> to a new title with diacritics - and a hyphen, which nobody in the talk page had ever discussed. How does one undo that?",1,,,3,,-1,,,12,,,,3,,,-1,,3,,2,,2,,,0,,,7,,,,,,,,,-2,,,,-1,,,0,,1,,2,,,,,3,,3,,,-12,0,,,0,,,,,0,,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,0.852941176,0.885714286,0.818181818,1,1
349,549682,"As I wrote above, at first I thought lets keep it, but after I heard some arguments, and when I made analysis of my own, I got to my conclusion. What's yours?",0,,,3,,1,,,9,,,,6,,,9,,2,,-2,,-2,,,-1,,,9,,,,,,,,,-1,,,,-3,,,-2,,0,,-1,,,,,3,,4,,,-11,-6,,,-1,,,,,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,1,1,1,1,1,1,0.705882353,0.828571429,0.575757576,1,1
350,66092,"Per <url>, there was an autoblock affecting your editing that has now been lifted. Can you edit freely now?",1,,,5,,1,,,11,,,,0,,,10,,6,,-1,,1,,,2,,,12,,,,,,,,,0,,,,0,,,2,,1,,2,,,,,1,,-2,,,-4,0,,,0,,,,,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,0.911764706,0.942857143,0.878787879,1,1
351,618793,"I am an administrator on this project and my task is to enforce these rules. Now, will you cooperate or will I have to block you?",0,,,9,,,-1,,-12,,,,,-9,-9,,,-9,,-6,-10,,,0,,,,,-12,,,,,,,,,-6,,,-2,,-12,,,,-8,-6,,,,-2,,,,6,,-12,,,-5,,,,-8,,-12,,1,1,1,1,1,1,-1,1,-1,1,1,1,1,-1,-1,1,1,-1,1,-1,-1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,-1,1,1,1,-1,-1,1,1,1,-1,1,1,1,1,1,-1,1,1,-1,1,1,1,-1,1,-1,1,0.470588235,0.542857143,0.393939394,1,1
352,144161,I though it's better like that. Can you revert it?,-1,,,-3,,,-2,,7,,,,,0,-1,,,0,,-4,,,,6,,,,,-1,,,,,,,,,-3,,,7,,-9,,,,,1,,,,-2,,,,3,,-6,,,-2,,,,6,,0,,-1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,0.676470588,0.657142857,0.696969697,1,1
353,586714,Hmm...it appears to be an infobox at the moment and lacking in any content other than that. Have you done a search for the battle at all?,0,,,7,,,-2,,-7,,,,,-1,-8,,,-3,,1,0,,,6,,,,,-2,,,,,,,,,-2,,,3,,-9,,,,-3,-2,,,,-4,,,,-2,,-12,,,-3,,,,5,,-2,,1,1,1,1,1,1,-1,1,-1,1,1,1,1,-1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,-1,-1,1,1,1,-1,1,1,1,-1,1,-1,1,1,-1,1,1,1,1,1,-1,1,0.558823529,0.657142857,0.454545455,1,1
354,358773,"Hey, did you ever read over the material I laid out for you - content as well as ideas for organization of an article? Any feedback?",-1,,,10,,,1,,10,,,,,1,-8,,,3,,2,6,,,6,,,,,-1,,,,,,,,,-5,,,-2,,-6,,,,0,2,,,,-4,,,,-3,,-11,,,-6,,,,1,,-5,,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,-1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,-1,1,1,-1,1,1,1,1,1,-1,1,0.676470588,0.828571429,0.515151515,1,1
355,350274,"When JaGaBot updated the monthly challenge winners on <url>, it stripped the image. Could the bot be fixed to leave the image?",1,,,0,,,2,,10,,,,,2,0,,,3,,1,5,,,9,,,,,1,,,,,,,,,7,,,1,,2,,,,0,0,,,,1,,,,0,,1,,,3,,,,0,,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
356,550622,"Hi, I noticed on <url> you mentioned its Alexa traffic rank. How do you find out the Alexa traffic rank of something?",2,,,2,,,8,,12,,,,,3,0,,,3,,3,6,,,12,,,,,2,,,,,,,,,8,,,3,,6,,,,0,3,,,,1,,,,1,,-4,,,4,,,,4,,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,0.970588235,1,0.939393939,1,1
357,210924,"In the <url> article, is polar mount correct? It might be improved by a bit more detail about how it works, perhaps?",2,,,7,,,5,,12,,,,,0,1,,,3,,1,4,,,1,,,,,-1,,,,,,,,,9,,,0,,6,,,,2,1,,,,0,,,,9,,2,,,3,,,,3,,6,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.970588235,0.942857143,1,1,1
358,209080,"What exactly are the rules on this page? Can stuff be added without discussion and ""consensus""?",-2,,,0,,,0,,11,,,,,0,0,,,3,,3,-2,,,7,,,,,-1,,,,,,,,,-2,,,-2,,-6,,,,-1,0,,,,0,,,,-2,,-1,,,1,,,,-2,,-1,,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,1,-1,1,-1,1,0.676470588,0.828571429,0.515151515,1,1
359,105723,I noticed your nice improvements to <url>. Are you thinking of merging/redirecting <url> to that article?,2,,,8,,,9,,10,,,,,2,3,,,2,,3,6,,,9,,,,,3,,,,,,,,,6,,,4,,6,,,,5,1,,,,6,,,,7,,12,,,7,,,,4,,2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
360,201885,I thought we had all agreed that the lead is fine as it is. What is the sentence supposed to mean?,0,,,-6,,,-3,,-3,,,,,-3,-3,,,-3,,-2,-4,,,-4,,,,,-3,,,,,,,,,-3,,,-2,,,,,,2,-2,,,,-3,,,,0,,-8,,,-6,,,,-9,,0,,1,1,1,-1,1,1,-1,1,-1,1,1,1,1,-1,-1,1,1,-1,1,-1,-1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,-1,1,1,-1,1,1,1,-1,1,1,1,0.5,0.428571429,0.575757576,1,1
361,396333,"Yes, this is a nice illustration. I'd love to have a look of the code; is it possible for you to mail it to me?",5,,,10,,,6,,,,8,,,,,7,,,,4,,,,1,,,,12,,5,12,,,,,9,,,7,,,12,,10,,,,10,,,4,,,12,,,-10,0,,,,3,2,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0.970588235,1,0.939393939,1,1
362,628721,"Sorry for the slow reply, something I needed to take care of. <url> is restored- if it is mentioned in such <url>, could you please <url> them in the article?",2,,,3,,,5,,,,5,,,,,6,,,,6,,,,2,,,,3,,0,10,,,,,2,,,6,,,8,,4,,,,8,,,0,,,10,,,10,3,,,,4,2,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
363,519222,"Also, I undid the recent move to Eris, pending some discussion. Maybe you'd like to support/oppose the move?",2,,,6,,,3,,,,3,,,,,10,,,,0,,,,-2,,,,-1,,1,-2,,,,,1,,,7,,,10,,5,,,,-3,,,0,,,4,,,11,-1,,,,0,1,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,0.852941176,0.828571429,0.878787879,1,1
364,345879,Where did you get the tracklist for the album? Can you please drop me a messafe with the link?,-2,,,5,,,4,,,,1,,,,,3,,,,0,,,,-1,,,,1,,3,4,,,,,3,,,4,,,1,,10,,,,5,,,0,,,6,,,-12,2,,,,3,2,,,,,,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0.911764706,0.885714286,0.939393939,1,1
365,79211,Is as usual being overrun with pointless blather. Would you like to set up a subpage to discuss sources?,-2,,,1,,,3,,,,0,,,,,6,,,,-4,,,,1,,,,-1,,-6,-3,,,,,0,,,3,,,6,,3,,,,3,,,0,,,-5,,,6,0,,,,3,1,,,,,,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,-1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.823529412,0.714285714,0.939393939,1,1
366,384109,I feel <url> is a personal attack against me. Can you please remove it for me per <url>?,-1,,,4,,,-2,,,,-1,,,,,-7,,,,3,,,,-3,,,,-2,,0,12,,,,,2,,,5,,,-4,,5,,,,4,,,-2,,,4,,,-12,-1,,,,3,1,,,,,,-1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,0.705882353,0.657142857,0.757575758,1,1
367,446166,I note that you've edited since this was brought up here. Could you please respond?,-2,,,0,,,1,,,,-1,,,,,5,,,,-2,,,,-3,,,,-1,,2,0,,,,,2,,,4,,,-7,,6,,,,3,,,0,,,6,,,-8,-9,,,,2,2,,,,,,-1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,0.764705882,0.714285714,0.818181818,1,1
368,238442,"Yet you did violate <url> and could be blocked right now. If that edit recurred, would you revert it again?",-3,,,-2,,,2,,,,2,,,,,6,,,,-6,,,,0,,,,-5,,0,0,,,,,1,,,4,,,-7,,3,,,,-2,,,0,,,1,,,-7,0,,,,3,2,,,,,,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0.794117647,0.771428571,0.818181818,1,1
369,607523,"As to our last discussion, you said that <url> wasn't comprehensive enough and didn't show clearly its goal. Do you have any suggesting to improve this template?",4,,,8,,,3,,,,2,,,,,7,,,,4,,,,1,,,,-3,,3,0,,,,,1,,,0,,,1,,7,,,,5,,,1,,,3,,,8,3,,,,0,2,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.970588235,0.942857143,1,1,1
370,609847,Can you look at this page <url> and tell me what you think. It has the vandal picture but wasn't edited today?,3,,,6,,,3,,,,0,,,,,5,,,,0,,,,-4,,,,0,,1,2,,,,,1,,,-1,,,-1,,3,,,,-1,,,0,,,0,,,-12,0,,,,0,2,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0.852941176,0.942857143,0.757575758,1,1
371,311058,There's an interesting discussion here: <url>. Care to explain?,-1,-2,,,,,-1,7,,2,,,-3,,-8,,,8,,7,,,0,,,,6,,,,,,,,,-1,,9,,,,,-1,4,,,,-4,,,,1,,0,,,-1,,0,,,-6,1,,,,,,-1,-1,1,1,1,1,-1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,0.705882353,0.714285714,0.696969697,1,1
372,438343,"Hello, I noticed you recently did a lot of work on the ''<url>'' page. I was wondering if you know of the origin of the word ""Nassarius"" - its etymology/ what is it named after?",6,0,,,,,0,11,,4,,,4,,9,,,10,,7,,,-2,,,,6,,,,,,,,,3,,12,,,,,2,4,,,,2,,,,1,,5,,,-9,,3,,,6,2,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0.941176471,0.942857143,0.939393939,1,1
373,279097,Ok I've moved <url> back to <url>. <name> you want to write something on the talk page about the move?,1,0,,,,,1,7,,1,,,-1,,-4,,,6,,4,,,7,,,,3,,,,,,,,,0,,12,,,,,-1,0,,,,2,,,,4,,8,,,-5,,0,,,0,2,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0.882352941,0.885714286,0.878787879,1,1
374,155694,"I see you've added <url> to the category ""Jewish-Canadians"". What is your source for this?",-1,0,,,,,0,8,,-2,,,-2,,-1,,,0,,3,,,11,,,,5,,,,,,,,,-1,,9,,,,,0,1,,,,0,,,,2,,5,,,-1,,-2,,,0,2,,,,,,-1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,0.794117647,0.771428571,0.818181818,1,1
375,460480,"I thought that I should tell you that I created a new SVG version of the Wikipedia logo, located <url>. It has a few problems, could you help me with it?",6,2,,,,,2,10,,2,,,2,,9,,,8,,8,,,12,,,,7,,,,,,,,,4,,6,,,,,2,5,,,,9,,,,2,,9,,,12,,8,,,0,2,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
376,555331,I must be missing something here. Would you mind clarifying for me the nature of your extensive work on <url>?,6,-2,,,,,5,11,,3,,,2,,-10,,,-3,,10,,,1,,,,3,,,,,,,,,6,,12,,,,,6,5,,,,5,,,,2,,10,,,12,,8,,,4,2,,,,,,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.911764706,0.828571429,1,1,1
377,522511,"Alistair, you have only undone the autoblock; you haven't unblocked the account yet. Could you do that, please?",-1,1,,,,,-1,-2,,-7,,,0,,-6,,,2,,5,,,0,,,,2,,,,,,,,,3,,12,,,,,0,3,,,,5,,,,1,,12,,,4,,-1,,,-3,2,,,,,,-1,1,1,1,1,1,-1,-1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,0.794117647,0.714285714,0.878787879,1,1
378,221905,I don't know why claim that you reverted vandalism (rv edit summary) when to me they appeared to be good faith edits. What exactly was the vandalism?,1,-6,,,,,0,9,,-6,,,-3,,,,,-1,,-2,,,4,,,,1,,,,,,,,,-3,,-4,,,,,,-7,,,,-2,,,,3,,1,,,-9,,0,,,-2,2,,,,,,1,-1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,0.676470588,0.714285714,0.636363636,1,1
379,344970,Do you mean article edits with sock puppets? Could you give me more precise examples?,0,0,,,,,0,10,,0,,,0,,-1,,,7,,1,,,3,,,,2,,,,,,,,,0,,7,,,,,-1,6,,,,2,,,,1,,5,,,4,,2,,,1,2,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.941176471,0.942857143,0.939393939,1,1
380,299080,I see that you don't have an account linked to the Wikipedia email. Would you be able to send me a message so that we can talk off Wikipedia?,0,0,,,,,2,10,,2,,,1,,10,,,10,,4,,,9,,,,4,,,,,,,,,3,,12,,,,,1,8,,,,7,,,,0,,5,,,12,,2,,,0,3,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
381,622010,"You are correct that the science is not copyright, but the purpose of the cite is <url>. If I want to check your equation, where should I look?",3,2,,,,,2,,,1,,,0,,-4,5,,,,,-1,,,1,,,,-1,,,,,2,6,,,,,,2,10,,,,,0,,,,-4,,,,,7,,,,0,,,,,5,0,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.882352941,0.828571429,0.939393939,1,1
382,627441,And wasting our time as well. I can only repeat: why don't you do constructive work by adding contents about your beloved Makedonia?,-2,-11,,,,,-6,,,-8,,,-12,,-12,-9,,,,,-9,,,-8,,,,-6,,,,,-12,-4,,,,,,-10,-9,,,,,-7,,,,-12,,,,,-7,,,,-3,,,,,-3,-3,,,,-1,-1,1,1,1,1,-1,1,1,-1,1,1,-1,1,-1,-1,1,1,1,1,-1,1,1,-1,1,1,1,-1,1,1,1,1,-1,-1,1,1,1,1,1,-1,-1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,-1,-1,1,1,1,0.411764706,0.314285714,0.515151515,1,1
383,526810,"There is a recommendation on the talk page of the ""<url>"". What do you think of it?",6,2,,,,,3,,,5,,,1,,6,9,,,,,6,,,0,,,,2,,,,,2,7,,,,,,3,7,,,,,4,,,,0,,,,,2,,,,0,,,,,6,0,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
