ID,Community,Id,Request,EN1,EN2,EN3,EN4,EN5,EN6,EN7,CH1,CH2,CH3,CH4/h,CH5/h,CH6/h,CH7/h,CH8/h,CH9/h,CH10/h,CH11/h,KO1,KO2,KO3,KO4,KO5,KO6,KO7,KO8/h,KO9/h,KO10/h,Sue,Score1,Score2,Score3,Score4,Score5,NormalizedScore,politenessMEAN,politenessSD,MsgLength
102,Wikipedia,299080,I see that you don't have an account linked to the Wikipedia email. Would you be able to send me a message so that we can talk off Wikipedia?,13,11,16,14,14,16,13,21,22,17,,,19,,23,,,18,17,20,15,22,11,13,15,18,15,19,1,18,10,21,20,21,0.789105308740475,18.00,4.64,141.00
103,Wikipedia,299306,"Sorry, its not immeadiately obvious why thats a revert. Can you clarify?",17,12,13,15,12,11,12,16,17,12,,,16,,16,,,11,20,14,12,20,15,11,12,20,17,13,1,17,16,17,21,13,0.506406619155595,16.80,2.86,72.00
104,Wikipedia,299583,"Hello, csloat. What is your response to my suggestion 'url'?",14,13,13,13,10,9,13,11,14,9,,,15,,10,,,14,14,13,6,7,10,12,12,10,17,13,1,13,13,21,11,17,-0.008461887167924,15.00,4.00,60.00
105,Wikipedia,305475,"Hey, I noticed you protected the article 'url' from being recreated. Will you be able to reverse that If I recreate the article with sourced, factual, real world content?",17,7,12,12,15,13,11,17,23,13,,,19,,19,,,15,18,13,15,8,13,10,12,5,22,18,1,17,21,9,15,16,0.386623429706167,15.60,4.34,170.00
106,Wikipedia,311058,There's an interesting discussion here: 'url'. Care to explain?,10,6,9,12,10,9,14,15,15,5,18,,17,19,,,,,14,11,7,6,,13,16,,10,,1,7,5,13,9,17,-0.765506037075478,10.20,4.82,63.00
107,Wikipedia,317346,"Hi, welcome to Wikipedia.  Could you explain in your 'url' just '''''what''''' a Universiade is?",9,7,9,,11,12,12,16,21,9,16,,20,15,,,,,12,13,15,,,10,9,,12,,1,17,17,13,10,17,0.295770982263029,14.80,3.19,96.00
108,Wikipedia,323592,"I've just seen your message on my Talk page.  Why do you want the disambiguation page to be the one that doesn't say ""disambiguation""?",10,10,13,12,9,11,12,13,16,11,17,,18,22,,,,,,13,10,14,,11,13,,10,,1,9,13,13,11,13,-0.584279667864711,11.80,1.79,134.00
109,Wikipedia,325216,"Hello, I and a few others have made many edits to 'url'.  Do you have any more comments and can you be persuaded to change your vote?",15,7,11,14,13,8,14,16,13,18,16,,21,16,,,,,25,3,17,15,,8,14,,12,,1,17,9,17,21,15,0.235468446329048,15.80,4.38,133.00
110,Wikipedia,333023,You may want to look at the nomination.  What did you intend to do?,14,7,12,13,14,8,13,13,13,10,16,,21,19,,,,,13,13,13,11,,7,12,,14,,1,9,13,5,13,13,-0.984104781939947,10.60,3.58,67.00
111,Wikipedia,335369,I just noticed you've added me as a sock puppet for Blue Sea? Can I ask what led you to this conclusion?,16,10,11,13,10,14,13,14,,8,17,,21,15,,,,,,14,12,15,,11,12,,17,,1,5,13,17,5,15,-0.616792709359434,11.00,5.66,104.00
112,Wikipedia,339348,"All the images are on the right side, which means they sometime clash and push the text away from itself. Have you considered moving some images to the left to stop this?",14,8,12,13,12,14,13,15,19,7,23,,21,22,,,,,14,8,13,17,,13,14,,14,,1,9,13,21,17,21,0.426884317288739,16.20,5.22,170.00
113,Wikipedia,339977,"I have found a better citation for reference 7, but am not sure how to insert the page number (p. 97 from the book cited).  Do you know the right format for this?",23,16,13,13,14,8,15,14,24,22,21,,22,17,,,,,24,15,19,13,,13,12,,13,,1,17,15,18,21,21,0.658334374769842,18.40,2.61,162.00
114,Wikipedia,344363,pls see my comments on your revert on the talk page.  Perhaps you'll consider undoing my revert?,12,6,13,13,9,8,13,16,18,15,18,,19,21,,,,,16,8,13,6,,13,7,,15,,1,9,17,20,17,21,0.533160679530573,16.80,4.71,96.00
115,Wikipedia,344970,Do you mean article edits with sock puppets? Could you give me more precise examples?,16,8,12,13,10,10,12,18,14,18,20,,19,21,,,,,17,13,21,22,,8,17,,19,,1,17,21,14,17,12,0.590740867483848,16.20,3.42,85.00
116,Wikipedia,345103,"Why tag for deletion? It was obviously a new user's attempt at creating a disambiguation page, why not clean it up?",2,7,13,11,6,11,12,11,14,6,14,,16,16,,,,,14,6,11,1,,11,11,,13,,1,9,5,5,9,5,-1.460303679131000,6.60,2.19,115.00
117,Wikipedia,345879,Where did you get the tracklist for the album? Can you please drop me a messafe with the link?,16,7,12,13,14,11,14,14,16,7,15,,22,15,,,,,20,13,12,20,,11,12,,16,,1,17,21,17,22,18,1.318247950995590,19.00,2.35,94.00
118,Wikipedia,347262,"I removed that second paragraph entirely, since the information is covered in the article.  Do you feel that the lead should be larger?",18,15,12,13,9,12,14,17,18,7,22,,22,14,,,,,16,11,10,18,,5,12,,15,,1,16,17,21,15,13,0.711767691854849,16.40,2.97,135.00
119,Wikipedia,348668,I noticed you just removed this category from 'url' and 'url'. Why don't you think they qualify as historical films?,7,10,12,12,12,12,12,13,15,7,16,,18,15,,,,,16,5,15,11,,8,11,,9,,1,9,13,17,13,12,-0.367144530273802,12.80,2.86,116.00
120,Wikipedia,350274,"When JaGaBot updated the monthly challenge winners on 'url', it stripped the image. Could the bot be fixed to leave the image?",18,12,12,13,15,11,15,13,15,19,19,,17,13,,,,,17,13,17,22,,12,12,,17,,1,17,13,14,13,14,0.040130793653029,14.20,1.64,126.00
121,Wikipedia,353762,Why are capital letters used in the article title '''url'''? Is this a proper name of a particular proprietary software package?,17,11,13,13,13,14,13,11,15,13,19,15,,15,6,18,1,,14,13,11,1,14,,11,,13,,1,21,13,21,13,10,-0.024252623838126,15.60,5.08,128.00
122,Wikipedia,355141,My contribution tried to show the impression to others I'am only trying to improve spelling. What's the difference between personel and persona?,20,,12,13,11,13,12,13,18,13,14,16,,16,16,23,14,,11,8,15,15,,13,12,,10,,1,17,13,19,17,13,0.326189469607328,15.80,2.68,144.00
123,Wikipedia,355369,"Right, but not all of it. So can you retrieve it or not?",4,7,12,11,3,12,9,1,15,12,14,12,,25,7,17,1,,1,1,3,12,16,,11,,8,,1,9,5,5,9,5,-1.796080226112420,6.60,2.19,56.00
124,Wikipedia,356288,Hi im currently compiling a college project on unreliable information and would like to view the deleted article Dudley O'Neill. Can you help?,19,9,14,12,19,8,13,15,22,14,14,16,,24,8,17,7,,14,13,12,19,16,15,13,,14,,1,10,24,17,21,16,0.760308852641404,17.60,5.32,142.00
125,Wikipedia,358145,"My page now has a template of ""multiple issues"", but I have put in several references, and there are links to other pages.  What more should I do?",18,12,14,13,13,6,13,13,24,13,18,11,,18,1,17,15,,13,8,17,19,,,15,,20,,1,13,17,11,21,9,-0.126869072184249,14.20,4.82,146.00
126,Wikipedia,358773,"Hey, did you ever read over the material I laid out for you - content as well as ideas for organization of an article?  Any feedback?",19,12,13,12,12,7,13,11,19,13,19,12,,24,8,19,1,,9,12,6,3,16,13,12,,6,,1,21,17,16,11,9,-0.096455956860579,14.80,4.82,133.00
127,Wikipedia,359316,"Zero has taken a break from Wikipedia, and RK has recused himself from editing controversial articles.  Why don't you and I fix up the 'url' article now?",16,8,12,13,12,9,14,13,22,9,15,9,,18,14,10,7,,14,9,17,15,14,11,12,,13,,1,17,13,14,8,17,-0.102584550845816,13.80,3.70,153.00
128,Wikipedia,360251,"On that topic, not every DOS game on Wikipedia has a screenshot. Do you plan on taking any yourself?",14,12,12,13,9,16,13,13,17,11,12,11,,16,19,20,13,,7,2,15,18,18,,12,,11,,1,21,13,15,11,11,-0.118710239219199,14.20,4.15,100.00
129,Wikipedia,362361,Did you just revert back to the old article? Or did I do something wrong with the move?,21,10,13,13,,8,12,14,17,13,19,9,,19,13,19,5,,15,12,11,2,,11,9,,12,,1,13,17,13,13,13,-0.140000948700143,13.80,1.79,87.00
130,Wikipedia,364742,"at the end of the <nowiki><head> </head></nowiki>. Could that be fixed again, please?",,12,12,13,,9,13,16,22,20,19,15,,24,19,17,3,,19,12,11,16,12,13,13,,23,,1,17,9,13,21,17,0.402023422918402,15.40,4.56,85.00
131,Wikipedia,369400,"Your comment about ""the additions were left intact as a courtesy"" sounds a bit strange to me. Maybe you should read 'url'?",4,10,13,12,10,9,12,10,16,13,17,14,,15,17,7,1,,14,8,4,1,16,10,8,,17,,1,13,11,10,9,9,-1.187653929012090,10.40,1.67,122.00
132,Wikipedia,379713,Looks like 'url' (the one missing the side-chain) is unused and doesn't seem useful (due to that structural flaw). Maybe tag it for deletion?,19,12,12,13,15,10,13,16,19,13,19,14,,17,18,19,14,,16,12,10,14,,,12,,18,,1,17,13,25,17,13,0.430426529090177,17.00,4.90,141.00
133,Wikipedia,379823,"I get the error message ""sorry, not enough content to play this station"". Can you explain a bit what your code do, and does this need an account on Lastfm or something else ?",17,13,13,13,12,9,12,13,24,11,21,18,,22,2,9,6,,10,13,15,20,16,13,14,,20,,1,17,17,13,13,13,0.190296979174086,14.60,2.19,174.00
134,Wikipedia,379987,It's a shame that 'url' still needs repair.  What do you think?,21,9,13,13,14,7,13,13,19,13,21,17,,18,4,18,11,,17,7,10,1,16,4,15,,8,,1,13,17,15,13,18,0.268260965373727,15.20,2.28,63.00
135,Wikipedia,383875,As someone who has edited 'url' you might be interested to see that it has been suggested for deletion (or some other form of bastardization).  Care to join in the discussion?,6,8,12,12,17,9,14,16,21,11,18,11,,15,15,15,25,,19,14,16,20,,,13,,10,,1,17,17,17,9,17,0.441767414014814,15.40,3.58,175.00
136,Wikipedia,384109,I feel 'url' is a personal attack against me. Can you please remove it for me per 'url'?,14,5,11,12,7,6,13,14,16,10,,,24,,16,,8,14,6,7,16,19,16,5,9,,,,1,17,9,13,13,17,0.157194123169367,13.80,3.35,88.00
137,Wikipedia,385164,"FloraBase has an entry for this, but no other information.'url' Know anything about it?",17,9,12,12,17,9,13,11,19,11,,,19,,9,,4,6,19,14,8,11,14,10,11,,,,1,13,13,13,21,13,-0.124035789361454,14.60,3.58,87.00
138,Wikipedia,385974,That link just takes me to the arbcom main page. Are you intending to link me to something else?,9,10,12,12,6,13,11,13,16,8,,,19,,11,,4,15,14,17,12,13,16,12,9,,,,1,14,17,18,12,13,0.393177010704061,14.80,2.59,96.00
139,Wikipedia,387960,"I have never heard of the 1933 ""freakish heat flash"" in Coimbra, Portugal. Will you please provide some sources that you used for forming such a conclusion?",14,6,12,12,14,9,14,16,16,11,,,22,,9,,6,14,13,13,18,23,14,10,12,,,,1,9,13,17,13,17,-0.041169826874404,13.80,3.35,156.00
140,Wikipedia,389573,"That was nice work you did improving the reference I added. I still have to learn that, can you show me?",20,15,12,13,19,9,16,15,21,13,,,19,,6,,16,14,16,17,17,22,18,13,11,,,,1,21,17,21,24,17,1.600173910323040,20.00,3.00,104.00
141,Wikipedia,391212,"The link to Sciencedude by Gary Robbins: Obituary of Joel Hedgpeth, which I believe you added, no longer includes the obituary.  Can you up-date the link?",17,7,12,13,12,7,13,12,16,7,,,17,,,,3,16,19,17,16,16,15,8,12,,,,1,18,13,13,13,17,0.018862293965474,14.80,2.49,154.00
142,Wikipedia,393977,"Ok. Thank you for clarifying. Could you be more specific as to what you are specifying as ""the claim"" so that I may find relevant information to refute?",22,10,12,14,13,6,13,21,20,17,,,19,,17,,14,15,17,18,8,21,15,12,9,,,,1,21,13,21,25,19,1.436016056516870,19.80,4.38,152.00
143,Wikipedia,394295,I am not sure why 'url' is not just in the article 'url' as a straight table. Is there some chance the template might be used on another article?,15,11,12,13,15,14,13,19,20,16,,,20,,6,,10,16,25,13,18,17,15,11,13,,,,1,17,17,13,13,13,-0.050795740810939,14.60,2.19,145.00
144,Wikipedia,394690,You deleted Ricardo Marinello. What was written in the article?,11,11,12,12,,7,11,10,16,9,,,24,,3,,1,17,16,10,16,4,15,10,10,,,,1,11,9,10,13,5,-1.005440717846530,9.60,2.97,63.00
145,Wikipedia,395661,I had a look at the place noted on the top of the talk page about 1rr and I was unable to find the sanction you talked about. Where is it listed please?,17,7,13,13,13,14,13,16,17,16,,,21,,6,,1,17,13,18,17,23,17,8,11,,,,1,21,18,17,17,21,1.362112258092960,18.80,2.05,152.00
146,Wikipedia,396333,"Yes, this is a nice illustration. I'd love to have a look of the code; is it possible for you to mail it to me?",22,15,13,14,20,9,16,18,24,18,,,17,,7,,23,15,25,20,19,23,16,21,14,,,,1,25,21,21,20,17,1.583775399535330,20.80,2.86,111.00
147,Wikipedia,397366,"Hi, I reverted vandalism on a couple of your subpages that you transclude in your main userpage. Do you want me to semi-protect them (your subpages) so that it is more difficult for vandals to subtly vandalize you?",20,9,13,12,19,8,16,,20,15,,,20,,21,,21,18,21,18,10,22,14,,,,,,1,17,13,13,18,21,0.449102090211830,16.40,3.44,214.00
148,Wikipedia,397562,Please explain this 'url'. Is there a valid reason why this image was removed?,7,7,12,12,11,9,11,7,9,11,,,20,,6,,3,15,7,11,7,3,16,11,8,,,,1,9,17,9,17,5,-0.488455342281047,11.40,5.37,78.00
149,Wikipedia,407369,"I replied... also, are you watching that page?  If so, I will stop bothering you here?",16,11,8,13,13,8,8,13,14,9,,,23,,7,,4,17,21,11,14,13,17,2,9,,,,1,13,8,17,14,7,-0.243455407480784,11.80,4.21,86.00
150,Wikipedia,417587,"Also - for some reason images on image pages now appear in full size when I view them, rather than more convienient viewing sizes. Do you know how I can fix this?",20,17,12,13,15,11,14,14,18,13,,,16,,18,,10,18,13,15,17,10,16,12,10,,,,1,17,11,13,17,13,0.005333391114620,14.20,2.68,162.00
151,Wikipedia,419038,"Hmmm, Dev, Jet123's nom doesn't really count as your second one, right? I can overwrite it?",17,7,12,13,14,9,,15,14,6,,,,,,16,,4,25,11,10,8,14,,11,,14,11,1,1,15,9,17,16,-0.152301048645653,11.60,6.69,91.00
152,Wikipedia,419907,"I have also put speedy delete tags on 'url' and 'url'.  Was there any particular reason to move your user/user talk pages to that name, and back again?",14,10,14,13,14,9,10,15,17,13,,,,,,13,,5,14,15,13,18,14,11,11,,18,10,1,9,13,13,9,13,-0.727671849839881,11.40,2.19,151.00
153,Wikipedia,421270,Are you saying that Racepacket attempted to contact Laura's employer? When and where did this happen?,11,10,9,12,7,9,12,13,13,12,,,,,,7,,9,11,6,12,18,11,12,11,,12,10,1,9,13,17,13,9,-0.542153208129642,12.20,3.35,101.00
154,Wikipedia,423432,"Sorry, I've moved a number of articles and thought I did it correctly. How is moving done properly without losing the edit history?",21,14,13,16,16,12,16,13,18,13,,,,,,22,,8,15,14,17,17,16,,11,,16,17,1,17,19,17,15,21,0.868239736051647,17.80,2.28,131.00
155,Wikipedia,423536,"And what, may I ask, is ''your'' relationship to Hammersoft? How did you come upon this matter?",8,8,12,11,8,14,8,19,11,13,,,,,,,,4,12,2,16,16,17,10,12,,16,10,1,1,19,12,9,9,-0.825679108355563,10.00,6.48,95.00
156,Wikipedia,423540,I went to 'url' and couldn't find it. Can you provide a link?,21,14,13,13,14,10,14,14,14,13,,,,,,20,,14,16,14,12,23,18,11,12,,20,13,1,17,18,18,15,13,0.552783980729751,16.20,2.17,61.00
157,Wikipedia,426769,"Hi, I hadn't realized that you had made a revert on redirecting this.  Could you see my comments on 'url'?",18,14,15,13,17,14,13,16,19,10,,,,,,12,,4,20,15,19,21,14,11,12,,19,12,1,17,19,16,9,17,0.561095105111201,15.60,3.85,106.00
158,Wikipedia,428392,I have an email from the owner of this image that your BOT deleted.  Can you please restore this and I can send in the email granting me permission to post?,17,10,13,13,16,11,12,14,18,15,,,,,,18,,14,2,6,21,22,13,13,12,,22,13,1,21,17,17,18,21,1.070393657876890,18.80,2.05,156.00
159,Wikipedia,431479,"I would like to do the same for 'url', a Houston neighborhood. How do I do this?",18,14,14,13,13,10,12,14,19,13,,,,,,17,,8,13,12,13,17,15,12,12,,17,13,1,13,13,14,13,13,-0.164198105689634,13.20,0.45,80.00
160,Wikipedia,438343,"Hello, I noticed you recently did a lot of work on the '''url''' page. I was wondering if you know of the origin of the word ""Nassarius"" - its etymology/ what is it named after?",20,10,13,15,14,9,13,13,21,10,,,,,,15,,9,1,15,21,21,16,14,11,,13,11,1,21,21,18,21,13,1.114793561177550,18.80,3.49,177.00
161,Wikipedia,438448,Understood. Do you know of any legal expert you could contact to clarify this issue?,21,14,13,13,16,10,13,15,17,13,,,,,,12,,6,13,14,18,22,14,13,13,,18,11,1,15,13,15,13,18,0.084084263311664,14.80,2.05,84.00
162,Wikipedia,439715,"Hello again. Could you move this to 'url', please?",20,12,18,14,9,9,17,14,17,21,,,,,,23,,14,25,3,9,24,14,11,13,,23,13,1,20,20,17,21,21,1.635609213722240,19.80,1.64,50.00
163,Wikipedia,442925,Why on earth have you deleted the article on the 'url'?  Can you please undelete it?,2,4,9,11,4,9,5,2,5,5,,,,,,7,,3,12,1,6,3,18,11,13,,20,3,1,9,17,8,5,9,-1.003427924397540,9.60,4.45,84.00
164,Wikipedia,446166,I note that you've edited since this was brought up here. Could you please respond?,11,12,13,12,15,9,11,11,17,18,,,,,,22,,18,12,10,16,22,15,12,10,,21,9,1,21,21,17,11,12,0.536175338438654,16.40,4.77,83.00
165,Wikipedia,448921,"Hey, I just noticed 'url', and something doesn't seem right. What should be done?",19,16,11,13,16,14,13,16,20,10,,,,,,13,,4,19,14,9,17,14,7,10,,17,11,1,17,13,21,16,17,0.360443418021276,16.80,2.86,81.00
166,Wikipedia,454457,"Hi Deb, I created the page which was deleted which I hoped could have been a stub starting point for building up a better and more detailed article about the organisation. Could you offer some advice on how I could have made it better and have avoided deletion?",20,21,14,19,22,7,14,22,25,18,,,,,9,18,25,,25,22,20,25,12,,12,19,20,22,1,17,16,21,17,17,1.019052846109090,17.60,1.95,261.00
167,Wikipedia,456164,The large coat of arms is still be commented on. Maybe you can lend a word or two?,15,15,18,12,12,10,14,20,20,14,,,,,14,16,19,,13,14,17,11,13,10,14,16,15,9,1,21,16,15,15,13,0.460458167629637,16.00,3.00,82.00
168,Wikipedia,458314,You know there's no excuse for the edits you're making related to your position at 'url'. This has to go to 'url'; would you like to make the report?,2,9,12,8,17,7,13,10,16,15,,,,,15,15,9,,2,4,19,7,13,10,14,13,14,9,1,13,9,9,9,5,-1.570315603755060,9.00,2.83,149.00
169,Wikipedia,460261,"My edit on 'url' was written by me, not copied from a forum. Out of curiousity, which forum copied my post on Wikipedia?",13,9,13,12,11,6,12,14,20,10,,,,,6,16,1,,17,14,17,8,9,6,15,17,13,10,1,14,15,16,5,17,-0.233122612112982,13.40,4.83,120.00
170,Wikipedia,460480,"I thought that I should tell you that I created a new SVG version of the Wikipedia logo, located 'url'. It has a few problems, could you help me with it?",19,20,17,13,19,12,14,22,18,18,,,,,5,20,16,,25,15,20,23,14,12,13,17,19,13,1,15,21,13,21,17,0.910388191108508,17.40,3.58,153.00
171,Wikipedia,466813,"Some time ago you uploaded an image of the Knowledge Navigator, which was speedied some time later. Can you upload the file again?",18,16,16,12,11,16,13,15,17,13,,,,,12,12,15,,21,13,16,18,12,12,13,16,18,12,1,17,17,13,16,19,0.642618090891479,16.40,2.19,130.00
172,Wikipedia,471521,Have a look at the changes. Do you think they will break anything?,13,19,14,12,16,11,13,12,20,13,,,,,11,13,1,,19,8,9,13,13,8,13,16,15,11,1,13,17,13,17,17,0.305300582524353,15.40,2.19,66.00
173,Wikipedia,476471,The primary meaning is not formatted well here. Care to take a shot at it?,16,14,13,12,15,13,14,14,16,10,,,,,16,17,25,,25,13,13,17,16,8,18,10,10,9,1,13,11,5,17,13,-0.200439253610158,11.80,4.38,74.00
174,Wikipedia,476584,Something's still not right with me here. Think you can perform one of those cleanups?,17,15,12,11,14,17,13,12,20,11,,,,,14,17,14,,23,10,14,13,15,11,12,16,16,10,1,13,13,13,9,14,-0.659355278595771,12.40,1.95,86.00
175,Wikipedia,476673,Either 'url' is really misinterpreting the guidelines or I missed out on something. Care to shed light here?,16,10,11,11,12,13,12,13,18,11,,,,,10,15,25,,14,17,13,21,14,7,15,6,11,11,1,13,9,9,13,1,-0.882155274327545,9.00,4.90,108.00
176,Wikipedia,478167,"<person>, with whom you discussed linkspam in 2006, has returned. Could you offer your views on his talkpage?",14,18,17,14,16,12,13,16,19,18,,,,,12,17,25,,17,16,18,23,15,14,13,14,19,18,1,12,9,14,15,15,-0.029636785295092,13.00,2.55,109.00
177,Wikipedia,480295,"I ""voted"" weak keep, based on what I've found.  Can you comment?",12,14,13,11,11,16,13,12,17,10,,,,,14,15,9,,13,13,13,17,18,,12,16,14,11,1,22,12,9,15,13,0.008860021497849,14.20,4.87,64.00
178,Wikipedia,489092,"You deleted this, but somehow it still shows up on the parent category's page 'url'.  Is this normal and/or can you fix this?",18,17,14,13,14,14,13,12,18,7,,,,,12,16,1,,14,14,9,7,18,11,15,15,14,9,1,17,17,13,13,13,0.027776705509151,14.60,2.19,125.00
179,Wikipedia,492399,"Hello - someone moved 'url' to a new title with diacritics - and a hyphen, which nobody in the talk page had ever discussed. How does one undo that?",17,15,15,11,16,11,13,11,19,10,,,,,11,21,12,,20,13,14,18,15,11,9,19,13,14,1,13,17,13,11,17,-0.002468155481010,14.20,2.68,148.00
180,Wikipedia,493880,Without information about the source and whether it's a free use or fair use picture it can't be used under the Wikipedia rules. Do you have this information?,10,10,14,11,11,16,13,11,15,11,,,,,10,16,17,,13,14,17,10,15,11,16,12,15,14,1,13,13,15,13,18,-0.092315452460961,14.40,2.19,158.00
181,Wikipedia,494638,"I never received any notification of any deletion proposal, lest I would have contested. Is there any way to find the original proposal and/or artical, or has it just been sent to oblivion?",19,9,9,11,12,5,11,16,20,15,,,,15,,,22,18,14,14,17,13,13,18,7,15,,12,1,13,14,17,5,12,-0.640804779683309,12.20,4.44,189.00
182,Wikipedia,499757,Welcome to WikiProject Austria. I'm wondering if you're willing to coordinate the project for a while?,19,16,13,15,20,14,14,19,19,20,,,,24,,,25,23,25,19,14,17,16,20,19,20,,13,1,21,18,13,21,25,1.008216344733210,19.60,4.45,102.00
183,Wikipedia,500319,"You added managerial stats but they state Ferguson only managed St.Mirren for 12 games.  That's too few given he was there for 4 years, please can you fix?",14,12,15,13,11,12,13,13,19,12,,,,20,,,5,18,16,12,17,12,11,16,12,19,,11,1,16,9,15,9,18,0.024422469580744,13.40,4.16,155.00
184,Wikipedia,505413,I notice that you are using a very old version of my monobook script. Have you considered updating it?,12,10,16,12,13,12,13,17,16,9,,,,18,,,14,10,12,7,19,12,13,15,8,3,,13,1,13,15,17,6,20,-0.066008441108740,14.20,5.26,102.00
185,Wikipedia,505765,Your bot has ruined the formatting on ref 2 in 'url'. Would you care to either call off the bot or suggest an alternate formatting that will work better?,2,12,14,11,13,9,14,16,9,7,,,,1,,,1,16,5,7,18,9,15,13,20,20,,16,1,9,5,9,8,15,-1.167654459926990,9.20,3.63,153.00
186,Wikipedia,507179,"You may not remember doing this but, you erased a page entitled, Earl Newton.  Why did you do it?",10,10,15,11,9,8,12,3,13,9,,,,16,,,1,3,15,10,17,7,15,13,5,6,,4,1,9,13,9,17,9,-0.606565687128062,11.40,3.58,97.00
187,Wikipedia,507499,"url' is telling me that your talk page and 'url' supposedly both link there, but I can't find them for the life of me. Any ideas?",18,10,14,11,14,16,14,14,15,13,,,,24,,,14,15,25,13,15,13,14,16,13,13,,12,1,13,16,15,10,13,-0.012150263353958,13.40,2.30,130.00
188,Wikipedia,508961,"I hope I am now signed on and you remove the erroneous vandalism report. Don't you think it would be more politic to send a message with a question than to preemptorily declare an edit ""vandalism""?",2,5,13,11,11,8,10,15,5,8,,,,1,,,1,15,1,4,17,8,14,12,16,18,,3,1,13,9,5,13,16,-0.642454605844774,11.20,4.27,197.00
189,Wikipedia,513103,"It isn't clear to me that he knew WHO Amorrow was, someone has left a message that will hopefully set him straight. Do you have a link to the blog?",15,13,12,12,12,10,13,13,14,13,,,,17,,,13,14,14,12,18,20,13,17,12,15,,11,1,17,13,13,21,13,0.231112674443023,15.40,3.58,147.00
190,Wikipedia,513734,"Hi, thanks for moving three of the Brussels municipalities. Could you move 'url' to 'url' as well?",25,12,15,14,18,17,15,16,16,18,,,,25,,,25,14,25,14,8,21,14,21,22,20,,13,1,21,21,21,21,21,1.538699432749870,21.00,0.00,98.00
191,Wikipedia,517632,"Are you there? I just posted YAP, Yet Another Plea, on 'url', might you wish to pitch in with something technical or at least magisterial?",6,11,10,12,10,11,14,16,18,15,,,,25,,,14,18,17,11,11,9,16,12,10,18,,8,1,17,17,13,9,9,-0.054131890645652,13.00,4.00,138.00
192,Wikipedia,519222,"Also, I undid the recent move to Eris, pending some discussion. Maybe you'd like to support/oppose the move?",12,16,14,13,9,9,14,19,16,14,,,,1,,,18,13,23,19,13,14,16,13,14,20,,10,1,17,17,13,17,7,-0.000434798226103,14.20,4.38,108.00
193,Wikipedia,520030,This is starting to almost feel like harassment. Perhaps we should take this to a mediation committee?,10,8,12,9,10,9,14,16,17,13,,,,17,,,25,16,12,13,13,15,13,15,13,21,,10,1,14,16,10,1,9,-0.940202138670502,10.00,5.79,102.00
194,Wikipedia,522511,"Alistair, you have only undone the autoblock; you haven't unblocked the account yet. Could you do that, please?",9,8,15,12,6,6,13,12,16,19,,,,6,,,1,21,19,8,14,5,13,13,18,20,,13,1,18,21,19,17,13,0.676901724382956,17.60,2.97,111.00
195,Wikipedia,522744,I'm not sure what you mean by pointing out that votes were placed before the version you created. Could you elaborate?,18,20,15,14,11,13,14,19,17,13,,,,16,,,5,19,16,10,12,17,15,18,14,19,,7,1,9,13,9,13,13,-0.626972516975432,11.40,2.19,118.00
196,Wikipedia,522828,"Hello. Since you have contributed to 'url' in the past, could you spare a minute to discuss the fate of 'url'?",18,12,11,13,20,11,13,16,19,21,19,10,,12,,17,11,13,8,19,18,23,12,15,11,16,19,13,1,21,23,21,19,15,1.096368621832000,19.80,3.03,110.00
197,Wikipedia,526560,"I'd really like to keep the image, just because it's of a Medal of Honor winner.  Is there a way to shrink the table, or another place in the article (Like the Footnotes section) where the image would work?",19,18,12,13,18,8,14,14,21,13,14,13,,14,,14,17,18,22,15,14,21,16,15,10,19,16,14,1,19,19,17,17,17,0.598718243522695,17.80,1.10,206.00
198,Wikipedia,526810,"There is a recommendation on the talk page of the ""'url'"". What do you think of it?",19,16,13,13,16,10,14,13,15,13,15,10,,18,,14,9,13,14,16,15,14,,12,11,9,16,12,1,13,21,17,13,17,0.197944295228960,16.20,3.35,83.00
199,Wikipedia,528217,Does that mean all the realiable sources are incorrect too? Was the e-mail from a reliable source?,12,17,13,13,12,11,14,13,18,12,18,12,,16,,9,1,15,12,12,16,16,,11,9,15,11,10,1,17,13,17,15,13,0.052707262723951,15.00,2.00,98.00
200,Wikipedia,528379,"Why was 'url' deleted when it was simply a crop of 'url' which is public domain? I'm pretty sure I wrote that on the description page, but if not, can it be restored?",11,8,13,13,13,8,12,12,13,11,21,18,,22,,5,10,17,10,13,13,7,19,11,12,18,7,9,1,13,15,9,10,13,-0.444126569957188,12.00,2.45,166.00
201,Wikipedia,529277,Update is four hours late. Any chance you could post it?,3,11,13,11,8,11,13,12,14,12,14,12,,11,,7,11,8,13,8,15,4,,,8,12,6,7,1,9,17,17,9,13,-0.280578315457639,13.00,4.00,56.00
202,Wikipedia,530060,"Excellent, thank you! Can you also delete the 'url' from en and move hooks from the 'url' to 'url'?",24,21,16,15,19,11,12,16,23,18,17,17,,14,,19,17,25,25,16,20,24,,22,15,17,22,17,1,21,21,21,21,21,1.762599485574950,21.00,0.00,99.00
203,Wikipedia,530306,Thank you! Could you protect the picture that's live too?,21,17,15,13,23,19,14,14,23,21,18,19,,14,,22,7,22,25,14,16,19,15,19,13,10,22,15,1,17,21,13,21,21,1.186535460850800,18.60,3.58,57.00
