Community,Num,Index,Id,Request,EN1,EN2,EN3,EN4,EN5,EN6,EN7,EN8,EN9,EN10,EN11,EN12,EN13,EN14,EN15,EN16,EN17,EN18,EN19,EN20,EN21,EN22,EN23,EN24,EN25,EN26,EN27,EN28,EN29,EN30,EN31,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,CH11,CH12,CH13,CH14,CH15,CH16,CH17,CH18,CH19,CH20,CH21,EN1_zscore,EN2_zscore,EN3_zscore,EN4_zscore,EN5_zscore,EN6_zscore,EN7_zscore,EN8_zscore,EN9_zscore,EN10_zscore,EN11_zscore,EN12_zscore,EN13_zscore,EN14_zscore,EN15_zscore,EN16_zscore,EN17_zscore,EN18_zscore,EN19_zscore,EN20_zscore,EN21_zscore,EN22_zscore,EN23_zscore,EN24_zscore,EN25_zscore,EN26_zscore,EN27_zscore,EN28_zscore,EN29_zscore,EN30_zscore,EN31_zscore,CH1_zscore,CH2_zscore,CH3_zscore,CH4_zscore,CH5_zscore,CH6_zscore,CH7_zscore,CH8_zscore,CH9_zscore,CH10_zscore,CH11_zscore,CH12_zscore,CH13_zscore,CH14_zscore,CH15_zscore,CH16_zscore,CH17_zscore,CH18_zscore,CH19_zscore,CH20_zscore,CH21_zscore,label_t,label_t_z,label_d,label_d_z
Wikipedia,115,114,397759,I find it hard to believe one editor (even one so prolific as RickK) can have much of an effect overall. Do contributors on either side have any (non-anecdotal) evidence that suggests otherwise?,,,,,,1,,-10,,,2,,,-2,,-5,,,,-2,,,,,3,,,,,,4,,,,,5,,1,,,,-2,,,,,,0,,,,5,,,,,,0.327698929,,-1.508460261,,,-1.541441946,,,-0.356833091,,-0.622380666,,,,-0.713637631,,,,,0.069448151,,,,,,0.686499111,,,,,0.978327229,,-0.450203536,,,,-0.497434242,,,,,,0.009089182,,,,0.893536208,0,0,-1,-1
Wikipedia,116,115,235522,Which discussion are you referring to? On which article's talk page?,,,,,,0,,3,,,12,,,0,,-4,,,,-4,,,,,4,,,,,,0,,,,,4,,-2,,,,0,,,,,,0,,,,0,,,,,,0.088396628,,0.562827422,,,1.055371699,,,0.092720409,,-0.448288172,,,,-1.287416631,,,,,0.330705479,,,,,,-0.390362239,,,,,0.765460425,,-1.089232108,,,,-0.152826183,,,,,,0.009089182,,,,-0.369412496,0,0,-1,-1
Wikipedia,117,116,464868,"Hi, I recently got approval for your requested link replacement (sorry for the delay), but, after doing a <url> there seems to be very few links left to replace. Could you confirm the problem is solved?",,,,,,7,,6,,,12,,,5,,2,,,,5,,,,,4,,,,,,3,,,,,3,,10,,,,7,,,,,,12,,,,4,,,,,,1.763512732,,1.040816888,,,1.055371699,,,1.216604159,,0.596266792,,,,1.294588869,,,,,0.330705479,,,,,,0.417283773,,,,,0.552593621,,1.466882181,,,,1.053302024,,,,,,1.754212041,,,,0.640946467,0,0,-1,-1
Wikipedia,118,117,337509,The Olbermann thing is being discussed on the <url> talk page. Do you have anything to add?,,,,,,5,,-4,,,12,,,5,,-1,,,,5,,,,,4,,,,,,3,,,,,2,,1,,,,0,,,,,,3,,,,1,,,,,,1.284908131,,-0.55248133,,,1.055371699,,,1.216604159,,0.07398931,,,,1.294588869,,,,,0.330705479,,,,,,0.417283773,,,,,0.339726818,,-0.450203536,,,,-0.152826183,,,,,,0.445369896,,,,-0.116822755,0,0,-1,-1
Wikipedia,119,118,626197,REVERT???,,,,,,-6,,-12,,,0,,,-8,,-11,,,,0,,,,,,,,,,,-5,,,,,-5,,-8,,,,-9,,,,,,-9,,,,-8,,,,,,-1.347417175,,-1.827119904,,,-2.060804675,,,-1.70549359,,-1.66693563,,,,-0.139858631,,,,,,,,,,,-1.736438927,,,,,-1.150340807,,-2.367289253,,,,-1.703562448,,,,,,-1.299752963,,,,-2.390130421,0,0,-1,-1
Wikipedia,120,119,72763,"I started, but gave up. And why link the word 'mother'?",,,,,,3,,-10,,,3,,,-3,,-12,,,,-5,,,,,-1,,,,,,-2,,,,,-1,,-3,,,,-6,,,,,,-9,,,,-9,,,,,,0.80630353,,-1.508460261,,,-1.281760581,,,-0.58160984,,-1.841028124,,,,-1.574306131,,,,,-0.975581164,,,,,,-0.928792915,,,,,-0.298873593,,-1.302241632,,,,-1.186650359,,,,,,-1.299752963,,,,-2.642720162,0,0,-1,-1
Wikipedia,121,120,283735,"So how are u gonna concider weither the licences used by Fluckr are accurate...? ,and if this image has to bee conciderd than Image:Petercrouch_liverpool.JPG should be to..?",-11,,,-5,,,-1,,,,11,,,,-1,,,,0,,,-2,,,,,,,1,,-3,,,0,,,,-6,,,0,,,,,3,,,,,,1,-1.932916414,,,-1.53051019,,,-0.607390963,,,,0.795690335,,,,-0.160772196,,,,-1.097031896,,,-0.285532244,,,,,,,-0.429707952,,-1.198008252,,,-0.139064134,,,,-1.941270204,,,0.080671398,,,,,0.270466653,,,,,,-0.116822755,0,0,-1,-1
Wikipedia,122,121,524373,"AnonEMouse, I have noticed today that there are many recent comments on the <url> talk page that do not show in ""history"". How can that happen?",-1,,,0,,,1,,,,4,,,,0,,,,0,,,-6,,,,,,,6,,7,,,-3,,,,0,,,-1,,,,,0,,,,,,3,-0.395823609,,,-0.213267813,,,0.103746904,,,,-1.022079217,,,,0.009186983,,,,-1.097031896,,,-1.142128976,,,,,,,0.853002353,,1.494145124,,,-0.913533008,,,,-0.66321306,,,-0.072604259,,,,,-0.986407795,,,,,,0.388356726,0,0,-1,-1
Wikipedia,123,122,25727,"It turns out that the Zelda Collection you referred to in <url> didn't include aLttP, reportedly because the GBA remake was still being sold at that time, so that disc included NES and N64 emulation but left out SNES. Do you have another example?",4,,,6,,,2,,,,,,,,3,,,,0,,,12,,,,,,,3,,6,,,-1,,,,1,,,1,,,,,3,,,,,,2,0.372722793,,,1.367423039,,,0.459315837,,,,,,,,0.519064519,,,,-1.097031896,,,2.712556319,,,,,,,0.08337617,,1.224929786,,,-0.397220426,,,,-0.450203536,,,0.233947056,,,,,0.270466653,,,,,,0.135766986,0,0,-1,-1
Wikipedia,124,123,629591,I just did some edits on it. Feedback?,-10,,,5,,,4,,,,7,,,,4,,,,9,,,-3,,,,,,,-1,,6,,,0,,,,-4,,,-1,,,,,3,,,,,,-6,-1.779207134,,,1.103974563,,,1.170453704,,,,-0.243035123,,,,0.689023697,,,,0.694040588,,,-0.499681427,,,,,,,-0.942792075,,1.224929786,,,-0.139064134,,,,-1.515251156,,,-0.072604259,,,,,0.270466653,,,,,,-1.88495094,0,0,-1,-1
Wikipedia,125,124,184558,"That looks better. I think I'm about done now, but old Theobald's still at Featured Article candidates isn't he?",-6,,,9,,,1,,,,2,,,,1,,,,9,,,-2,,,,,,,0,,6,,,0,,,,0,,,0,,,,,3,,,,,,-4,-1.164370012,,,2.157768465,,,0.103746904,,,,-1.541441946,,,,0.179146161,,,,0.694040588,,,-0.285532244,,,,,,,-0.686250014,,1.224929786,,,-0.139064134,,,,-0.66321306,,,0.080671398,,,,,0.270466653,,,,,,-1.379771458,0,0,-1,-1
Wikipedia,126,125,626716,"Even worse: ""The authorized use of this data is limited to informational and educational purposes only, and NOT for operational or commercial purposes."" This clearly disqualifies the text for Wikipedia purposes, I'm afraid we'll have to delete the article. Do you know of any similar contributions you've made?",-3,,,4,,,-5,,,,1,,,,1,,,,0,,,-1,,,,,,,3,,6,,,-3,,,,1,,,-1,,,,,3,,,,,,1,-0.70324217,,,0.840526088,,,-2.029666698,,,,-1.80112331,,,,0.179146161,,,,-1.097031896,,,-0.071383061,,,,,,,0.08337617,,1.224929786,,,-0.913533008,,,,-0.450203536,,,-0.072604259,,,,,0.270466653,,,,,,-0.116822755,0,0,-1,-1
Wikipedia,127,126,30722,You added to the Order of Victoria and Albert page that no awards were given out after the death of Queen Victoria. According to the <url> she became the tSovereign of the Order in 1952. Is this just because the order was never officially scrapped ?,-6,,,6,,,-5,,,,9,,,,1,,,,0,,,2,,,,,,,0,,5,,,0,,,,-1,,,0,,,,,3,,,,,,-2,-1.164370012,,,1.367423039,,,-2.029666698,,,,0.276327606,,,,0.179146161,,,,-1.097031896,,,0.571064488,,,,,,,-0.686250014,,0.955714448,,,-0.139064134,,,,-0.876222584,,,0.080671398,,,,,0.270466653,,,,,,-0.874591977,0,0,-1,-1
Wikipedia,128,127,392689,As you can tell from my user page I do like art. I noticed you talking about a film ambassador on WikiProject Film (An project that I am active on) and I was wondering what is the main goals of film ambassador?,-2,,,5,,,7,,,,3,,,,,,,,7,,,0,,,,,,,1,,5,,,6,,,,2,,,3,,,,,0,,,,,,3,-0.54953289,,,1.103974563,,,2.237160505,,,,-1.281760581,,,,,,,,0.29602448,,,0.142766122,,,,,,,-0.429707952,,0.955714448,,,1.409873615,,,,-0.237194012,,,0.54049837,,,,,-0.986407795,,,,,,0.388356726,0,0,0,0
Wikipedia,129,128,404995,I noticed that you are the major contributor to the articles. Mind if I nominate <url> at <url>?,4,,,7,,,7,,,,12,,,,6,,,,3,,,,,,,,,,1,,7,,,0,,,,4,,,3,,,,,1,,,,,,3,0.372722793,,,1.630871514,,,2.237160505,,,,1.055371699,,,,1.028942055,,,,-0.500007735,,,,,,,,,,-0.429707952,,1.494145124,,,-0.139064134,,,,0.188825037,,,0.54049837,,,,,-0.567449645,,,,,,0.388356726,1,0,-1,-1
Wikipedia,130,129,297846,Would my doing a read-through looking out for that kind of thing be useful? Or would it be merely annoying?,0,,,3,,,2,,,,9,,,,4,,,,5,,,-8,,,,,,,2,,8,,,12,,,,3,,,-4,,,,,4,,,,,,-1,-0.242114329,,,0.577077613,,,0.459315837,,,,0.276327606,,,,0.689023697,,,,-0.101991628,,,-1.570427343,,,,,,,-0.173165891,,1.763360461,,,2.958811363,,,,-0.024184487,,,-0.53243123,,,,,0.689424803,,,,,,-0.622002236,0,0,-1,-1
Wikipedia,131,130,292769,What would that do? Is that good?,,,,,-4,,,,-4,,,,,,-1,,,,0,,-1,,,,4,0,,,0,,,,,0,,,-1,,,,0,,,,,6,,,-3,,,-5,,,,,-0.93924662,,,,-1.217819059,,,,,,-0.160772196,,,,-1.097031896,,-0.215872265,,,,0.330705479,-1.196842693,,,-0.686250014,,,,,-0.139064134,,,-1.625111075,,,,0.080671398,,,,,1.527341102,,,-0.684223652,,,-1.632361199,0,0,-1,-1
Wikipedia,132,131,621555,"Creating and improving images, or just placing them in articles/making sure they have the right copyrights/etc.?",,,,,0,,,,0,,,,,,,,,,1,,-1,,,,0,0,,,1,,,,,0,,,-2,,,,0,,,,,0,,,3,,,-4,,,,,-0.055527788,,,,-0.3030254,,,,,,,,,,-0.898023843,,-0.215872265,,,,-0.714323835,-1.196842693,,,-0.429707952,,,,,-0.139064134,,,-1.877849966,,,,0.080671398,,,,,-0.986407795,,,0.562337657,,,-1.379771458,0,0,0,0
Wikipedia,133,132,378972,"Your DYK hook for <url> is missing something. It says ""''Frank Bancroft managed the now-defunct Major League Baseball Providence Grays...''"" - maybe ""'''his''' now-defunct Major League Baseball '''team, the''' Providence Grays,...""?",,,,,0,,,,2,,,,,,-2,,,,0,,0,,,,0,1,,,3,,,,,-3,,,-3,,,,0,,,,,3,,,-1,,,-1,,,,,-0.055527788,,,,0.15437143,,,,,,-0.330731375,,,,-1.097031896,,0.090273856,,,,-0.714323835,-0.745203941,,,0.08337617,,,,,-0.913533008,,,-2.130588858,,,,0.080671398,,,,,0.270466653,,,-0.268703216,,,-0.622002236,0,0,-1,-1
Wikipedia,134,133,625006,"Yes, ''kaen chokugeki hou'' is exactly right. Do you have that same NTSC Hong Kong DVD that I do?",,,,,2,,,,5,,,,,,1,,,,3,,1,,,,3,3,,,8,,,,,0,,,0,,,,2,,,,,0,,,0,,,2,,,,,0.386331629,,,,0.840466674,,,,,,0.179146161,,,,-0.500007735,,0.396419978,,,,0.069448151,0.158073563,,,1.366086476,,,,,-0.139064134,,,-1.372372183,,,,0.387222713,,,,,-0.986407795,,,-0.060942997,,,0.135766986,1,0,-1,-1
Wikipedia,135,134,490623,I'll also add some categories to cover the collaboration nomination procedure and we should think about setting up a project <url>. Can you think of anything else that we need to tag that could be better handled through the comicsproj template than a banner on the front page?,,,,,6,,,,6,,,,,,1,,,,11,,1,,,,4,5,,,11,,,,,9,,,2,,,,2,,,,,6,,,6,,,8,,,,,1.270050461,,,,1.069165089,,,,,,0.179146161,,,,1.092056695,,0.396419978,,,,0.330705479,1.061351068,,,2.135712659,,,,,2.184342489,,,-0.866894399,,,,0.387222713,,,,,1.527341102,,,1.185618312,,,1.65130543,0,0,0,0
Wikipedia,136,135,557002,One oddity is that the Library of Congress isn't officially the U.S. national library; there are only national libraries in Medicine and Agriculture. Do you compare specialized libraries?,,,,,3,,,,0,,,,,,,,,,6,,1,,,,0,3,,,4,,,,,0,,,2,,,,1,,,,,0,,,0,,,4,,,,,0.607261337,,,,-0.3030254,,,,,,,,,,0.097016426,,0.396419978,,,,-0.714323835,0.158073563,,,0.339918231,,,,,-0.139064134,,,-0.866894399,,,,0.233947056,,,,,-0.986407795,,,-0.060942997,,,0.640946467,0,0,-1,-1
Wikipedia,137,136,621427,"I don't think so, <name>. Can we just once attempt to let this pass by without calling for the heads of people?",,,,,-6,,,,-4,,,,,,-10,,,,3,,-3,,,,-3,6,,,-1,,,,,-10,,,-1,,,,-1,,,,,0,,,3,,,1,,,,,-1.381106036,,,,-1.217819059,,,,,,-1.690404804,,,,-0.500007735,,-0.828164509,,,,-1.498095821,1.51298982,,,-0.942792075,,,,,-2.720627049,,,-1.625111075,,,,-0.072604259,,,,,-0.986407795,,,0.562337657,,,-0.116822755,0,0,0,0
Wikipedia,138,137,198022,"Senta.jpg was garbled or empty or some such, so I deleted it. You might want to try re-uploading?",,,,,-2,,,,3,,,,,,-6,,,,2,,-2,,,,-1,3,,,0,,,,,1,,,-4,,,,-1,,,,,3,,,-1,,,5,,,,,-0.497387204,,,,0.383069845,,,,,,-1.01056809,,,,-0.699015789,,-0.522018387,,,,-0.975581164,0.158073563,,,-0.686250014,,,,,0.119092157,,,-2.38332775,,,,-0.072604259,,,,,0.270466653,,,-0.268703216,,,0.893536208,0,0,-1,-1
Wikipedia,139,138,607112,"It's probably a bit late to be asking this, but why did you dispute the factual accuracy of the page <url>? Also, why was no mention of the nature of the dispute made anywhere?",,,,,-2,,,,-3,,,,,,-7,,,,0,,-2,,,,0,5,,,3,,,,,0,,,-3,,,,0,,,,,3,,,-6,,,6,,,,,-0.497387204,,,,-0.989120644,,,,,,-1.180527268,,,,-1.097031896,,-0.522018387,,,,-0.714323835,1.061351068,,,0.08337617,,,,,-0.139064134,,,-2.130588858,,,,0.080671398,,,,,0.270466653,,,-1.307504307,,,1.146125948,0,0,-1,-1
Wikipedia,140,139,619630,"Do you know how to make the 'All Star Template' appear only at the bottom, as well as the 'Confirmed future sites', so the actual table appears at the top of the page??",,,,,5,,,,2,,,,,,2,,,,8,,-5,,,,0,3,,,4,,,,,0,,,0,,,,0,,,,,3,,,3,,,-1,,,,,1.049120753,,,,0.15437143,,,,,,0.34910534,,,,0.495032534,,-1.440456753,,,,-0.714323835,0.158073563,,,0.339918231,,,,,-0.139064134,,,-1.372372183,,,,0.080671398,,,,,0.270466653,,,0.562337657,,,-0.622002236,0,0,-1,-1
Wikipedia,141,140,522923,"Just letting you know (since you have mentioned AFDing <url>) that weu2019ve gone to some effort to establish notability with <url>, and have added three reliable, notable, third-party sources to the article. Do you feel these sources establish <url> as being notable (<url> and all that)?",,,,4,,,0,,,-5,,,,,9,,,,7,,,,,,,,7,,,5,,,,,0,,,,2,,,,,1,,5,,,,0,,,,,,0.840526088,,,-0.25182203,,,-0.673979568,,,,,1.538819591,,,,0.29602448,,,,,,,,1.173505435,,,0.950485615,,,,,-1.319477004,,,,0.421075517,,,,,-0.80545558,,1.108382952,,,,-0.249489407,,,0,0,-1,-1
Wikipedia,142,141,164112,"Hi, you've done a lot of work on comparing Featured Article country articles. Are you aware of any country that got special praise for the selection of images in the article?",,,,4,,,5,,,1,,,,,11,,,,12,,,2,,,,,6,,,2,,,,,4,,,,3,,,,,4,,3,,,,0,,,,,,0.840526088,,,1.526022638,,,0.469165989,,,,,1.878737948,,,,1.291064749,,,0.571064488,,,,,0.963011187,,,0.278052508,,,,,-0.258564181,,,,0.624353352,,,,,-0.059087475,,0.270466653,,,,-0.249489407,,,0,1,1,1
Wikipedia,143,142,627346,"One wonders, of course, who ""Elliott of Macedon"" would have been. Probably something analogous to Brian of Nazareth but in a Macedonian phalanx?",,,,0,,,0,,,0,,,,,0,,,,9,,,-2,,,,,2,,,0,,,,,5,,,,-1,,,,,6,,3,,,,1,,,,,,-0.213267813,,,-0.25182203,,,0.27864173,,,,,0.009186983,,,,0.694040588,,,-0.285532244,,,,,0.121034193,,,-0.17023623,,,,,0.006664025,,,,-0.18875799,,,,,0.438491262,,0.270466653,,,,0.394354223,,,0,0,-1,-1
Wikipedia,144,143,630160,"'SO!?!?'', what has it got to do with you?",,,,-12,,,-10,,,-5,,,,,-9,,,,-11,,,-12,,,,,-8,,,-7,,,,,5,,,,2,,,,,5,,-9,,,,-3,,,,,,-3.374649517,,,-3.807511366,,,-0.673979568,,,,,-1.520445626,,,,-3.286120488,,,-2.427024075,,,,,-1.983908292,,,-1.739246812,,,,,0.006664025,,,,0.421075517,,,,,0.189701893,,-4.757031139,,,,-2.181020297,,,1,0,1,1
Wikipedia,145,144,559372,how do i propose to change the name of <url> to <url> ??,,,,0,,,-2,,,-2,,,,,0,,,,8,,,-1,,,,,5,,,4,,,,,3,,,,-3,,,,,5,,0,,,,0,,,,,,-0.213267813,,,-0.962959897,,,-0.10240679,,,,,0.009186983,,,,0.495032534,,,-0.071383061,,,,,0.752516938,,,0.726341246,,,,,-0.523792387,,,,-0.595313661,,,,,0.189701893,,-0.986407795,,,,-0.249489407,,,0,0,-1,-1
Wikipedia,146,145,623158,"Deletion requires some care: an administrator has to check that the prod tag has been on the article for 5 day continously, that the prod'ed version was not the result of vandalism, that the prod reason is acceptable (possibly checking the talk page), then has to delete the article reporting this reason, possibly deleting the talk page, and finally checking the incoming links. Before starting doing this on every article in the category this adimin relies on the number of categories instead of calculating five days to today?",,,,1,,,-2,,,-1,,,,,,,,,8,,,,,,,,0,,,,,,,,5,,,,0,,,,,6,,0,,,,0,,,,,,0.050180662,,,-0.962959897,,,0.08811747,,,,,,,,,0.495032534,,,,,,,,-0.299954304,,,,,,,,0.006664025,,,,0.014519845,,,,,0.438491262,,-0.986407795,,,,-0.249489407,,,0,0,0,0
Wikipedia,147,146,502036,"Is 10 months sufficient time to relist a Article for deletion Not too soon, correct?",,,,-1,,,-3,,,-2,,,,,4,,,,11,,,0,,,,,-2,,,3,,,,,7,,,,1,,,,,6,,2,,,,0,,,,,,-0.476716289,,,-1.318528831,,,-0.10240679,,,,,0.689023697,,,,1.092056695,,,0.142766122,,,,,-0.720942801,,,0.502196877,,,,,0.537120437,,,,0.217797681,,,,,0.438491262,,-0.148491496,,,,-0.249489407,,,0,0,-1,-1
Wikipedia,148,147,41079,Is Castle Donington an incorporate municipality? Or is it just a place name?,,,,0,,,1,,,-2,,,,,2,,,,9,,,2,,,,,-3,,,0,,,,,1,,,,2,,,,,4,,0,,,,0,,,,,,-0.213267813,,,0.103746904,,,-0.10240679,,,,,0.34910534,,,,0.694040588,,,0.571064488,,,,,-0.931437049,,,-0.17023623,,,,,-1.054248798,,,,0.421075517,,,,,-0.059087475,,-0.986407795,,,,-0.249489407,,,0,0,-1,-1
Wikipedia,149,148,415277,Sorry for not replying sooner. What would you like done with your page?,,,,12,,,6,,,0,,,,,12,,,,12,,,7,,,,,4,,,5,,,,,7,,,,3,,,,,6,,8,,,,2,,,,,,2.948113891,,,1.881591572,,,0.27864173,,,,,2.048697127,,,,1.291064749,,,1.641810404,,,,,0.54202269,,,0.950485615,,,,,0.537120437,,,,0.624353352,,,,,0.438491262,,2.3652574,,,,1.038197854,,,0,0,-1,-1
Wikipedia,150,149,125539,"I am in the process of responding to your message on my talk page. In the mean time, did Lochdale ever inadvertently expose his IP, such as editing while logged out and then logging in and signing?",,,,4,,,-1,,,0,,,,,2,,,,8,,,-3,,,,,-2,,,6,,,,,7,,,,1,,,,,5,,2,,,,0,,,,,,0.840526088,,,-0.607390963,,,0.27864173,,,,,0.34910534,,,,0.495032534,,,-0.499681427,,,,,-0.720942801,,,1.174629984,,,,,0.537120437,,,,0.217797681,,,,,0.189701893,,-0.148491496,,,,-0.249489407,,,0,0,0,0
Wikipedia,151,150,432640,"Hi, I tweaked it again. Could you check please?",,,,,3,,,2,,-4,,,3,,,4,,,,,,,8,5,,,,,3,,,,,6,,,,,,,3,,12,,,,9,,,,-1,,,,,,0.607261337,,,0.403497601,,-0.483455309,,,0.613725807,,,0.94445178,,,,,,,1.022845897,0.998913772,,,,,0.08337617,,,,,1.409873615,,,,,,,0.54049837,,2.377515283,,,,2.294996306,,,,-0.007417998,,0,0,-1,-1
Wikipedia,152,151,255097,"To be quite frank it doesn't matter that the quotes don't appear any other place on the internet, the point is that they violate policy by being here and you could always set up a personal website to host them where all you'd have to worry about is fair use and not Wikipedia's stricter requirements. Are there more of these quote/source pages than <url>, <url> and <url>?",,,,,-4,,,-4,,-6,,,-3,,,-3,,,,,,,-4,0,,,,,1,,,,,-2,,,,,,,1,,7,,,,-1,,,,-1,,,,,,-0.93924662,,,-0.55248133,,-0.864503828,,,-1.239031346,,,-0.274195678,,,,,,,-0.696824963,-0.579369988,,,,,-0.429707952,,,,,-0.655376717,,,,,,,0.233947056,,1.448798375,,,,-0.191249692,,,,-0.007417998,,1,1,1,1
Wikipedia,153,152,565696,Oh dear. Does that mean it's too difficult a read for Wiki?,,,,,-1,,,5,,0,,,5,,,4,,,,,,,5,3,,,,,3,,,,,0,,,,,,,3,,0,,,,0,,,,-11,,,,,,-0.276457496,,,0.881487066,,0.27864173,,,1.231311525,,,0.94445178,,,,,,,0.592928182,0.367600268,,,,,0.08337617,,,,,-0.139064134,,,,,,,0.54049837,,0.148594705,,,,0.057374908,,,,-2.90043705,,0,0,1,1
Wikipedia,154,153,620540,"Oh, yeah, I've heard of that--that was the issue the Colonel was (incorrectly) alluding to, right? Is that list to which your link sent me something that Steve had to create, or was it generated automatically?",,,,,-2,,,0,,0,,,1,,,-2,,,,,,,2,1,,,,,-1,,,,,3,,,,,,,1,,0,,,,0,,,,0,,,,,,-0.497387204,,,0.084837957,,0.27864173,,,-0.003859911,,,-0.100103184,,,,,,,0.163010467,-0.263713236,,,,,-0.942792075,,,,,0.63540474,,,,,,,0.233947056,,0.148594705,,,,0.057374908,,,,0.281883908,,0,0,-1,-1
Wikipedia,155,154,237753,"I'm wondering why in the <url> article, you keep changing the link <url> to <url> which just redirects to <url>? Why not just leave the link to point to the intended article directy?",,,,,-3,,,-3,,-2,,,-5,,,-9,,,,,,,2,0,,,,,2,,,,,3,,,,,,,-1,,-12,,,,-1,,,,-3,,,,,,-0.718316912,,,-0.393151508,,-0.10240679,,,-1.856617064,,,-1.318750642,,,,,,,0.163010467,-0.579369988,,,,,-0.173165891,,,,,0.63540474,,,,,,,-0.072604259,,-2.080325872,,,,-0.191249692,,,,-0.586021808,,0,0,-1,-1
Wikipedia,156,155,589985,"PS I also am wondering about the letter ""ll"". It seems, like the Welsh <url>, to have a particular (and tricky) pronunciation, but thereu2019s nothing on the <url> or <url> pages about it: Can you shed any light on this?",,,,,3,,,-3,,0,,,0,,,6,,,,,,,11,3,,,,,7,,,,,0,,,,,,,4,,-1,,,,-1,,,,0,,,,,,0.607261337,,,-0.393151508,,0.27864173,,,-0.31265277,,,1.292636768,,,,,,,1.452763611,0.367600268,,,,,1.109544414,,,,,-0.139064134,,,,,,,0.693774027,,-0.037148676,,,,-0.191249692,,,,0.281883908,,0,0,-1,-1
Wikipedia,157,156,473852,"More a bot to flag articles where persondata and defaultsort disagree, so that humans can check which is correct. I presume your bot already detects cases where DEFAULTSORT and listas disagree?",,,,,-3,,,0,,-2,,,1,,,-2,,,,,,,0,0,,,,,-1,,,,,0,,,,,,,1,,-3,,,,-2,,,,-1,,,,,,-0.718316912,,,0.084837957,,-0.10240679,,,-0.003859911,,,-0.100103184,,,,,,,-0.123601343,-0.579369988,,,,,-0.942792075,,,,,-0.139064134,,,,,,,0.233947056,,-0.408635439,,,,-0.439874292,,,,-0.007417998,,0,0,-1,-1
Wikipedia,158,157,619643,Really? When/where did that happen?,,,,,0,,,0,,-3,,,0,,,0,,,,,,,0,1,,,,,0,,,,,0,,,,,,,0,,0,,,,-1,,,,0,,,,,,-0.055527788,,,0.084837957,,-0.292931049,,,-0.31265277,,,0.248081804,,,,,,,-0.123601343,-0.263713236,,,,,-0.686250014,,,,,-0.139064134,,,,,,,0.080671398,,0.148594705,,,,-0.191249692,,,,0.281883908,,0,0,-1,-1
Wikipedia,159,158,196201,The <url> disambiguation page seems to be a model for collecting the related entries for IOOF buildings in a single place. Do you agree?,,,,,3,,,3,,0,,,0,,,0,,,,,,,11,3,,,,,4,,,,,0,,,,,,,2,,0,,,,0,,,,0,,,,,,0.607261337,,,0.562827422,,0.27864173,,,-0.31265277,,,0.248081804,,,,,,,1.452763611,0.367600268,,,,,0.339918231,,,,,-0.139064134,,,,,,,0.387222713,,0.148594705,,,,0.057374908,,,,0.281883908,,0,0,-1,-1
Wikipedia,160,159,564946,"Hi there, I've raised the possibility of unprotecting the tamazepam page <url>. What are your thoughts?",,,,,6,,,5,,0,,,4,,,8,,,,,,,12,4,,,,,3,,,,,2,,,,,,,3,,0,,,,-1,,,,1,,,,,,1.270050461,,,0.881487066,,0.27864173,,,0.922518666,,,1.640821756,,,,,,,1.596069516,0.68325702,,,,,0.08337617,,,,,0.377248449,,,,,,,0.54049837,,0.148594705,,,,-0.191249692,,,,0.571185813,,1,1,-1,-1
Wikipedia,161,160,291631,"Also, how does that vandalism thing on your page work? Do you have to change the count manually, or does it detect vandalism itself?",0,,,,,1,,,,-3,,,0,,,,,-1,,,-1,,0,,,,,,,3,,2,,,,,,,-1,,,6,,,,,,-9,,,0,,-0.242114329,,,,,0.327698929,,,,-0.292931049,,,-0.31265277,,,,,-0.475537652,,,-0.215872265,,-0.123601343,,,,,,,0.502196877,,0.144446806,,,,,,,-0.18875799,,,0.880997994,,,,,,-1.299752963,,,0.281883908,,0,0,0,0
Wikipedia,162,161,620910,"Thanks, can we write an article on that ? do you think it is notable enough ?",-2,,,,,4,,,,9,,,6,,,,,2,,,2,,10,,,,,,,4,,12,,,,,,,1,,,12,,,,,,3,,,0,,-0.54953289,,,,,1.04560583,,,,1.993360066,,,1.540104384,,,,,0.508333352,,,0.7025661,,1.309457706,,,,,,,0.726341246,,2.372684537,,,,,,,0.217797681,,,1.914822171,,,,,,0.445369896,,,0.281883908,,0,0,-1,-1
Wikipedia,163,162,262902,Why haven't you submitted the diet to Good Article? And when are you going for Featured Article candidates?,-8,,,,,-5,,,,-11,,,-4,,,,,-2,,,-3,,-1,,,,,,,-4,,-12,,,,,,,-3,,,-9,,,,,,-6,,,-3,,-1.471788573,,,,,-1.108114875,,,,-1.817125126,,,-1.547824205,,,,,-0.803494653,,,-0.828164509,,-0.266907248,,,,,,,-1.066813705,,-2.975086017,,,,,,,-0.595313661,,,-1.703562448,,,,,,-0.863472248,,,-0.586021808,,0,0,-1,-1
