Num,Id,Request#,EN_1,EN_2,EN_3,EN_4,EN_5,EN_6,EN_7,EN_8,EN_9,EN_10,EN_11,EN_12,EN_13,EN_14,EN_15,EN_16,EN_17,EN_18,EN_19,EN_20,EN_21,EN_22,EN_23,EN_24,EN_25,EN_26,EN_27,EN_28,EN_29,EN_30,EN_31,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11,CH_12,CH_13,CH_14,CH_15,CH_16,CH_17,CH_18,CH_19,CH_20,CH_21,CH_22,CH_23,EN_10.1,EN_20.1,EN_30.1,EN_40,EN_50,EN_60,EN_70,EN_80,EN_90,EN_100,EN_110,EN_120,EN_130,EN_140,EN_150,EN_160,EN_170,EN_180,EN_190,EN_200,EN_210,EN_220,EN_230,EN_240,EN_250,EN_260,EN_270,EN_280,EN_290,EN_300,EN_310,EN_320,EN_330,EN_340,EN_350,CH_10.1,CH_20.1,CH_30,CH_40,CH_50,CH_60,CH_70,CH_80,CH_90,CH_100,CH_110,CH_120,CH_130,CH_140,CH_150,CH_160,CH_170,CH_180,CH_190,CH_200,CH_210,CH_220,CH_230,CH_240,CH_250,CH_260,CH_270,CH_280,CH_290,CH_300,CH_310,CH_320,CH_330,EN100,EN200,EN300,EN400,EN500,EN600,EN700,EN800,EN900,EN1000,EN1100,EN1200,EN1300,EN1400,EN1500,EN1600,EN1700,EN1800,EN1900,EN2000,EN2100,EN2200,EN2300,EN2400,CH100,CH200,CH300,CH400,CH500,CH600,CH700,CH800,CH900,CH1000,CH1100,CH1200,CH1300,CH1400,CH1500,CH1600,CH1700,CH1800,CH1900,CH2000,CH2100,CH2200,CH2300,CH2400,CH2500,CH2600,CH2700,EN_1_zscore,EN_2_zscore,EN_3_zscore,EN_4_zscore,EN_5_zscore,EN_6_zscore,EN_7_zscore,EN_8_zscore,EN_9_zscore,EN_10_zscore,EN_11_zscore,EN_12_zscore,EN_13_zscore,EN_14_zscore,EN_15_zscore,EN_16_zscore,EN_17_zscore,EN_18_zscore,EN_19_zscore,EN_20_zscore,EN_21_zscore,EN_22_zscore,EN_23_zscore,EN_24_zscore,EN_25_zscore,EN_26_zscore,EN_27_zscore,EN_28_zscore,EN_29_zscore,EN_30_zscore,EN_31_zscore,EN_10.1_zscore,EN_20.1_zscore,EN_30.1_zscore,EN_40_zscore,EN_50_zscore,EN_60_zscore,EN_70_zscore,EN_80_zscore,EN_90_zscore,EN_100_zscore,EN_110_zscore,EN_120_zscore,EN_130_zscore,EN_140_zscore,EN_150_zscore,EN_160_zscore,EN_170_zscore,EN_180_zscore,EN_190_zscore,EN_200_zscore,EN_210_zscore,EN_220_zscore,EN_230_zscore,EN_240_zscore,EN_250_zscore,EN_260_zscore,EN_270_zscore,EN_280_zscore,EN_290_zscore,EN_300_zscore,EN_310_zscore,EN_320_zscore,EN_330_zscore,EN_340_zscore,EN_350_zscore,EN100_zscore,EN200_zscore,EN300_zscore,EN400_zscore,EN500_zscore,EN600_zscore,EN700_zscore,EN800_zscore,EN900_zscore,EN1000_zscore,EN1100_zscore,EN1200_zscore,EN1300_zscore,EN1400_zscore,EN1500_zscore,EN1600_zscore,EN1700_zscore,EN1800_zscore,EN1900_zscore,EN2000_zscore,EN2100_zscore,EN2200_zscore,EN2300_zscore,EN2400_zscore,CH_1_zscore,CH_2_zscore,CH_3_zscore,CH_4_zscore,CH_5_zscore,CH_6_zscore,CH_7_zscore,CH_8_zscore,CH_9_zscore,CH_10_zscore,CH_11_zscore,CH_12_zscore,CH_13_zscore,CH_14_zscore,CH_15_zscore,CH_16_zscore,CH_17_zscore,CH_18_zscore,CH_19_zscore,CH_20_zscore,CH_21_zscore,CH_22_zscore,CH_23_zscore,CH_10.1_zscore,CH_20.1_zscore,CH_30_zscore,CH_40_zscore,CH_50_zscore,CH_60_zscore,CH_70_zscore,CH_80_zscore,CH_90_zscore,CH_100_zscore,CH_110_zscore,CH_120_zscore,CH_130_zscore,CH_140_zscore,CH_150_zscore,CH_160_zscore,CH_170_zscore,CH_180_zscore,CH_190_zscore,CH_200_zscore,CH_210_zscore,CH_220_zscore,CH_230_zscore,CH_240_zscore,CH_250_zscore,CH_260_zscore,CH_270_zscore,CH_280_zscore,CH_290_zscore,CH_300_zscore,CH_310_zscore,CH_320_zscore,CH_330_zscore,CH100_zscore,CH200_zscore,CH300_zscore,CH400_zscore,CH500_zscore,CH600_zscore,CH700_zscore,CH800_zscore,CH900_zscore,CH1000_zscore,CH1100_zscore,CH1200_zscore,CH1300_zscore,CH1400_zscore,CH1500_zscore,CH1600_zscore,CH1700_zscore,CH1800_zscore,CH1900_zscore,CH2000_zscore,CH2100_zscore,CH2200_zscore,CH2300_zscore,CH2400_zscore,CH2500_zscore,CH2600_zscore,CH2700_zscore,EN_1_binary,EN_2_binary,EN_3_binary,EN_4_binary,EN_5_binary,EN_6_binary,EN_7_binary,EN_8_binary,EN_9_binary,EN_10_binary,EN_11_binary,EN_12_binary,EN_13_binary,EN_14_binary,EN_15_binary,EN_16_binary,EN_17_binary,EN_18_binary,EN_19_binary,EN_20_binary,EN_21_binary,EN_22_binary,EN_23_binary,EN_24_binary,EN_25_binary,EN_26_binary,EN_27_binary,EN_28_binary,EN_29_binary,EN_30_binary,EN_31_binary,EN_10.1_binary,EN_20.1_binary,EN_30.1_binary,EN_40_binary,EN_50_binary,EN_60_binary,EN_70_binary,EN_80_binary,EN_90_binary,EN_100_binary,EN_110_binary,EN_120_binary,EN_130_binary,EN_140_binary,EN_150_binary,EN_160_binary,EN_170_binary,EN_180_binary,EN_190_binary,EN_200_binary,EN_210_binary,EN_220_binary,EN_230_binary,EN_240_binary,EN_250_binary,EN_260_binary,EN_270_binary,EN_280_binary,EN_290_binary,EN_300_binary,EN_310_binary,EN_320_binary,EN_330_binary,EN_340_binary,EN_350_binary,EN100_binary,EN200_binary,EN300_binary,EN400_binary,EN500_binary,EN600_binary,EN700_binary,EN800_binary,EN900_binary,EN1000_binary,EN1100_binary,EN1200_binary,EN1300_binary,EN1400_binary,EN1500_binary,EN1600_binary,EN1700_binary,EN1800_binary,EN1900_binary,EN2000_binary,EN2100_binary,EN2200_binary,EN2300_binary,EN2400_binary,CH_1_binary,CH_2_binary,CH_3_binary,CH_4_binary,CH_5_binary,CH_6_binary,CH_7_binary,CH_8_binary,CH_9_binary,CH_10_binary,CH_11_binary,CH_12_binary,CH_13_binary,CH_14_binary,CH_15_binary,CH_16_binary,CH_17_binary,CH_18_binary,CH_19_binary,CH_20_binary,CH_21_binary,CH_22_binary,CH_23_binary,CH_10.1_binary,CH_20.1_binary,CH_30_binary,CH_40_binary,CH_50_binary,CH_60_binary,CH_70_binary,CH_80_binary,CH_90_binary,CH_100_binary,CH_110_binary,CH_120_binary,CH_130_binary,CH_140_binary,CH_150_binary,CH_160_binary,CH_170_binary,CH_180_binary,CH_190_binary,CH_200_binary,CH_210_binary,CH_220_binary,CH_230_binary,CH_240_binary,CH_250_binary,CH_260_binary,CH_270_binary,CH_280_binary,CH_290_binary,CH_300_binary,CH_310_binary,CH_320_binary,CH_330_binary,CH100_binary,CH200_binary,CH300_binary,CH400_binary,CH500_binary,CH600_binary,CH700_binary,CH800_binary,CH900_binary,CH1000_binary,CH1100_binary,CH1200_binary,CH1300_binary,CH1400_binary,CH1500_binary,CH1600_binary,CH1700_binary,CH1800_binary,CH1900_binary,CH2000_binary,CH2100_binary,CH2200_binary,CH2300_binary,CH2400_binary,CH2500_binary,CH2600_binary,CH2700_binary,EN_orig_Mean,CH_orig_Mean,EN_orig_std,CH_orig_std,EN_z_Mean,CH_z_Mean,EN_z_std,CH_z_std,EN_binary_sum,CH_binary_sum,EN_binary_Mean,CH_binary_Mean,EN_binary_1,EN_binary_0,EN_binary_-1,EN_ratings,CH_binary_1,CH_binary_0,CH_binary_-1,CH_ratings
425,442925,Why on earth have you deleted the article on the <url>? Can you please undelete it?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.0,,,,-9.0,6.0,,,-5.0,,,,-9.0,,-7.0,,,-9.0,-6.0,,,-8.0,,,,-12.0,,,-6.0,,,,,,,,,-2.0,-12.0,,,,,-9.0,-6.0,,,,-7.0,,-8.0,,,,,-5.0,,,6.0,,,,,3.0,-9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.6132674275227001,,,,-1.9472591004119124,1.1672856127045708,,,-1.4419034597232372,,,,-2.2953097706144163,,-1.2104501095211222,,,-2.5479801815137835,-1.640668325042647,,,-1.8642676880027311,,,,-2.4083160000796497,,,-1.1402833181688665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7428907151446442,-3.2057107240047618,,,,,-2.2151289164526866,-1.4085165451389334,,,,-1.6942988297447088,,-2.4781470957080804,,,,,-1.3917403408935838,,,1.557895862452013,,,,,0.7398124253438803,-2.534454972278586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,,,,-1.0,1.0,,,-1.0,,,,-1.0,,-1.0,,,-1.0,-1.0,,,-1.0,,,,-1.0,,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,-1.0,,,,,-1.0,-1.0,,,,-1.0,,-1.0,,,,,-1.0,,,1.0,,,,,1.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.454545454545454,-4.9,4.590504032535781,5.6656861896861175,-1.5402199788996815,-1.3373179851570094,1.0116518992015193,1.4974651017708938,-9.0,-6.0,-0.8181818181818182,-0.6,1,0,10,11,2,0,8,10
426,566998,"He's still at it, and stating that we can't stop him as he has not got a static IP. Can you at least block him for now?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,-9.0,-5.0,,,8.0,,,,1.0,,0.0,,,-3.0,4.0,,,-3.0,,,,-8.0,,,-2.0,,,,,,,,,-1.0,-3.0,,,,,-2.0,-2.0,,,,1.0,,-1.0,,,,,0.0,,,-6.0,,,,,3.0,-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009012667192864247,,,,-1.9472591004119124,-1.0825799310746815,,,0.7554065916133461,,,,0.2764658827350697,,-0.05342676345472539,,,-1.2978029896495442,0.5684009779648506,,,-0.6910276303104812,,,,-1.6776091274041263,,,-0.48629729745436956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5587029345302696,-1.2188379315226439,,,,,-0.6995143946692695,-0.5507348429089948,,,,0.20807178610899932,,-0.22528609960982549,,,,,-0.45681273093956065,,,-1.3050061818702159,,,,,0.7398124253438803,-2.0042533910625067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,-1.0,-1.0,,,1.0,,,,1.0,,0.0,,,-1.0,1.0,,,-1.0,,,,-1.0,,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,-1.0,,,,,-1.0,-1.0,,,,1.0,,-1.0,,,,,0.0,,,-1.0,,,,,1.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.5454545454545454,-1.8,4.967164912978759,3.0110906108363245,-0.5115197018412463,-0.6071264295660407,0.9094711598403854,0.7799173670002372,-3.0,-5.0,-0.2727272727272727,-0.5,3,2,6,11,2,1,7,10
427,626970,"If it's not clear, I am asking for a '''quote from your source''' which supports the statement which you inserted into the article with your reference. Can you please supply a quote?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,2.0,7.0,,,-7.0,,,,-4.0,,10.0,,,2.0,-6.0,,,-4.0,,,,-11.0,,,-12.0,,,,,,,,,-1.0,4.0,,,,,0.0,-1.0,,,,-2.0,,0.0,,,,,-4.0,,,0.0,,,,,1.0,-4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8201527145506464,,,,0.25021774969023536,1.37181884395723,,,-1.7799511599288653,,,,-1.0094219439396732,,1.5994637309258413,,,-0.255988663096011,-1.640668325042647,,,-0.9256756418489313,,,,-2.225639281910769,,,-2.1212623492406117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5587029345302696,0.32650757374122574,,,,,-0.26648167415972174,-0.3362894173515101,,,,-0.5053171948361412,,0.09655118554706807,,,,,-1.2047548189027792,,,0.12644484029089845,,,,,0.09110990459900004,-1.2089510192383877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,-1.0,,,,-1.0,,1.0,,,1.0,-1.0,,,-1.0,,,,-1.0,,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,1.0,,,,,0.0,-1.0,,,,-1.0,,0.0,,,,,-1.0,,,0.0,,,,,1.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.8181818181818181,-0.7,7.152876090331523,2.359378449224852,-0.5379049387166869,-0.3439883554840617,1.387344683669054,0.5397049589389102,-1.0,-3.0,-0.09090909090909091,-0.3,5,0,6,11,2,3,5,10
428,517632,"Are you there? I just posted YAP, Yet Another Plea, on <url>, might you wish to pitch in with something technical or at least magisterial?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,,,,-9.0,-3.0,,,11.0,,,,-3.0,,8.0,,,1.0,-6.0,,,-1.0,,,,-11.0,,,-2.0,,,,,,,,,2.0,1.0,,,,,-3.0,-8.0,,,,-4.0,,-1.0,,,,,11.0,,,0.0,,,,,-2.0,-6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.26136734859306315,,,,-1.9472591004119124,-0.6735134685693629,,,1.2624781419217883,,,,-0.7522443786047245,,1.268885632049728,,,-0.4643515284067176,-1.640668325042647,,,-0.2217316072335812,,,,-2.225639281910769,,,-0.48629729745436956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.006139592687145799,-0.3357833570861469,,,,,-0.9160307549240434,-1.8374073962539028,,,,-0.9809098487995682,,-0.22528609960982549,,,,,1.60002801095929,,,0.12644484029089845,,,,,-0.8819438765183203,-1.739152600454467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,,,,-1.0,-1.0,,,1.0,,,,-1.0,,1.0,,,1.0,-1.0,,,-1.0,,,,-1.0,,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,-1.0,-1.0,,,,-1.0,,-1.0,,,,,1.0,,,0.0,,,,,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.4545454545454546,-1.0,6.517110346827594,5.228129047119374,-0.5583371420232391,-0.5196180675083232,1.1314122046306279,1.001078848104187,-5.0,-3.0,-0.45454545454545453,-0.3,3,0,8,11,3,1,6,10
429,553188,"This page is new, the result of a move - the page it moved from is now a redirect to <url>, but the history which goes with it is at the page I asked to be deleted. Can you delete the page, while copying the history over to the article?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,3.0,-1.0,,,8.0,,,,-1.0,,2.0,,,3.0,8.0,,,1.0,,,,0.0,,,-1.0,,,,,,,,,4.0,2.0,,,,,0.0,8.0,,,,-1.0,,1.0,,,,,0.0,,,0.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009012667192864247,,,,0.44998837242679424,-0.2644470060640443,,,0.7554065916133461,,,,-0.23788924793482744,,0.2771513354213879,,,-0.04762579778530439,1.4520286991678495,,,0.24756441584331884,,,,-0.21619538205307923,,,-0.3228007922757453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36223596854160345,-0.11501971347702268,,,,,-0.26648167415972174,1.593719412665852,,,,-0.2675208678544277,,0.4183884707039617,,,,,-0.45681273093956065,,,0.12644484029089845,,,,,0.09110990459900004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,1.0,-1.0,,,1.0,,,,-1.0,,1.0,,,1.0,1.0,,,1.0,,,,0.0,,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,0.0,1.0,,,,-1.0,,1.0,,,,,0.0,,,0.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.6666666666666667,3.3166247903554,2.7838821814150108,0.19110853232296002,0.16511817893006475,0.5383013626494707,0.6113106691673037,3.0,4.0,0.2727272727272727,0.4444444444444444,6,2,3,11,5,3,1,9
430,423432,"Sorry, I've moved a number of articles and thought I did it correctly. How is moving done properly without losing the edit history?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,12.0,-1.0,,,9.0,,,,6.0,,8.0,,,3.0,7.0,,,1.0,,,,6.0,,,6.0,,,,,,,,,5.0,12.0,,,,,2.0,5.0,,,,-1.0,,1.0,,,,,3.0,,,1.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.090532730336574,,,,2.2479239770558244,-0.2644470060640443,,,0.9244304417161602,,,,1.5623537094098126,,1.268885632049728,,,-0.04762579778530439,1.2311217688671,,,0.24756441584331884,,,,0.8798649269602061,,,0.8216747439746244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.546423749155978,2.0926167226142196,,,,,0.16655104634982604,0.950383135993398,,,,-0.2675208678544277,,0.4183884707039617,,,,,0.10414383503285317,,,0.3650200106510842,,,,,-0.23324135577344007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,-1.0,,,1.0,,,,1.0,,1.0,,,1.0,1.0,,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,,,-1.0,,1.0,,,,,1.0,,,1.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.545454545454546,3.111111111111111,3.670521389765666,3.9193253387682825,0.9056617765785453,0.4603071940970504,0.7227738661248337,0.7199609368690959,9.0,6.0,0.8181818181818182,0.6666666666666666,10,0,1,11,7,1,1,9
431,323592,"I've just seen your message on my Talk page. Why do you want the disambiguation page to be the one that doesn't say ""disambiguation""?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,,,1.0,,-2.0,,8.0,,,,,-3.0,1.0,,,,,1.0,,,0.0,,,3.0,,,,,0.0,,,,8.0,,,,,0.0,,,-4.0,,0.0,,,,-6.0,,,,2.0,,0.0,,,0.0,,-5.0,,,-5.0,,,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.26136734859306315,,,-0.17778216751512127,,-0.46898023731670363,,0.7141917430341838,,,,,-0.7522443786047245,0.06584640924499979,,,,,-0.09431981293739876,,,0.012916404304868808,,,0.10974251001790983,,,,,-0.036838972552985266,,,,0.8762262903202237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5565470006952711,,,-0.9897655349337614,,-0.26648167415972174,,,,-1.6450736470760365,,,,0.5603546336350237,,-0.6995384904178821,,,-0.2314189318019275,,-1.0664310115100302,,,-1.768670597070923,,,,-0.48412066831522976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,,,1.0,,-1.0,,1.0,,,,,-1.0,1.0,,,,,1.0,,,0.0,,,1.0,,,,,0.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,-1.0,,0.0,,,,-1.0,,,,1.0,,0.0,,,0.0,,-1.0,,,-1.0,,,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4545454545454546,-1.9,3.6156226673599767,2.8067379246694513,-0.0011463236907100645,-0.7147692922345759,0.4680128950988904,0.6923758208460113,3.0,-4.0,0.2727272727272727,-0.4,6,2,3,11,1,4,5,10
432,299306,"Sorry, its not immeadiately obvious why thats a revert. Can you clarify?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,6.0,,6.0,,10.0,,,,,2.0,7.0,,,,,3.0,,,5.0,,,2.0,10.0,,,,4.0,,,,7.0,,,,,5.0,,,1.0,,10.0,,,,9.0,,,,3.0,,4.0,,,7.0,,-1.0,,,3.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3609127461225012,,,0.9222449939846915,,1.1672856127045708,,1.1176899029405023,,,,,0.5336434480700183,1.3004665825887463,,,,,0.34749404766410075,,,1.1861564619971188,,,-0.08958572246359994,1.6105717996357296,,,,1.1272725601213491,,,,0.632830098564606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.54727121735035,,,-0.10017264477426287,,1.8986819283880172,,,,2.210567713258424,,,,0.9470321001200108,,0.3994343646192741,,,0.7868243681265535,,-0.11213033006928728,,,0.5785883658635113,,,,0.08265474824894166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,1.0,,,,,1.0,1.0,,,,,1.0,,,1.0,,,1.0,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,1.0,,,,1.0,,1.0,,,1.0,,-1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.583333333333333,4.3,2.678477631835372,3.497618237219913,0.9347485443275279,0.7238751831131532,0.48675549847781036,0.7881673489060581,12.0,8.0,1.0,0.8,12,0,0,12,9,0,1,10
433,199732,"No more saga! Help me by keeping this page the way it is right now, alright?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.0,,,-4.0,,-6.0,,0.0,,,,,-12.0,-4.0,,,,,-4.0,,,-3.0,,,-10.0,-3.0,,,,-3.0,,,,7.0,,,,,-11.0,,,-11.0,,-3.0,,,,-3.0,,,,-3.0,,3.0,,,-12.0,,-6.0,,,-7.0,,,,-12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.802127380164918,,,-1.277809329014934,,-1.2871131623273409,,-0.8998008965910902,,,,,-3.0668424666192617,-0.9630037352081221,,,,,-1.1988544644411474,,,-0.6910276303104812,,,-2.481524512241717,-0.7642255365597218,,,,-0.909922622058736,,,,0.632830098564606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.9849470803956373,,,-2.2351955811570594,,-0.9160307549240434,,,,-0.8739453750091444,,,,-1.3730326987899117,,0.12469115085998507,,,-1.9769788745364663,,-1.3050061818702159,,,-2.3554853378045313,,,,-2.5622971957171914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,,,-1.0,,-1.0,,0.0,,,,,-1.0,-1.0,,,,,-1.0,,,-1.0,,,-1.0,-1.0,,,,-1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,,,-1.0,,-1.0,,,,-1.0,,,,-1.0,,1.0,,,-1.0,,-1.0,,,-1.0,,,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.75,-6.5,4.712169930567599,5.0387388192769915,-1.142451803081072,-1.6458227929344216,0.919400066363884,0.9456042124690451,-9.0,-8.0,-0.75,-0.8,1,1,10,12,1,0,9,10
434,196952,"While editing the COIN page regarding Ciplex, I accidently broke your sig. Since I don't want any more flame, could you please fix it?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,4.0,,2.0,,2.0,,,,,3.0,4.0,,,,,0.0,,,1.0,,,-4.0,5.0,,,,3.0,,,,8.0,,,,,8.0,,,1.0,,-5.0,,,,3.0,,,,3.0,,11.0,,,-9.0,,3.0,,,2.0,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.549772698764719,,,0.48223412938476645,,0.3491526876939336,,-0.49630273668477176,,,,,0.7908210134049669,0.6831564959168729,,,,,-0.31522674323814853,,,0.24756441584331884,,,-1.2855551173526585,0.6971882087913253,,,,0.8362446769527655,,,,0.8762262903202237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2095621481777226,,,-0.10017264477426287,,-1.349063475433591,,,,0.6683111691246398,,,,0.9470321001200108,,2.3226368609342973,,,-1.5405888888528314,,0.8421703513714557,,,0.285180995496707,,,,1.782980997941456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,1.0,,,,,1.0,1.0,,,,,0.0,,,1.0,,,-1.0,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,-1.0,,,,1.0,,,,1.0,,1.0,,,-1.0,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,2.8,2.9076701075853593,6.37355648144913,0.28460633498310944,0.5068049614105604,0.6598603387546279,1.2385341151859346,9.0,6.0,0.75,0.6,10,1,1,12,8,0,2,10
