Num,Id,Request#,Label1,Label2,Label3
249,144985,"Right, I was demonstrating that one could merge <person> with <person>, that option would not appear on players that were not Dual players. Did anything actually break?#",1,0,0
250,429116,Turkish boys are circumcised they are Muslim's. Why did you delete it?#,0,1,0
251,299277,"I can certainly suggest to Isarig that 3RR is not an entitlement, and that dicussion is often the better approach. Would you like me to try to mediate the Karsh page?#",0,1,0
252,126492,So you're interested in both Amiga computers and BDSM! Are you an atheist too?#,1,1,1
253,623938,"One deleteable article at a time, please. This is a <url> G4; do you agree, and if not, why not?#",0,1,1
254,89281,You just built an article called Fort Fort Mitchel. Did you mean to have two fort's in the title?#,1,0,0
255,898,* <url>: 87/88 Quarterfinal (winfall viktory in the second round against former leader of the <url> <url>)? Is there a misetake?#,1,1,1
256,623275,"Correcting an article to remove mention of something that ''was made up here in Wikipedia'' and does not exist in any formal definition of the article's subject is a furtherance of the <url> policy, not vandalism. Are you interested in knee-jerk reverting, or in actually making your encyclopedia correct and accurate?#",0,1,0
257,211646,how do you know that Yuvan is confirmed for Striker? You indeed referring to the <url> starring Siddharth?#,0,0,0
258,627331,"Incidentally, your username seems familiar. Do you contribute to SPGB-related forums by any chance?#",0,1,0
259,625139,"Up to you - I see myself picking off one or two every now and then but nowhere near the level of work NortyNort is doing now. By the way, I have an open CCI request that I want a second opinion on - could you please help?#",1,1,0
260,622646,Please don't talk like a robot. What harm did it do?#,0,1,0
261,284172,"I'm sorry, but there is no discussion on the talk page that indicates that there was a debate about renaming, so the keep vote stands, I'm afraid. There were nine votes to keep, and only one to merge, so I don't understand how a single vote trumps nine others?#",1,0,1
262,620595,I don't really see that as a problem. If it's a fringe position why not simply state it as such?#,0,1,1
263,477048,"Regarding <url>: <url> seems to say the exact opposite (that links on a dab page should ''not'' be through redirects). The page is at <url>, so shouldn't that be how it's linked on the dab page?#",1,0,0
264,179380,E-mail me at <url> (just get rid of the spaces in between the letters and numbers) whenever you feel like it. By the way are you a member on any Iranian football forums online?#,0,1,0
265,282680,Good idea.... Perhaps though you could also make a list of kings on that page??#,0,0,0
266,580699,"Hi, I think that you do a fantastic job on DELSORT. However, I was just wondering if, when you add to Schools, whether you would be good enough to add them to the appropriate section, please?#",0,0,0
267,479685,"Thanks! By the way, have you sent anything to Maggie since you received the email from the photographer?#",0,1,0
268,534387,"How can I join, by the way? And is there a Welcoming Comittee userbox?#",1,1,1
269,527356,"Do you have "remember me" set in IE? If not are you using the login link?#""o you have "remember me" set in IE? If not are you using the "" you have "remember me" set in IE? If not are you""you have "remember me" set in IE? If n""ou have "remember me" set in""u have "remember me"" have "reme""have",0,0,0
270,544739,"That was awfully quick, considering that it was open for less than 12 hours. Since I must now do them individually, must they be considered "Second Nominations" if I put them up again?#""hat was awfully quick, considering that it w",0,1,0
271,472594,"And, by the way, shouldn't there have to be actual copyright VIOLATIONS (not just a lack of a machine-readable tag) to delete a photograph? Or are we so concerned with making our project bot-friendly that it doesn't matter if we lose really great images in the process?#",0,0,0
272,19879,"I was checking out the article on the Unitarian Society in Fall River that you contributed to, and there's a lot that was wrong. I want to reconcile what you know with what I know so we can get this article right... a little help here?#",0,0,0
273,63922,"Hello <name>! Since you are experienced in ''botovodstvo'', could you help us with the issue <url>?#",0,1,0
274,460482,So it seems we both already know the problems with the current logo and the SVG one. What can I do to help you?#,0,0,0
275,607497,Um. Thanks?#,0,0,1
276,621674,"So ''Junanci'' means "Greeks"? In which language?#""o ''Junanci'' means "Greeks""" ''Juna",0,0,0
277,203939,"If the Russia tricolor is not the flag of the Lokot Autonomy, than what is? Is the flag even available on Wikipedia?#",0,1,0
278,624543,"That's still not the original source, and after searching through a few pages on Flickr, I'm assuming the original is all rights reserved anyway. Can I ask why you believe it is public domain?#",1,1,0
279,573791,It seems <url> has tagged the following baiting articles <url> <url> <url> and <url> with a delete tag out of spite. It there a way to remedy this type of poor behaviour ?#,1,0,1
280,420955,"Wikipedia is not IMDb, which can easily be used (and is more suited) to providing complete soundtrack listings for pretty much every movie ever made. Would you care to address any of the other points I've brought up?#",0,1,0
281,171044,<name> I find this conversation remarkable given that you have twice opted to edit war over referencing format to the detriment of an article's quality in the last 24 hours on <url>. What gives?#,0,1,1
282,622184,I added mention of the river. The info for <url> says the picture was taken in <url>; is that city located on the river?#,0,0,0
283,310105,"I might have just done a wrong revert on this art - what do you think? Small cf Singapores Changi maybe - but, ...?#",0,1,0
284,475927,And <url> targets <url>. Shouldn't it go to <url>?#,0,1,1
285,474362,Where are the actual findings of fact and sanctions in Haiduc's case? Do they need to be tweaked?#,1,0,1
286,478708,"Nice work so far on your rewrite of "The One After the Superbowl". Are you planning on including info about the Diet Coke fiasco?#""ice work so far on your rewrite of "The One After the Superbowl". Are you planning on includi""ce work so far on your rewrite of "The One After the Supe""e work so far on your ",0,1,0
287,621793,"Oh I know, but I think that's a ''problem''. Unless there is some other cat for modem companies?#",0,0,0
288,455392,I'm with you - it really is a friggin' pain that people refuse to read no matter how big you put the text. Should we just maybe remove the source entirely?#,0,0,0
289,97672,"Hmmm, you are basically asking me to think positively despite evidence and knowing that over this issue none good faith on part of some users was showed in past, but ok, letxb4s see how it goes. The question then is: do you consider including the discussions with outside mediation participants that happend on those talk-pages (direktor, for exemple, has been very active and enthusiastic there lately) or only the in-mediation discussions are the ones that count?#",1,1,0
290,625896,Noticed your nice ''<url>'' photograph. Perhaps you were on the Siruvani bird survey ?#,0,1,0
291,237733,"The problem remains that I don't know where to turn to educate myself further on the matter. For instance, where would I find the Tao-Green paper you mention in the article?#",0,1,0
292,266502,I saw that page but was not sure if it had anything to do with any of the articles we are working on? or was this a general issue?#,1,0,0
293,115921,"<name>, you didn't reply to my message and my email. One question: if the church was built after 1700 but later ruin, for instance ruined by Beria order in 30s, can it be considered Contemporary?#",0,0,0
294,249702,"Hi <name> - I've been noticing your sig on WP:CFD... this is probably something you know all about but... you do know about being able to use four tildes (<nowiki>~~~~</nowiki>) to sign, don't you? Or have you done some fancy trick with your signature to stop it linking back to your user page?#",0,1,0
295,431249,Hi. Is there any chance of getting <url> unblocked from making edits on Wikipedia?#,0,1,0
296,620149,"- millions of people are using it to get help our service is free of charge. Since it's a tech support site you can't claim that it's not related to the article either (if you disagree with that just google for "consumer electronics tech support" see who comes first).We are here to server the community - why do you find it so offensive?#"" millions of people are using it to get help our service is free of charge. Since it's a tech support site you can't claim that",0,0,0
297,396161,"Why am I never asked to write a feature. Is it because "I is black"?#""hy am I never",0,0,0
298,628610,"I'm sorry, I'm having trouble understanding your question. Could you try again?#",0,0,0
299,259765,I put plural women because in the storylines it states he falls for Detective Graves. He also hits on another older woman <url> but that wasn't notable enough to include.. is it best to keep it singular?#,0,0,0
300,144711,"So I got rid of it. Have a little faith in my good judgment, okay?#",0,0,0
301,460261,"My edit on <url> was written by me, not copied from a forum. Out of curiousity, which forum copied my post on Wikipedia?",0,0,0
302,625706,"Hi, I made on comment on the image page about this being different than Sbarro3 image. Please... comment?",1,1,1
303,102052,"What you linked to looks good, but what was I supposed to compare it with again? Got a link?",1,0,1
304,513734,"Hi, thanks for moving three of the Brussels municipalities. Could you move <url> to <url> as well?",0,0,0
305,4026,"My question is "Why?" I am doing all the citations correctly and this still appears often. Can anyone tell me what I'm doing wrong?""y question is "Why?" I am doing all the citations correctly and this still appears often. Can anyone tell me what I"" question is "Why?" I am doing all the citations correctly and this still appears often. Can anyone ""question is "Why?" I am doing all the citations correctly and this still appears often""uestion is "Why?" I am doing all the citations correctly and this still a""estion is "Why?" I am doing all the citations correctly and t""stion is "Why?" I am doing all the citations corre""tion is "Why?" I am doing all the citati""ion is "Why?" I am doing all th""on is "Why?" I am doing""n is "Why?" I am"" is "Why?"""is "W""s",0,1,1
306,153974,"Hi, you recently edited that the Independence Hall was once the tallest building in Philadelphia on the <url> article. Do you have any source that supports this?",0,0,0
307,507179,"You may not remember doing this but, you erased a page entitled, Earl Newton. Why did you do it?",0,0,0
308,393977,"Ok. Thank you for clarifying. Could you be more specific as to what you are specifying as "the claim" so that I may find relevant information to refute?""k. Thank you for clarifying. Could you be more specific as to",1,1,0
309,581772,"The review has been up there for something like six weeks, I notice. Think you'll be able to take care of those last couple of things?",0,1,0
310,153809,That user <url> moved <url> page for no reason and I do not understand why it was moved or why a persistent vandalist like this was allowed to move it. Is there anyway at all to get it moved back and that user permanently banned?,0,1,0
311,237529,"Do you mind if you tell me why do you add duplicate links to the article? More specifically, why do you add internal links to the See Also sections when those links are already in the article navbox?",1,0,0
312,553125,"I presume you haven't obliterated them completely, because that would be to be editorialise enormously. Where have you put them instead?",0,1,1
313,407369,"I replied... also, are you watching that page? If so, I will stop bothering you here?",1,0,1
314,507499,"<url> is telling me that your talk page and <url> supposedly both link there, but I can't find them for the life of me. Any ideas?",1,0,0
315,394295,I am not sure why <url> is not just in the article <url> as a straight table. Is there some chance the template might be used on another article?,0,1,0
316,109287,"You are so right, <url> looks to be blatant advertising. Why don't you put it up for <url>?",0,1,0
317,625066,Oosterman is hardly the world's foremost expert on Hyper-Calvinism. Can you cite any scholars or experts who support your thesis?,0,1,1
318,123039,"When creating <url>, I also had to create <url>, <url> and <url>. I was wondering if you could populate them?",0,0,0
319,194790,You recently attached a <nowiki><person></nowiki> tag to an article about an Azeri poet. May I ask why?,0,0,0
320,333023,You may want to look at the nomination. What did you intend to do?,0,0,0
321,98588,The notion that a hunter would kill dozens of birds with a single shot seems outlandish to me. Do you have a reference for this?,0,0,0
322,569261,I have applied to become an admin but no one has voted? Why is this?,0,0,0
323,619638,"Thank you for coming in, reading what is there, and saying what I mean in terms better than what I'm using. What is the next step - doing an official call for opinions?",1,1,0
324,391212,"The link to Sciencedude by Gary Robbins: Obituary of Joel Hedgpeth, which I believe you added, no longer includes the obituary. Can you up-date the link?",0,0,0
325,157481,"Do you have any thoughts on renaming the page to reflect that the notability (and most of the content) is about the labor dispute/takeover, etc. than the company itself?",1,0,0
326,621823,Since you already had the filmography listed I cut some films from the intro which you didn't tell much else about. Are you happy with my changes?,0,1,0
327,563652,"Hi GW.. I was a bit bored today, so I made this: <url>.. What do you think so far?",0,1,0
328,28354,<url> is fooling around with the Rubinstein and Horowitz articles again. Is there a way to get him banned?,0,0,0
329,618622,"Okay - later tonight (I'm a bit busy right now), I'll restore them for... hm. Will three days be long enough for you to copy the information?",1,0,1
330,625120,"Hey, if you took this picture you can release it into the public domain. If not, do you know who took it?",1,0,0
331,196624,I would like to create a few plots. Where can I access the geologic temperature record raw data?,0,1,0
332,39167,"Like most users with their articles screwed over by <url>'s new web facelift, I'm at a lost with <url> being dead. Can you help?",0,0,0
333,489092,"You deleted this, but somehow it still shows up on the parent category's page <url>. Is this normal and/or can you fix this?",0,0,0
334,458314,You know there's no excuse for the edits you're making related to your position at <url>. This has to go to <url>; would you like to make the report?,0,0,0
335,505765,Your bot has ruined the formatting on ref 2 in <url>. Would you care to either call off the bot or suggest an alternate formatting that will work better?,0,0,0
336,530060,"Excellent, thank you! Can you also delete the <url> from en and move hooks from the <url> to <url>?",0,0,0
337,550275,Could you please block me indefinitely. If you can't then what do I need to do to get blocked indefinitely?,0,0,0
338,119849,"I've noticed that you're engaged in several edit wars, with Meliniki, regarding minor alterations to multiple Greek language articles. Perhaps you should consider discussing the changes on Meliniki's <url> instead?",0,1,0
339,325216,"Hello, I and a few others have made many edits to <url>. Do you have any more comments and can you be persuaded to change your vote?",1,0,0
340,513103,"It isn't clear to me that he knew WHO Amorrow was, someone has left a message that will hopefully set him straight. Do you have a link to the blog?",0,0,0
341,426769,"Hi, I hadn't realized that you had made a revert on redirecting this. Could you see my comments on <url>?",0,0,0
342,629553,"No, I said that targetting images merely because of their uploader would be considered wikistalking- I explicitly said I did not want to accuse anyone of anything. Which images do you feel have been tagged incorrectly?",0,0,0
343,157019,You've contributed a lot to Puget Sound area articles. Would you be willing to take a look at the debate I'm having at <url> and do whatever you think is best?,0,0,0
344,476584,Something's still not right with me here. Think you can perform one of those cleanups?,0,1,1
345,216645,"No problem, It was open and shut <url> issue. For your next project can you find something that doesnt make your fanclub at the Wikipedia Review angry?",0,0,0
346,627968,"Hi <name> - this would be a fine article, but its already pretty fleshed out - do you have a specific sub-topic regarding propaganda films that you'd like to write about? Have you found some research about propaganda films that you'd like to synthesize?",0,1,0
347,360251,"On that topic, not every DOS game on Wikipedia has a screenshot. Do you plan on taking any yourself?",1,0,0
348,492399,"Hello - someone moved <url> to a new title with diacritics - and a hyphen, which nobody in the talk page had ever discussed. How does one undo that?",1,0,0
349,549682,"As I wrote above, at first I thought lets keep it, but after I heard some arguments, and when I made analysis of my own, I got to my conclusion. What's yours?",1,1,1
350,66092,"Per <url>, there was an autoblock affecting your editing that has now been lifted. Can you edit freely now?",1,1,0
351,618793,"I am an administrator on this project and my task is to enforce these rules. Now, will you cooperate or will I have to block you?",0,0,0
352,144161,I though it's better like that. Can you revert it?,0,0,0
353,586714,Hmm...it appears to be an infobox at the moment and lacking in any content other than that. Have you done a search for the battle at all?,0,1,0
354,358773,"Hey, did you ever read over the material I laid out for you - content as well as ideas for organization of an article? Any feedback?",1,1,1
355,350274,"When JaGaBot updated the monthly challenge winners on <url>, it stripped the image. Could the bot be fixed to leave the image?",0,0,0
356,550622,"Hi, I noticed on <url> you mentioned its Alexa traffic rank. How do you find out the Alexa traffic rank of something?",0,1,0
357,210924,"In the <url> article, is polar mount correct? It might be improved by a bit more detail about how it works, perhaps?",0,1,0
358,209080,"What exactly are the rules on this page? Can stuff be added without discussion and "consensus"?""hat exactly",1,1,1
359,105723,I noticed your nice improvements to <url>. Are you thinking of merging/redirecting <url> to that article?,0,0,0
360,201885,I thought we had all agreed that the lead is fine as it is. What is the sentence supposed to mean?,0,0,0
361,396333,"Yes, this is a nice illustration. I'd love to have a look of the code; is it possible for you to mail it to me?",0,0,0
362,628721,"Sorry for the slow reply, something I needed to take care of. <url> is restored- if it is mentioned in such <url>, could you please <url> them in the article?",0,0,0
363,519222,"Also, I undid the recent move to Eris, pending some discussion. Maybe you'd like to support/oppose the move?",0,0,0
364,345879,Where did you get the tracklist for the album? Can you please drop me a messafe with the link?,0,0,0
365,79211,Is as usual being overrun with pointless blather. Would you like to set up a subpage to discuss sources?,1,0,1
366,384109,I feel <url> is a personal attack against me. Can you please remove it for me per <url>?,0,0,1
367,446166,I note that you've edited since this was brought up here. Could you please respond?,0,0,1
368,238442,"Yet you did violate <url> and could be blocked right now. If that edit recurred, would you revert it again?",0,0,1
369,607523,"As to our last discussion, you said that <url> wasn't comprehensive enough and didn't show clearly its goal. Do you have any suggesting to improve this template?",0,0,0
370,609847,Can you look at this page <url> and tell me what you think. It has the vandal picture but wasn't edited today?,1,0,1
371,311058,There's an interesting discussion here: <url>. Care to explain?,0,0,0
372,438343,"Hello, I noticed you recently did a lot of work on the ''<url>'' page. I was wondering if you know of the origin of the word "Nassarius" - its etymology/ what is it named after?""ello, I noticed you recently did a lot of work on t",0,0,0
373,279097,Ok I've moved <url> back to <url>. <name> you want to write something on the talk page about the move?,0,0,0
374,155694,"I see you've added <url> to the category "Jewish-Canadians". What is your source for this?"" see you've added <url> to the category "Jewish-""see you",0,0,0
375,460480,"I thought that I should tell you that I created a new SVG version of the Wikipedia logo, located <url>. It has a few problems, could you help me with it?",0,0,0
376,555331,I must be missing something here. Would you mind clarifying for me the nature of your extensive work on <url>?,0,1,0
377,522511,"Alistair, you have only undone the autoblock; you haven't unblocked the account yet. Could you do that, please?",1,1,1
378,221905,I don't know why claim that you reverted vandalism (rv edit summary) when to me they appeared to be good faith edits. What exactly was the vandalism?,0,1,0
379,344970,Do you mean article edits with sock puppets? Could you give me more precise examples?,0,0,0
380,299080,I see that you don't have an account linked to the Wikipedia email. Would you be able to send me a message so that we can talk off Wikipedia?,0,0,0
381,622010,"You are correct that the science is not copyright, but the purpose of the cite is <url>. If I want to check your equation, where should I look?",0,0,0
382,627441,And wasting our time as well. I can only repeat: why don't you do constructive work by adding contents about your beloved Makedonia?,0,0,0
383,526810,"There is a recommendation on the talk page of the "<url>". What do you think of it?""here is a recommendation on the ",0,0,0
384,347262,"I removed that second paragraph entirely, since the information is covered in the article. Do you feel that the lead should be larger?",0,0,0
385,630132,All allegations currently in the article should have sources. Can you indicate which ones do not?,0,0,0
386,50455,I noticed that you have a little note at the top saying your status. How do you do that?,0,0,0
387,353762,Why are capital letters used in the article title ''<url>''? Is this a proper name of a particular proprietary software package?,0,0,0
388,177451,"Are you saying that Scotty was being "hot-headed"? If so, can you please tell us what Scotty did that was "hot-headed"?""re you saying that Scotty was being "hot-headed"? If so, can you please tell us w""e you saying that Scotty was being "hot-head"" you say",1,0,1
389,560871,So how come he can have all types of slandereous links on his wiki page? Don't you think being an admin you should delete them?,0,0,0
390,4767,I noticed you removed Pero Defformero from the list of folk metal bands and artists. What is the problem with this band?,0,1,0
391,225961,"So, now that it's clear there's no moratorium, you now think it's controverial? Can you explain why?",0,0,0
392,563575,<name>- I don't know if you saw my reply on my talk page. Are you interested in being my mentor for the GU De-Ba'athification article?,0,1,0
393,582966,"My user page is semi-protected, and the vandals are blocked. Do you want to semi-protect my talk for me please?",0,1,0
394,344363,pls see my comments on your revert on the talk page. Perhaps you'll consider undoing my revert?,0,0,0
395,417587,"Also - for some reason images on image pages now appear in full size when I view them, rather than more convienient viewing sizes. Do you know how I can fix this?",0,1,0
396,623354,The deletion review page linked above contains all the instructions for requesting a review. Why did you not read these instructions?,0,0,0
397,21885,Interesting illustration on the PrIze law page of a Zeppelin taking a Norwegian vessel as a prize in 1917. I wonder whether you could point me to a source for more information on this incident?,0,0,0
398,369400,"Your comment about "the additions were left intact as a courtesy" sounds a bit strange to me. Maybe you should read <url>?""our comment about "the additions were left intact as a courtesy" sounds a bit strange to me. Maybe you""ur comment about "the additions were left intact as a courtesy" sounds a bit strang""r comment about "the additions were left intact as a courtesy" so"" comment about "the additions were left intact a""comment about "the additions wer""omment about "the""mme",0,1,0
399,611731,"Can I use a manga image colored by myself? There won't be any problems with the lisense, right?",1,1,0
400,17795,"Hello, <name>. Would you weigh in on the above linked discussion regarding an edit you made?",0,0,0
401,579888,"Hi, I saw you protected <url> (<url>, <url>, <url>). In light of their signing to <url>, their <url>, <url>, and <url> <url> <url>, would you mind unprotecting it so I can give it a better treatment?",0,0,0
402,139091,"Hello <name>! If you have time, could you add a <url> infobox (with census data) for <url>?",0,0,0
403,345103,"Why tag for deletion? It was obviously a new user's attempt at creating a disambiguation page, why not clean it up?",0,0,0
404,83428,"Sorry, but i do not find "double torpedo tunnels" to be very good. Can you come up with something better?""orry, but i do not find "double torpedo tunnels" to be very good. Can you come ""rry, but i do not find "double torpedo tunnels" to be ""ry, but i do not find "double ""y, but ",0,1,1
405,193182,"Why the removal of the citation dealing with coriolis? Was the proof not within the citation, or was the citation not considered primary?",1,0,1
406,110401,Have you received the 1972 Encyclopedia of PNG you mentioned during the discussion about <url>? Was there a detailed entry for Dagora?,1,0,0
407,358145,"My page now has a template of "multiple issues", but I have put in several references, and there are links to other pages. What more should I do?""y page now has a template of "multiple issues", but I have put in several references, and there are links to other"" page now has a template of "multiple issues", but I have put in several references,""page now has a template of "multiple issues", but I hav""age now has a template of """",0,0,0
408,624965,Do you feel that you've had success in forming consensus here within your knowledgebase? What do you feel are the underlying reasons behind your current ban from Wikipedia?,0,0,0
409,423536,"And what, may I ask, is ''your'' relationship to Hammersoft? How did you come upon this matter?",0,1,0
410,626949,So far there are four editors on <url> who have called you on your edit-warring. Would you please stop?,0,1,0
411,339977,"I have found a better citation for reference 7, but am not sure how to insert the page number (p. 97 from the book cited). Do you know the right format for this?",0,1,0
412,348668,I noticed you just removed this category from <url> and <url>. Why don't you think they qualify as historical films?,1,0,1
413,39729,"Could you do me a huge favour, but only if you want to, because I know it's a lot to ask. Could you do the Peer Review for ''Loud'' by any chance?",0,0,0
414,578640,"Hi - I noticed the same, and was wondering how you do it! I've been trying to get <url> next to my name by default and I can't seem to manage it... any help?",0,0,0
415,421270,Are you saying that Racepacket attempted to contact Laura's employer? When and where did this happen?,0,1,1
416,252731,"Hey, can you block this moron from editing the IIHF Page? Or what can i do in such cases?",0,0,0
417,621898,You made three other edits to the <url> article on 25 November 2007. Can you explain why?,0,1,1
418,508961,"I hope I am now signed on and you remove the erroneous vandalism report. Don't you think it would be more politic to send a message with a question than to preemptorily declare an edit "vandalism"?"" hope I am ",0,0,0
419,600763,We are working on adding some information regarding the significance of the podcast. Do you have any additional tips on improving out article's quality?,0,0,0
420,621527,I will endeavour to be (cant think of antonyms) non-combative and kind. Will you give me a particular example of what I wrote and what I should have written?,0,0,0
421,39531,Unfortunately the 4chan page you linked to in <url> does not exist now. Can you give a pointer to what is involved?,0,0,0
422,532974,"You removed the border issue coverage in <url>, and your explanation was that it's covered in another article. Where is it covered?",0,0,0
423,339348,"All the images are on the right side, which means they sometime clash and push the text away from itself. Have you considered moving some images to the left to stop this?",0,0,0
424,136176,"Hi, I just couldn't understand <url> ! Could you explain,please ?",0,0,0
425,442925,Why on earth have you deleted the article on the <url>? Can you please undelete it?,0,0,0
426,566998,"He's still at it, and stating that we can't stop him as he has not got a static IP. Can you at least block him for now?",0,0,0
427,626970,"If it's not clear, I am asking for a '''quote from your source''' which supports the statement which you inserted into the article with your reference. Can you please supply a quote?",0,1,0
428,517632,"Are you there? I just posted YAP, Yet Another Plea, on <url>, might you wish to pitch in with something technical or at least magisterial?",0,0,0
429,553188,"This page is new, the result of a move - the page it moved from is now a redirect to <url>, but the history which goes with it is at the page I asked to be deleted. Can you delete the page, while copying the history over to the article?",0,0,0
430,423432,"Sorry, I've moved a number of articles and thought I did it correctly. How is moving done properly without losing the edit history?",0,0,0
431,323592,"I've just seen your message on my Talk page. Why do you want the disambiguation page to be the one that doesn't say "disambiguation"?""'ve just seen yo",0,1,1
432,299306,"Sorry, its not immeadiately obvious why thats a revert. Can you clarify?",0,0,0
433,199732,"No more saga! Help me by keeping this page the way it is right now, alright?",0,0,0
434,196952,"While editing the COIN page regarding Ciplex, I accidently broke your sig. Since I don't want any more flame, could you please fix it?",0,1,0
435,623240,"I'm going to have to say that a "Socionics Institute" is not going to cut it as a reliable source for notability. Can you come up with a third party?""'m going to have to say that a "Socionics Institute" is not going to cut it as a reliable source for notability. Can""m going to have to say that a "Socionics Institute" is not going to cut it as a reli"" going to have to say that a "Socionics Institute" is""going to have to say th",0,1,1
436,619890,I don't see the vandalism. Could you show me where it is?,0,0,0
437,493880,Without information about the source and whether it's a free use or fair use picture it can't be used under the Wikipedia rules. Do you have this information?,0,1,0
438,629786,"And NO Igor, discuss edits with ME please. Are you proposing to discard the mentorship agreement?",0,0,0
439,627434,I see that you have made an edit to another page since posting the request for IP block exemption. Does that mean the block is no longer in force?,0,0,0
440,576930,<url> is currently an orphaned article. Can you find some articles to link to 'Christa Behmenburg''?,0,0,0
441,621082,Why would you doubt that. And for that matter why wouldn't you rewrite it yourself?,0,0,0
442,305475,"Hey, I noticed you protected the article <url> from being recreated. Will you be able to reverse that If I recreate the article with sourced, factual, real world content?",0,0,0
443,620208,I thought I'd asked you nicely on <url> not to make further attempts at getting your point into the article without trying to find consensus. Could you please address my points on the talkpage before having further tries in the article itself?,0,1,1
444,529277,Update is four hours late. Any chance you could post it?,0,1,1
445,288161,I've now supplied a free image on <url> (thanks for motivating me to do so!). Could you perhaps consider your reassessment of the article?,0,0,0
446,607362,"Email checked and responded to. If you can't respond here, could you at least leave me a note to check my email?",0,0,0
447,7122,<url>.. it doesn't really explain what the issue was. Can you word it better?,0,0,0
448,5692,I don't see a connection between the <url> and the <url> articles that would warrant See Also links between the two. Could you explain that to me?,0,0,0
449,397366,"Hi, I reverted vandalism on a couple of your subpages that you transclude in your main userpage. Do you want me to semi-protect them (your subpages) so that it is more difficult for vandals to subtly vandalize you?",0,0,0
450,83786,"OK, I will do that. But probably we should first set the gallery up on commons - do you know anything about editing/creating there?",0,1,0
451,250689,"Third: it's August 31 2010. Please check my userpage for reasons why I really don't feel useful today. Ask another admin, okay?",0,0,0
452,628136,"Okay, how about this... Give me five minutes. I'll list all the images you have uploaded, you tell me where they came from, okay?",0,0,0
453,618911,"Thanks. Aside from rewrites and creations (which I've no mind for), anything in particular you see that I should focus on, or is it going okay?",0,0,0
454,355369,"Right, but not all of it. So can you retrieve it or not?",0,0,0
455,618681,"Also, how does the "revert all edits" function work? Mainly, what do I put in the box for the secondary confirmation?""lso, how does the "revert all edits" function work? Mainly, what do I put in the box for the seco""so, how does the "revert all edits" function work? Mainly, what do I put in th""o, how does the "revert all edits" function work? Mainly, wh"", how does the "revert all edits" function "" how does the "revert all e""how does the",1,0,0
456,397562,Please explain this <url>. Is there a valid reason why this image was removed?,0,0,0
457,530306,Thank you! Could you protect the picture that's live too?,0,0,0
458,619977,"Yeah, and it will still have been the third to pass the full bit string tests, instead of just the byte tests. :) What's the significance of 2042?",0,0,0
459,505413,I notice that you are using a very old version of my monobook script. Have you considered updating it?,1,0,0
460,618990,Reading the guideline again: ''The name of each article (a link to the articles is recommended as well) in which fair use is claimed for the item''. Where does that say I '''need''' a link to the article?,0,0,0
461,522828,"Hello. Since you have contributed to <url> in the past, could you spare a minute to discuss the fate of <url>?",0,0,0
462,298086,Latest version (now on Commons); all placenames included but still needs some tidying up and tweaking. Comments?,1,0,1
463,20833,"<name>, I am completely baffled by this, I don't know where you are coming from or what your complaint is, and you are one of the writers that I most often agree with. Can you explain?",0,0,0
464,141299,"I did notice that some articles linked to the ones I worked on are now missing, which leaves a link hanging. If you're going to delete articles, shouldn't someone clean up these broken links?",0,0,0
465,109807,"Can you please explain what the two fields you added to the table at <url> are supposed to mean? What "reaction"?""an you ple",1,0,1
466,45710,"Your <url> give your first edit as on April 9, 2011. Do you have any other account you have not disclosed yet?",0,0,1
467,476471,The primary meaning is not formatted well here. Care to take a shot at it?,1,1,0
468,626199,Just curious... Where did it come from? Where did you cut and paste it from?,0,0,0
469,264041,I refer you to my last answer about independent sources. Do you have press coverage?,0,0,0
470,234547,"Hey <name>, I added a rationale to why the project was looking to create its own criteria. Could you take a look at it and see if it changes your mind?",0,0,0
471,291911,I see you've given her a code name in <url>. Where did you run across this tidbit?,0,0,0
472,394690,You deleted Ricardo Marinello. What was written in the article?,0,0,0
473,530683,Commons <url> has been at Deletion Requests since July. Can it be closed now?,0,0,1
474,264811,"I.m keen to see your recent abbey article on the main page, but there are no references. Can this be fixed?",0,0,0
475,577309,"I'm somewhat puzzled by your recent edits on the Harper page, which have left two different sets of footnotes. Could you please explain your rationale for the change?",0,1,0
476,542860,Hello? Whom do I speak to to become a <url>?,0,1,1
477,299583,"Hello, <name>. What is your response to my suggestion <url>?",1,1,1
478,383875,As someone who has edited <url> you might be interested to see that it has been suggested for deletion (or some other form of bastardization). Care to join in the discussion?,1,1,1
479,428392,I have an email from the owner of this image that your BOT deleted. Can you please restore this and I can send in the email granting me permission to post?,0,0,0
480,522744,I'm not sure what you mean by pointing out that votes were placed before the version you created. Could you elaborate?,0,1,0
481,494638,"I never received any notification of any deletion proposal, lest I would have contested. Is there any way to find the original proposal and/or artical, or has it just been sent to oblivion?",0,0,0
482,627166,"That sounds fine, but why would you want somebody who knows nothing about the show to write them? If you are informed about it, wouldn't you be a good person to do it?",0,0,0
483,454457,"Hi <name>, I created the page which was deleted which I hoped could have been a stub starting point for building up a better and more detailed article about the organisation. Could you offer some advice on how I could have made it better and have avoided deletion?",0,0,0
484,471521,Have a look at the changes. Do you think they will break anything?,0,0,1
485,98833,"I'm disappointed that your first response here was to revert me without discussion, and to assert a consensus that was not apparent. Before you choose to revert me again, can you ''please'' participate in the discussion at WT:RD?",0,0,0
486,168298,The main article needs a facelift. Do you want to make suggestions?,0,0,0
