Num,Id,Request#,EN_1,EN_2,EN_3,EN_4,EN_5,EN_6,EN_7,EN_8,EN_9,EN_10,EN_11,EN_12,EN_13,EN_14,EN_15,EN_16,EN_17,EN_18,EN_19,EN_20,EN_21,EN_22,EN_23,EN_24,EN_25,EN_26,EN_27,EN_28,EN_29,EN_30,EN_31,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11,CH_12,CH_13,CH_14,CH_15,CH_16,CH_17,CH_18,CH_19,CH_20,CH_21,CH_22,CH_23,EN_1,EN_2,EN_3,EN_4,EN_5,EN_6,EN_7,EN_8,EN_9,EN_10,EN_11,EN_12,EN_13,EN_14,EN_15,EN_16,EN_17,EN_18,EN_19,EN_20,EN_21,EN_22,EN_23,EN_24,EN_25,EN_26,EN_27,EN_28,EN_29,EN_30,EN_31,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11,CH_12,CH_13,CH_14,CH_15,CH_16,CH_17,CH_18,CH_19,CH_20,CH_21,CH_22,CH_23,AVERAGE_SCORES,AVERAGE_EN,AVERAGE_CH
53,84622,<url> shows that Geo Swan has become active and <url> indicates that the problems mentioned at the RfC may be continuing. Would you close the RfC with the drafted summary?#,3,,,-1,,,,10,,,,,,7,1,,,,,,,,,7,5,,,,,,,,2,,,0,,,,-2,,,,,,0,4,,,,,,,,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.925925926,0.935483871,0.913043478
54,137339,"I have looked back in my archives a year, and cannot find the issue concerned - although I certainly remember the name, your account, and the style. Can you give me the relevant link/diff, so I can refresh my memory and be best informed what action might be appropriate?#",6,,,4,,,,5,,,,,,12,3,,,,,,,,,2,6,,,,,,,,1,,,2,,,,-2,,,,,,0,5,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.962962963,1,0.913043478
55,106275,I just sent you an email. Did it work?#,,,0,,,-2,,,,-1,,,,,,9,1,,,,,,,,,0,4,,,,,,,,-2,,,1,,,,-1,,,,,,0,2,,,,,,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,0.851851852,0.870967742,0.826086957
56,13662,"Ah well, if you are going to have such a bizarre flight of fancy as far as to calling it an attack page then perhaps I will remove it. Maybe you should also look at how you interact with others?#",-7,,,-12,,,,-5,,,,,,-3,-4,,,,,,,,,-9,-5,,,,,,,,-4,,,1,,,,-1,,,,,,-1,4,,,,,,,,-1,1,1,-1,1,1,1,-1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,0.62962963,0.548387097,0.739130435
57,89515,"Hi there. Regarding the comment you added <url>, how can this be verified?#",3,,,7,,,,4,,,,,,-1,5,,,,,,,,,4,6,,,,,,,,-1,,,2,,,,-2,,,,,,0,2,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.888888889,0.935483871,0.826086957
58,573934,"Not a whole lot of contrast with the letters now, if you've traversed the link. Maybe a green pattern is just not the right base color, if we are trying to avoid confusing with WP officialstuff?#",5,,,-3,,,,8,,,,,,0,-3,,,,,,,,,2,5,,,,,,,,0,,,1,,,,4,,,,,,0,7,,,,,,,,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.925925926,0.870967742,1
59,297046,I hope this makes my concerns clearer. Perhaps we can work together to resolve them?#,6,,,0,,,,10,,,,,,12,4,,,,,,,,,7,7,,,,,,,,4,,,5,,,,4,,,,,,0,4,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
60,148704,"I'm curious: how do you make those beautiful coats of arms? Do you have a script that generates them from the heraldic descriptions, or do you make them by hand?#",8,,,5,,,,11,,,,,,12,-1,,,,,,,,,9,5,,,,,,,,1,,,2,,,,4,,,,,,0,-4,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,0.925925926,0.935483871,0.913043478
61,622223,"Unfortunately, I have no clue what you mean. Can you point me to a page that has such a feature?#",1,3,,,,,,,-2,,,,,-4,,,,,0,,,,9,,,,,5,,-1,,,,,,,,-3,,,-10,,-6,,,,-3,,,,,,,,1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,-1,1,1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,0.740740741,0.806451613,0.652173913
62,888,Thanks for the heads up. He doesn't know any english?#,-3,8,,,,,,,-2,,,,,,,,,,2,,,,3,,,,,3,,0,,,,,,,,-6,,,1,,-6,,,,1,,,,,,,,-1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0.851851852,0.870967742,0.826086957
63,531742,"I took a quick look and I'm not up to reading through it properly at the moment. :) I'll be back on here tomorrow morning and I'll have a look then, if that's OK?#",5,10,,,,,,,-2,,,,,11,,,,,3,,,,9,,,,,1,,12,,,,,,,,-5,,,7,,5,,,,5,,,,,,,,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.925925926,0.935483871,0.913043478
64,273774,Hi <name> it is taking a while for Longhair to get back to me on a couple of things. Is he on wikibreak or something?#,2,1,,,,,,,-1,,,,,-4,,,,,3,,,,3,,,,,-2,,-4,,,,,,,,-2,,,3,,3,,,,3,,,,,,,,1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.814814815,0.741935484,0.913043478
65,507189,"Deleting Val Klassen's page. I redirected it to the creator's talkpage, wasn't that enough?#",-7,-1,,,,,,,-8,,,,,-1,,,,,-2,,,,-1,,,,,-4,,-5,,,,,,,,-5,,,-12,,-5,,,,-8,,,,,,,,-1,-1,1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,-1,1,-1,1,1,1,1,1,1,1,-1,1,1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,0.555555556,0.483870968,0.652173913
66,509055,I'm afraid I don't entirely understand what you mean. Is there some conflict with using user authorization and the GPL license?#,7,4,,,,,,,-1,,,,,9,,,,,3,,,,3,,,,,4,,10,,,,,,,,7,,,6,,3,,,,2,,,,,,,,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.962962963,0.935483871,1
67,445252,"The policy is tricky - I guess it comes down to whether or not you think the account is going to be disruptive, and whether it is appropriate to guess that ahead of time. On the other hand, looks like another overreaction to <name> in my opinion - what do you think?#",2,6,,,,,,,-5,,,,,0,,,,,2,,,,5,,,,,4,,12,,,,,,,,4,,,3,,3,,,,-2,,,,,,,,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,0.925925926,0.935483871,0.913043478
68,204594,Who???#,,,-9,-6,,,,,,,-3,,,,,-5,,,,,-9,,,,0,,,,,-7,,-4,,,,,,,,-3,,,-7,,-4,,,,-8,,,,,,1,1,-1,-1,1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,1,1,-1,1,1,-1,1,-1,1,1,1,-1,1,1,1,1,1,0.592592593,0.612903226,0.565217391
69,457189,Can you help with this user:<url> I suspect that it is sockpuppet of banned user Bonaparte and he vandalizing various articles related to Romanians and Vlachs. Can we do something about it?#,0,3,,,,,,,1,,,,,1,,,,,1,,,,6,,,,,4,,2,,,,,,,,0,,,0,,-1,,,,3,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0.962962963,1,0.913043478
70,469273,"Is there any reason you keep moving boldface marks? ITN is on my watchlist and you seem to do this quite frequently, yet, as far as I can see, it makes no difference, so I feel compelled to ask if there's any particular reason?#",-11,2,,,,,,,-2,,,,,-6,,,,,-2,,,,-1,,,,,3,,2,,,,,,,,5,,,-2,,1,,,,-9,,,,,,,,-1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,0.740740741,0.677419355,0.826086957
71,192707,"I always thought that even if you need an account to view the info, it was allowed to be used on Wikipedia. Like the Magazine references?#",1,,,,0,,,2,,7,,,,1,-1,,,,,0,,,,,0,,,,0,,,,,0,,3,,,,,0,,-5,,,,,0,,,3,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0.925925926,0.935483871,0.913043478
72,354587,"Sorry, what? Could you be more specific please?#",-1,,,,-2,,,5,,12,,,,3,-3,,,,,-6,,,,,1,,,,-2,,,,,4,,4,,,,,12,,3,,,,,2,,,-3,,,,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,0.777777778,0.677419355,0.913043478
73,134181,"I don't have the full list online, but I do have the 07-08 AJHL record book. Are there any specific seasons or teams you are looking for?#",0,,,,1,,,3,,12,,,,0,3,,,,,0,,,,,5,,,,5,,,,,7,,5,,,,,2,,3,,,,,0,,,4,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
74,627256,How does it feel being wikifamous??#,0,,,,-2,,,6,,12,,,,-1,0,,,,,,,,,,-1,,,,0,,,,,-1,,-4,,,,,-8,,,,,,,0,,,-1,,,,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,1,1,0.740740741,0.806451613,0.652173913
75,292274,You're welcome. What else is peer review for?#,10,,,,-1,,,8,,9,,,,8,9,,,,,-1,,,,,4,,,,-2,,,,,7,,1,,,,,11,,3,,,,,3,,,3,,,,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.888888889,0.806451613,1
76,219928,Why did you remove those German emigrant cases. Shouldn't we include those cases of people who was born in what was then Germany at the time?#,-2,,,,-6,,,-2,,3,,,,-1,-8,,,,,0,,,,,0,,,,-1,,,,,0,,-4,,,,,-10,,3,,,,,-1,,,-1,,,,-1,1,1,1,-1,1,1,-1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,0.62962963,0.612903226,0.652173913
77,394222,just wondering how the chapters were going. you think they are notable enough to have their own article?#,2,,,,-2,,,3,,12,,,,,-7,,,,,0,,,,,-2,,,,5,,,,,-1,,-2,,,,,-7,,-6,,,,,-2,,,-2,,,,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,1,-1,1,-1,1,1,1,1,-1,1,1,-1,1,1,1,0.666666667,0.806451613,0.47826087
78,164799,"What would the recommended sequencing be, then?... Good Article then Feautred Article recommendation?#",-2,,,,0,,,0,,3,,,,0,0,,,,,-1,,,,,-2,,,,1,,,,,-2,,-1,,,,,0,,1,,,,,0,,,-3,,,,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,0.777777778,0.806451613,0.739130435
79,576947,"I noticed you added the Jean Chretien link to the homepage, which is nice, but you didn't put any comment for the changelog and you also didn't bump of the last article, you bumped off the 2nd last article. Why?#",-6,,,,-5,,,-2,,5,,,,-3,-8,,,,,-8,,,,,-2,,,,2,,,,,2,,-3,,,,,-4,,4,,,,,-1,,,-1,,,,-1,1,1,1,-1,1,1,-1,1,1,1,1,1,-1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,0.592592593,0.548387097,0.652173913
80,207737,"In <url>, you removed a cartoon image of Wendy Thomas that had been used in the infobox on her article. I'm not very familiar with the NFCC policy you cite, so I was wondering if you thought that giving a rationale on the image for use in that particular article would bring it up to specs?#",1,,,,7,,,2,,5,,,,1,0,,,,,1,,,,,2,,,,1,,,,,8,,7,,,,,0,,3,,,,,0,,,2,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
81,628231,"Also, 'topological proof'? Isn't 'proof' a bit strong?#",-5,,,,-2,,,-3,,,,,,-3,,,,,2,0,,,,,,0,,-4,1,,,,,,,-1,,,5,,,,-2,,,,-3,,,,-3,,,,-1,1,1,1,-1,1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,-1,1,1,1,0.666666667,0.677419355,0.652173913
82,625715,"When you say you emailed Crystal, do you mean ''Crystal Evans, AKA Country Girl in Girl Authority?'' She was the one who wanted me to recieve the Barnstar?#",-1,,,,-12,,,2,,,,,,-2,,,,,3,3,,,,,,3,,-2,1,,,,,,,-1,,,-2,,,,0,,,,-5,,,,0,,,,-1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,0.740740741,0.741935484,0.739130435
83,153143,I seem to have stuffed up creating 4 April 2009 very badly. Can you help?#,-11,,,,12,,,3,,,,,,4,,,,,7,2,,,,,,-3,,0,4,,,,,,,-1,,,2,,,,-4,,,,0,,,,0,,,,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0.851851852,0.870967742,0.826086957
84,414976,"Hello. Regarding <url>, could you tell me what supports this being a free image?#",12,,,,7,,,3,,,,,,7,,,,,12,3,,,,,,1,,7,7,,,,,,,0,,,2,,,,1,,,,0,,,,-8,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,0.962962963,1,0.913043478
85,234380,"Yes, I do have the Family Guy DVD collection, Volume 1, Seasons 1&2. What's up?#",4,,,,-3,,,-6,,,,,,5,,,,,11,3,,,,,,4,,8,1,,,,,,,-1,,,4,,,,0,,,,-3,,,,-9,,,,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,0.814814815,0.870967742,0.739130435
86,137251,"An editor you recently blocked for a week, <url>, is now editing the same articles and topics under an IP account <url>. Is this allowed or should it just be ignored?#",10,,,,4,,,3,,,,,,2,,,,,8,-1,,,,,,4,,-1,1,,,,,,,5,,,2,,,,0,,,,0,,,,3,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.925925926,0.870967742,1
87,627674,"I agree, and that is something that I have believed to be the case for a few weeks now, but <name> won't let me make any significant changes that would result as such. So has it been propsed that the material be merged?#",9,,,,7,,,-2,,,,,,1,,,,,10,6,,,,,,4,,6,6,,,,,,,7,,,2,,,,-10,,,,1,,,,6,,,,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0.925925926,0.935483871,0.913043478
88,476597,I'm confused: what did you do? And how did you delete it twice without restoring it in between?#,-11,,,,3,,,-4,,,,,,0,,,,,9,-4,,,,,,5,,1,3,,,,,,,-1,,,-4,,,,-6,,,,-3,,,,-5,,,,-1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,-1,1,1,1,-1,1,1,1,-1,1,1,1,0.703703704,0.806451613,0.565217391
89,516456,<url>. What do you think should be done?#,-1,,,,3,,,0,,,,,,0,,,,,12,-1,,,,,,4,,0,9,,,,,,,4,,,-3,,,,-8,,,,0,,,,0,,,,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,0.851851852,0.870967742,0.826086957
90,544688,"This would make a great addition to DYK, you know. (<url> :) It's just under a thousand wordsu2014maybe more of your thesis would like to make it onto WP?#",12,,,6,,,,,,-1,,,,,6,2,,,,,,2,,9,7,,,,,,,2,,,3,,,,4,,,,0,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.962962963,0.935483871,1
91,172545,Iulius! Could you provide exact reference of article u017dirmu016bnai part ''Demographics'' ethnicity composition?#,1,,,,,,2,,,,,0,,,0,,,,,5,,,,1,2,,,,,,,,2,2,,,,,3,,,,,,-3,,,,,,-6,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,1,1,1,0.925925926,1,0.826086957
92,71974,The race was advertised and billed as the 100th Indy 500. Are you saying the promoters and Indycar are liars?#,-5,,,,,-9,-6,,,,,-3,,,-3,,,,,-10,,,,-5,-3,,,,,,,,0,-2,,,,,-5,,,,,,-12,-6,,,,,-6,,,,-1,1,1,1,1,-1,-1,1,1,1,1,-1,1,1,-1,1,1,1,1,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,-1,-1,1,1,1,1,-1,1,1,1,0.518518519,0.483870968,0.565217391
93,447985,"As a timid Wikipedia end-user who never makes more than a rare grammatical or spelling edit, learning the history to be found on this talk page and Kate's userpage history makes me sad. Why is it that so many communities change the way they do as the size of the project they revolve around increases..?#",-1,,,,,0,5,,,,,-3,,,0,,,,,6,,,,-2,6,,,,,,,,5,-1,,,,,0,,,,,,0,4,,,,,0,,,,-1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.851851852,0.806451613,0.913043478
94,537248,Title says it all.<url> I dont have time to put up a page... but might I suggest <url>?#,2,,,,,-12,-3,,,,,-2,,,2,,,,,0,,,,-3,0,,,,,,,,3,0,,,,,3,,,,,,3,4,,,,,-1,,,,1,1,1,1,1,-1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,0.814814815,0.741935484,0.913043478
95,6478,Thanks. Do you happen to know if the postcard was origianlly published in Japan?#,3,,,,,3,6,,,,,7,,,4,,,,,8,,,,8,8,,,,,,,,2,10,,,,,6,,,,,,9,3,,,,,6,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
96,13280,"Sorry, but which talk page? I came across the graphic at <url> - is there another?#",3,,,,,-1,6,,,,,3,,,4,,,,,10,,,,7,5,,,,,,,,0,4,,,,,7,,,,,,0,5,,,,,3,,,,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.962962963,0.935483871,1
97,599609,So....what's up with this article? Is it a joke?#,-8,,,,,-12,-5,,,,,-7,,,-5,,,,,-8,,,,-6,-5,,,,,,,,0,-1,,,,,-6,,,,,,-6,-11,,,,,-8,,,,-1,1,1,1,1,-1,-1,1,1,1,1,-1,1,1,-1,1,1,1,1,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,-1,-1,1,1,1,1,-1,1,1,1,0.518518519,0.483870968,0.565217391
98,532224,The content has recently been added to <url>. Would you consider changing your vote to delete?#,5,,,,,10,-2,,,,,0,,,6,,,,,-1,,,,4,7,,,,,,,,2,2,,,,,3,,,,,,9,4,,,,,0,,,,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.925925926,0.870967742,1
99,629673,No problem. Have you heard anything new about HRE?#,5,,,,,6,5,,,,,5,,,5,,,,,10,,,,4,7,,,,,,,,1,4,,,,,6,,,,,,9,4,,,,,3,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,334732,"Again samething with the second site, again outside of taking they're word for it how do we know they are are right. What is your opinion on the 2 logos in the forum discussion think they were made up?#",4,,,,,-6,2,,,,,-2,,,0,,,,,-11,,,,5,-1,,,,,,,,0,0,,,,,0,,,,,,-8,-7,,,,,0,,,,1,1,1,1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,0.777777778,0.741935484,0.826086957
101,626770,"Your poorly written, bizarre comment makes no sense, since all of my edits in the Al Franken article conform to wikipedia's NPOV policy. What are you talking about?#",-9,,,,,,,,,-11,,,-12,-12,,,,,,-12,-10,,,,,,-6,,,,,0,,,,-11,,,-12,,,,,,-12,,,-10,,-5,,,,,-1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,1,1,1,1,1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,-1,1,1,-1,1,-1,1,1,1,1,0.555555556,0.548387097,0.565217391
102,459747,Howdy Resolute. Is <url> for real?#,-6,,,,,,,,,-5,,,6,-12,,,,,,4,4,,,,,,-7,,,,,6,,,,0,,,-3,,,,,,0,,,-1,,3,,,,,-1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,0.777777778,0.741935484,0.826086957
103,102225,"I just reverted your addition of a fossil range template to <url>, because with only an arrow at the very right it didn't seem to add much useful information. Perhaps we could make a separate template to show only the Cenozoic or so, which would allow us to show more detail in these fossil ranges?#",7,,,,,,,,,8,,,1,-2,,,,,,3,4,,,,,,4,,,,,-6,,,,3,,,5,,,,,,12,,,3,,6,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.925925926,0.935483871,0.913043478
104,399040,That's making the fundamental assertion that the second source is reliable. Can you prove that it is?#,1,,,,,,,,,-2,,,0,-3,,,,,,-5,0,,,,,,0,,,,,4,,,,-1,,,3,,,,,,6,,,-1,,0,,,,,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,0.814814815,0.806451613,0.826086957
105,620486,? What?#,,,,-3,,,,,,,,,-6,,,-5,-12,,,,,,-9,-2,,,,,,-9,,,,,-10,,,,-2,,,-12,,,,,,-9,,,-3,,0,,1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,1,1,1,1,1,-1,-1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,-1,1,1,-1,1,1,1,1,1,-1,1,1,-1,1,1,1,0.555555556,0.548387097,0.565217391
