Community,Num,Num,Id,,
Wikipedia,126,726,502806,What was your aim with &lt;url&gt;? have you abandoned it?,What was your aim with <url>? have you abandoned it?
Wikipedia,127,727,625941,"I'm not seeing a problem, a few minor formatting issues. What specifically did you think was weird?","I'm not seeing a problem, a few minor formatting issues. What specifically did you think was weird?"
Wikipedia,128,728,406045,"Well, you leaved me also curious. Why was it not appropriate?","Well, you leaved me also curious. Why was it not appropriate?"
Wikipedia,129,729,630774,"You seem to have plenty of time to discuss, why don't you try to educate &lt;url&gt; ? Maybe he needs this more than me ?","You seem to have plenty of time to discuss, why don't you try to educate <url> ? Maybe he needs this more than me ?"
Wikipedia,130,730,619425,"no problem. ic an hit it up through preferences seciton, right?","no problem. ic an hit it up through preferences seciton, right?"
Wikipedia,131,731,203810,"My problem is that the Style Guide for cities causes several topics for this small village to be repeated somewhat, especially the railroad, Gas Boom, and stockyard. Any thoughts on this article's organization?","My problem is that the Style Guide for cities causes several topics for this small village to be repeated somewhat, especially the railroad, Gas Boom, and stockyard. Any thoughts on this article's organization?"
Wikipedia,132,732,288788,Why revert? Shouldn't it be included somewhere in the discography?,Why revert? Shouldn't it be included somewhere in the discography?
Wikipedia,133,733,600446,I agree that '''Pack''' need some work. Is there an appropriate way to flag it for some attention?,I agree that '''Pack''' need some work. Is there an appropriate way to flag it for some attention?
Wikipedia,134,734,83698,I would load them into commons. How do I do that?,I would load them into commons. How do I do that?
Wikipedia,135,735,143271,"Now that I thought we had this figured out as clean and simple, but Google has expanded their street view to the south end of Smith-Dorrien Trail which shows a sign naming it Trail&lt;url&gt; rather than Spray Lakes Road. What do we do if there is a contradiction between a reliable map (the Canmore map) and actual signage?","Now that I thought we had this figured out as clean and simple, but Google has expanded their street view to the south end of Smith-Dorrien Trail which shows a sign naming it Trail<url> rather than Spray Lakes Road. What do we do if there is a contradiction between a reliable map (the Canmore map) and actual signage?"
Wikipedia,136,736,243756,"Was working, so no. You?","Was working, so no. You?"
Wikipedia,137,737,627801,"Just saw your message on &lt;url&gt;. Shall I carry on the review, or shall I wait for a cue from your side when you're ready to carry on?","Just saw your message on <url>. Shall I carry on the review, or shall I wait for a cue from your side when you're ready to carry on?"
Wikipedia,138,738,243621,"Hi, I found two sources which state that &lt;url&gt; was still married and when she moved to Harlem with her Husband. Do you have any sources to the contrary?","Hi, I found two sources which state that <url> was still married and when she moved to Harlem with her Husband. Do you have any sources to the contrary?"
Wikipedia,139,739,104082,Hello-I think you know more about &lt;url&gt; than I do. Want to check it?,Hello-I think you know more about <url> than I do. Want to check it?
Wikipedia,140,740,619750,Merci. Now do you have any idea to solve discrepancy in &lt;url&gt; ?,Merci. Now do you have any idea to solve discrepancy in <url> ?
Wikipedia,141,741,314969,"I see &lt;url&gt; some &lt;person&gt; tags to the &lt;url&gt; page. Is there something in particular you feel needs citation, or did the article just look generally reference-sparse?","I see <url> some <person> tags to the <url> page. Is there something in particular you feel needs citation, or did the article just look generally reference-sparse?"
Wikipedia,142,742,73573,Sorry??? Which comment are you referring to?,Sorry??? Which comment are you referring to?
Wikipedia,143,743,408050,Wait. I've never edited that page?,Wait. I've never edited that page?
Wikipedia,144,744,473173,"If it can wait until tomorrow, I'll look then. Could you provide diffs to the two threads?","If it can wait until tomorrow, I'll look then. Could you provide diffs to the two threads?"
Wikipedia,145,745,625364,"We already list Latvia, Lithuania and Estonia separately. Along with Belarus and Ukraine, that doesn't leave much of the USSR that was occupied, does it?","We already list Latvia, Lithuania and Estonia separately. Along with Belarus and Ukraine, that doesn't leave much of the USSR that was occupied, does it?"
Wikipedia,146,746,614895,Your contributions show no edits to any Request for Comment's. Could you provide a link?,Your contributions show no edits to any Request for Comment's. Could you provide a link?
Wikipedia,147,747,624693,"Ok! First things first, is there anything in particular you would like me to help you out with?","Ok! First things first, is there anything in particular you would like me to help you out with?"
Wikipedia,148,748,220676,I bow to your superior knowledge of Irish :-) One question - the Irish Wikipedia is called Vikipedia? How so - there's no 'v' in the Irish alphabet?,I bow to your superior knowledge of Irish :-) One question - the Irish Wikipedia is called Vikipedia? How so - there's no 'v' in the Irish alphabet?
Wikipedia,149,749,451388,Thanks for clean-up of the secret talkpage colourer-inner. Aren't people odd?,Thanks for clean-up of the secret talkpage colourer-inner. Aren't people odd?
Wikipedia,150,750,622230,"Currently, &lt;url&gt; is a subcategory of &lt;url&gt;. What would you suggest doing about this?","Currently, <url> is a subcategory of <url>. What would you suggest doing about this?"
Wikipedia,151,751,366090,"I'm getting a ""Metronome: q = 120"", but I've been in touch with them and they say they're in the process of fixing it. it IS 120, but should it be left out until there's no difference?","I'm getting a ""Metronome: q = 120"", but I've been in touch with them and they say they're in the process of fixing it. it IS 120, but should it be left out until there's no difference?"
Wikipedia,152,752,392182,As far as I know MathSci has not edited any race related articles. If you think he is breaking his promise perhaps you should bring it up with him?,As far as I know MathSci has not edited any race related articles. If you think he is breaking his promise perhaps you should bring it up with him?
Wikipedia,153,753,491061,"I have put another warning on &lt;url&gt; with full details of the vandalism. Can this be reported to London Grid, please?","I have put another warning on <url> with full details of the vandalism. Can this be reported to London Grid, please?"
Wikipedia,154,754,508767,"Hi, just noticed you reverted this page back to its pre-COPYVIO state. Any reason you didn't use the content at &lt;url&gt;?","Hi, just noticed you reverted this page back to its pre-COPYVIO state. Any reason you didn't use the content at <url>?"
Wikipedia,155,755,623377,"Sorry, no clue. The help desk wasn't helpful, huh?","Sorry, no clue. The help desk wasn't helpful, huh?"
Wikipedia,156,756,389209,I thought I had explained it pretty clearly. What part did you disagree with?,I thought I had explained it pretty clearly. What part did you disagree with?
Wikipedia,157,757,333431,"On second thought, the mix of pseudo-politeness, vulgarity and threats is...really creepy. Could ya...stop?","On second thought, the mix of pseudo-politeness, vulgarity and threats is...really creepy. Could ya...stop?"
Wikipedia,158,758,461888,"Yes, sorry I didn't see the discussion. How about moving it to a subpage of &lt;url&gt;, say &lt;url&gt;?","Yes, sorry I didn't see the discussion. How about moving it to a subpage of <url>, say <url>?"
Wikipedia,159,759,251234,I notice you occasionally use that remark in your edit summaries. I understand simple stuff like r and c. What does awai stand for?,I notice you occasionally use that remark in your edit summaries. I understand simple stuff like r and c. What does awai stand for?
Wikipedia,160,760,336941,"Thanks for your note, Tom. As a matter of interest, how could you know who someone is based on the IP address?","Thanks for your note, Tom. As a matter of interest, how could you know who someone is based on the IP address?"
Wikipedia,161,761,619228,"""Oh, that"", eh? So, you ''wrongly accused me of making death threats'', and that's all you have to say for yourself?","""Oh, that"", eh? So, you ''wrongly accused me of making death threats'', and that's all you have to say for yourself?"
Wikipedia,162,762,187616,Hi. Did you read the e-mail I sent to you last week?,Hi. Did you read the e-mail I sent to you last week?
Wikipedia,163,763,265472,"I noticed you made many edits to India-related articles, and I was just wondering if you were Indian? If you are, where do you live?","I noticed you made many edits to India-related articles, and I was just wondering if you were Indian? If you are, where do you live?"
Wikipedia,164,764,620147,"So you haven't found a flaw in any of their ideas themselves? As regards your other comment, are you saying that all Muslims are equally capable of finding out the truth about Islam?","So you haven't found a flaw in any of their ideas themselves? As regards your other comment, are you saying that all Muslims are equally capable of finding out the truth about Islam?"
Wikipedia,165,765,336645,"The image is only used on ONE page - the site of the film. What is the problem here, and how does it violate wikipedia policy?","The image is only used on ONE page - the site of the film. What is the problem here, and how does it violate wikipedia policy?"
Wikipedia,166,766,340194,I've started looking at this article as you asked and inevitably I've got a few questions. Would you prefer me to list them here or on the article's talk page?,I've started looking at this article as you asked and inevitably I've got a few questions. Would you prefer me to list them here or on the article's talk page?
Wikipedia,167,767,397166,Do I get a reference to my comment? Show me where I refuse to provide evidence backing up my changes?,Do I get a reference to my comment? Show me where I refuse to provide evidence backing up my changes?
Wikipedia,168,768,276582,I see you've created the page &lt;url&gt;. Are you by any chance related to the Hondo Hurricane?,I see you've created the page <url>. Are you by any chance related to the Hondo Hurricane?
Wikipedia,169,769,468308,"Thanks for telling me. Do you just perform the rename, and I then re-create the account to take it for myself?","Thanks for telling me. Do you just perform the rename, and I then re-create the account to take it for myself?"
Wikipedia,170,770,581650,"I just checked several of the most important Russian writers and painters and was shocked to see that some very important ones (and also well-known in the Western world) are as yet not in scope of the Biographies Project (think &lt;url&gt;, &lt;url&gt;, &lt;url&gt;, &lt;url&gt;, &lt;url&gt; and &lt;url&gt;). Which raises the question, how many more important persons are not in scope?","I just checked several of the most important Russian writers and painters and was shocked to see that some very important ones (and also well-known in the Western world) are as yet not in scope of the Biographies Project (think <url>, <url>, <url>, <url>, <url> and <url>). Which raises the question, how many more important persons are not in scope?"
Wikipedia,171,771,521601,I've been saying it has to win that award for a few weeks :) I'd be very shocked if it didn't win. Who hands out that particular award?,I've been saying it has to win that award for a few weeks :) I'd be very shocked if it didn't win. Who hands out that particular award?
Wikipedia,172,772,55859,Thank you for reverting vandalism on my page. How did you catch it so fast?,Thank you for reverting vandalism on my page. How did you catch it so fast?
Wikipedia,173,773,160238,I have made a Ukrainian version. Were would you like me to email it to?,I have made a Ukrainian version. Were would you like me to email it to?
Wikipedia,174,774,344279,&lt;url&gt; Am I missing something?,<url> Am I missing something?
Wikipedia,175,775,619047,LOL what did he say in the press???,LOL what did he say in the press???
Wikipedia,176,776,623156,"If the procedure for Article for Deletion/copyvio is the same, that could certainly be possible. Can you please provide a link to the appropriate pages/templates in that language?","If the procedure for Article for Deletion/copyvio is the same, that could certainly be possible. Can you please provide a link to the appropriate pages/templates in that language?"
Wikipedia,177,777,515371,I don't recall. Is there something there that could damage my computer?,I don't recall. Is there something there that could damage my computer?
Wikipedia,178,778,625975,&lt;name&gt; I still don~t understand. Are you saying Antonio Rumeu de Armas is a primary source BUT Samuel Elliot Morison is not a primary source?,<name> I still don~t understand. Are you saying Antonio Rumeu de Armas is a primary source BUT Samuel Elliot Morison is not a primary source?
Wikipedia,179,779,628881,What do you mean? How am I supposed to vindicate myself of this ridiculous accusation?,What do you mean? How am I supposed to vindicate myself of this ridiculous accusation?
Wikipedia,180,780,428651,"Yes, I can vouch for &lt;url&gt; since she taught me when I was doing my undergrad! :) Have all these been restored?","Yes, I can vouch for <url> since she taught me when I was doing my undergrad! :) Have all these been restored?"
Wikipedia,181,781,192825,"&lt;name&gt; told me it with the reasons of what I put in my edit summary, so if you need a better explanation ask him. I left Billboard Hot 100 as Billboard Hot 100 because that's the exact name of the chart?","<name> told me it with the reasons of what I put in my edit summary, so if you need a better explanation ask him. I left Billboard Hot 100 as Billboard Hot 100 because that's the exact name of the chart?"
Wikipedia,182,782,348100,"Hi, I'm new to RC patrol, and I was wondering how you do the 'reverted edits by X to version by Y' edit summary. Is there a shortcut to reverting an edit?","Hi, I'm new to RC patrol, and I was wondering how you do the 'reverted edits by X to version by Y' edit summary. Is there a shortcut to reverting an edit?"
Wikipedia,183,783,72875,"You are being very insulting on &lt;url&gt;. Can't you just trust the strength of your arguments, instead of insulting people who are doing their best to help improve Wikipedia?","You are being very insulting on <url>. Can't you just trust the strength of your arguments, instead of insulting people who are doing their best to help improve Wikipedia?"
Wikipedia,184,784,625513,"Unfortunetally, I have no experiance with this kind of thing, nor have the program you discribed. Maybe we should find a user that can?","Unfortunetally, I have no experiance with this kind of thing, nor have the program you discribed. Maybe we should find a user that can?"
Wikipedia,185,785,3362,"I've created &lt;url&gt;, which I expected to be a 3-line stub - amazing what these little lumps of rock have to say for themselves. Could you provide a translation of the name?","I've created <url>, which I expected to be a 3-line stub - amazing what these little lumps of rock have to say for themselves. Could you provide a translation of the name?"
Wikipedia,186,786,414652,"I see you ended the Article for Deletion on &lt;url&gt; and removed the tag. Will you remove it on the other two articles that were proposed along with it, &lt;url&gt; and &lt;url&gt;?","I see you ended the Article for Deletion on <url> and removed the tag. Will you remove it on the other two articles that were proposed along with it, <url> and <url>?"
Wikipedia,187,787,28653,One other question I have is that the ''Wikipedia'' article states that his 1968 paper had been first rejected by American publications before it was accepted by the British one. Would you happen to know why?,One other question I have is that the ''Wikipedia'' article states that his 1968 paper had been first rejected by American publications before it was accepted by the British one. Would you happen to know why?
Wikipedia,188,788,221030,"On another note, I'm going to assume that you were the one who also added ridership data for various LIRR stations, am I correct? If so, could you kindly point me towards your source?","On another note, I'm going to assume that you were the one who also added ridership data for various LIRR stations, am I correct? If so, could you kindly point me towards your source?"
Wikipedia,189,789,367423,I'm afraid I don't understand what you are asking. Could you perhaps try to explain it in another way?,I'm afraid I don't understand what you are asking. Could you perhaps try to explain it in another way?
Wikipedia,190,790,277958,"In what way do the GMTV images, such as &lt;url&gt;, conform with the guidelines at &lt;url&gt;? Where is the statement on the website saying that it is a press kit, and the images can be reproduced?","In what way do the GMTV images, such as <url>, conform with the guidelines at <url>? Where is the statement on the website saying that it is a press kit, and the images can be reproduced?"
Wikipedia,191,791,621651,It just doesn't make sense (to me) that we use a manga spelling for one name but a Simmons' spelling for another. Can't we just go along with Simmons on this one?,It just doesn't make sense (to me) that we use a manga spelling for one name but a Simmons' spelling for another. Can't we just go along with Simmons on this one?
Wikipedia,192,792,63171,Any idea what happened here &lt;url&gt;? Buffer overflow because my comment was too long?,Any idea what happened here <url>? Buffer overflow because my comment was too long?
Wikipedia,193,793,454188,"&lt;person&gt; - sorry about that, those situations are confusing. Maybe Twinkle uses, or behaves like, rollback?","<person> - sorry about that, those situations are confusing. Maybe Twinkle uses, or behaves like, rollback?"
Wikipedia,194,794,143501,I'm see about the new Version 0.7 - which stated should FINALLY be published soon... When the exact date it published? Is there anything that I can help?,I'm see about the new Version 0.7 - which stated should FINALLY be published soon... When the exact date it published? Is there anything that I can help?
Wikipedia,195,795,135767,yeah that's what I mean. how do i get the .ogg file from Audacity into the actual article?,yeah that's what I mean. how do i get the .ogg file from Audacity into the actual article?
Wikipedia,196,796,590458,"Ok, that's no problem. Can you recommend any other users who would be able to train me?","Ok, that's no problem. Can you recommend any other users who would be able to train me?"
Wikipedia,197,797,133738,"So your argument is that as long as you follow the ""rules,"" nothing else should matter? That if it's legal it's OK?","So your argument is that as long as you follow the ""rules,"" nothing else should matter? That if it's legal it's OK?"
Wikipedia,198,798,174625,I'm wondering why you've removed this category from &lt;url&gt;'s page? Is he no longer part of the council?,I'm wondering why you've removed this category from <url>'s page? Is he no longer part of the council?
Wikipedia,199,799,98675,"Hi, &lt;name&gt; Do you want to participate in &lt;url&gt;?","Hi, <name> Do you want to participate in <url>?"
Wikipedia,200,800,411440,"Thanks, but I've already read those essays. Did you have anything to say yourself, personally?","Thanks, but I've already read those essays. Did you have anything to say yourself, personally?"
Wikipedia,201,801,421459,"I'm loathe to come running to an admin, but &lt;name&gt; is just making the same edits that I had undone before and made objection to on the talk page without any attempt to address the previous objections on the talk page. Now what?","I'm loathe to come running to an admin, but <name> is just making the same edits that I had undone before and made objection to on the talk page without any attempt to address the previous objections on the talk page. Now what?"
Wikipedia,202,802,108642,"Apologies again, though. If I tell a fart joke, will you forgive me?","Apologies again, though. If I tell a fart joke, will you forgive me?"
Wikipedia,203,803,619971,That's a good idea. What about army and corps HQs though?,That's a good idea. What about army and corps HQs though?
Wikipedia,204,804,483027,"I have an e-mail set up in wikipedia, but I normally keep it disabled. Are you online right now?","I have an e-mail set up in wikipedia, but I normally keep it disabled. Are you online right now?"
Wikipedia,205,805,278494,"I very much disagree that the article that was deleted was advertising; I have never bought anything from his store as a matter of fact, but I do know that his is one of the most used online Judaica shops out there. What can I do to make the article acceptable?","I very much disagree that the article that was deleted was advertising; I have never bought anything from his store as a matter of fact, but I do know that his is one of the most used online Judaica shops out there. What can I do to make the article acceptable?"
Wikipedia,206,806,213314,"What, you are saying that nothing published at mises.org is a reliable source? What is your basis for asserting that?","What, you are saying that nothing published at mises.org is a reliable source? What is your basis for asserting that?"
Wikipedia,207,807,451556,"Here's my current warning to him: &lt;url&gt;, and the diff&lt;url&gt;, which also included adding lengthy honorifics to Barelvi scholars. Do we need to see more of a this-week pattern of POV-pushing and hate-speech, or can he be blocked for clear and consistent malicious intent?","Here's my current warning to him: <url>, and the diff<url>, which also included adding lengthy honorifics to Barelvi scholars. Do we need to see more of a this-week pattern of POV-pushing and hate-speech, or can he be blocked for clear and consistent malicious intent?"
Wikipedia,208,808,117167,"I did notice your initial post to my talk page, but five minutes later it was removed by &lt;url&gt;. Is this a shared IP address?","I did notice your initial post to my talk page, but five minutes later it was removed by <url>. Is this a shared IP address?"
Wikipedia,209,809,624756,I know what the band Rush is. I'm just wondering if you were joking or didn't know the user was referring to Rush Limbaugh?,I know what the band Rush is. I'm just wondering if you were joking or didn't know the user was referring to Rush Limbaugh?
Wikipedia,210,810,244209,Thank you. So what did I do to earn the tea?,Thank you. So what did I do to earn the tea?
Wikipedia,211,811,627165,"I'm not finding the name change request at &lt;url&gt;, nor does there appear to be such an edit under the ""Rogerboas"" account name. Did you posti t while logged out, perhaps?","I'm not finding the name change request at <url>, nor does there appear to be such an edit under the ""Rogerboas"" account name. Did you posti t while logged out, perhaps?"
Wikipedia,212,812,620101,"I see your point, but my real issue was wanting to add the 'too much trivia' tag as all these 'minor aspects' need to be integrated into the relevant sections (I'll have a go myself if I get time). Isn't it possible to create a 'pop culture references' section and then siphon it off into a separate page when it gets too big?","I see your point, but my real issue was wanting to add the 'too much trivia' tag as all these 'minor aspects' need to be integrated into the relevant sections (I'll have a go myself if I get time). Isn't it possible to create a 'pop culture references' section and then siphon it off into a separate page when it gets too big?"
Wikipedia,213,813,125408,"How about saying that the fastest flow is near the deepest part of the channel, and that in most meanders this is near the outer bank? What do you think?","How about saying that the fastest flow is near the deepest part of the channel, and that in most meanders this is near the outer bank? What do you think?"
Wikipedia,214,814,150081,"One thing I noticed though is that the letter rows (""0-9"", ""A"", etc) look a bit strange when the table is sorted using a non-alphabetic criteria. Do you think we need them at all?","One thing I noticed though is that the letter rows (""0-9"", ""A"", etc) look a bit strange when the table is sorted using a non-alphabetic criteria. Do you think we need them at all?"
Wikipedia,215,815,622981,That incident is already mentioned in the &lt;url&gt;. Why do you insist on redundantly adding it?,That incident is already mentioned in the <url>. Why do you insist on redundantly adding it?
Wikipedia,216,816,454482,"Owing to your status as an active wikipedian, I'm not yet reverting your edit to this article. But what sense is it to move his birth location from the birthdate position in line one, to the top of (a newly formed) paragraph 2 which then (continues from the former paragraph 1 subject) takes off on a subject entirely unrelated to his birth?","Owing to your status as an active wikipedian, I'm not yet reverting your edit to this article. But what sense is it to move his birth location from the birthdate position in line one, to the top of (a newly formed) paragraph 2 which then (continues from the former paragraph 1 subject) takes off on a subject entirely unrelated to his birth?"
Wikipedia,217,817,223343,You're right that few users are as plugged-in to these developments as we are. Maybe I could provide a handful of links as examples?,You're right that few users are as plugged-in to these developments as we are. Maybe I could provide a handful of links as examples?
Wikipedia,218,818,622385,I have made changes to &lt;url&gt;. Is that acceptable?,I have made changes to <url>. Is that acceptable?
Wikipedia,219,819,271917,"It should be possible to export from mathematica to eps I believe, or even to other formats, like png or gif (maybe from the ""File"" menu). Could you try and see if it works?","It should be possible to export from mathematica to eps I believe, or even to other formats, like png or gif (maybe from the ""File"" menu). Could you try and see if it works?"
Wikipedia,220,820,104189,"Hello &lt;name&gt; - just wanted to let you know I've changed this template, &lt;url&gt;. It looked like your last edit was a mistake?","Hello <name> - just wanted to let you know I've changed this template, <url>. It looked like your last edit was a mistake?"
Wikipedia,221,821,488723,"I notice that you're adding &lt;person&gt; to places of histrical significance, but in some cases they are not listed on the &lt;url&gt;. Are you trying to follow the list, or expanding it to places that perhaps should be on the list?","I notice that you're adding <person> to places of histrical significance, but in some cases they are not listed on the <url>. Are you trying to follow the list, or expanding it to places that perhaps should be on the list?"
Wikipedia,222,822,399739,Hi. Are you ready to start the Request for Adminship?,Hi. Are you ready to start the Request for Adminship?
Wikipedia,223,823,625186,I apologize if I have misunderstood. Are you not an acknowledged devotee of Prem Rawat?,I apologize if I have misunderstood. Are you not an acknowledged devotee of Prem Rawat?
Wikipedia,224,824,628496,"I see you've just placed a deletion request on your user page, but this page has no history and hasn't been edited previously. Did you mean to place it on the article you created, &lt;url&gt;?","I see you've just placed a deletion request on your user page, but this page has no history and hasn't been edited previously. Did you mean to place it on the article you created, <url>?"
Wikipedia,225,825,191470,"You just made &lt;url&gt; to &lt;url&gt;, which I reverted. Did I overlook a good reason for your action?","You just made <url> to <url>, which I reverted. Did I overlook a good reason for your action?"
Wikipedia,226,826,623440,"As a rough look over, the splits look ok to me (although yes, more discussion before forking is generally a good thing). If you think there are serious problems with them, why not just address it on the talk page?","As a rough look over, the splits look ok to me (although yes, more discussion before forking is generally a good thing). If you think there are serious problems with them, why not just address it on the talk page?"
Wikipedia,227,827,624421,"ummm, it's a soft redirect. A placeholder for a future page ... Is there a problem?","ummm, it's a soft redirect. A placeholder for a future page ... Is there a problem?"
Wikipedia,228,828,218342,"Hi, noticed you removed categories on defunct/renamed schools. Why do you think them unnecessary?","Hi, noticed you removed categories on defunct/renamed schools. Why do you think them unnecessary?"
Wikipedia,229,829,164962,"I'm getting a little nervous that the Featured Article candidates's not attracting much attention. You know Featured Article candidates much better than I do, should I be worried yet?","I'm getting a little nervous that the Featured Article candidates's not attracting much attention. You know Featured Article candidates much better than I do, should I be worried yet?"
Wikipedia,230,830,484983,"Somewhere I've got a Twins program from a few years ago that had a cover-story interview with Harmon Killebrew. Would that be a valid source, or would a game program's here-today-gone-tomorrow nature raise questions about it?","Somewhere I've got a Twins program from a few years ago that had a cover-story interview with Harmon Killebrew. Would that be a valid source, or would a game program's here-today-gone-tomorrow nature raise questions about it?"
Wikipedia,231,831,317892,"it was not the first fully automated space docking operation with a space station, like I said progress does it all the time, they use the same system made by the russians. Can you find a source for that?","it was not the first fully automated space docking operation with a space station, like I said progress does it all the time, they use the same system made by the russians. Can you find a source for that?"
Wikipedia,232,832,620145,You are welcome. Do i correctly understand that you plan to use the &lt;url&gt; account as your primary account from now on?,You are welcome. Do i correctly understand that you plan to use the <url> account as your primary account from now on?
Wikipedia,233,833,620469,"I vote that they stay, given that even though they're not ""Recurring"" in and of themselves, they're part of a recurring phenomenon, which is Stephen doing ""Better Know a District"" spin-offs. So, maybe we should re-group them under a heading of ""Spin-Offs"" in the ""BKaD"" section?","I vote that they stay, given that even though they're not ""Recurring"" in and of themselves, they're part of a recurring phenomenon, which is Stephen doing ""Better Know a District"" spin-offs. So, maybe we should re-group them under a heading of ""Spin-Offs"" in the ""BKaD"" section?"
Wikipedia,234,834,456341,There is a QB at camp today wearing #1. I saw him in footage on NFL Network. Who is he?,There is a QB at camp today wearing #1. I saw him in footage on NFL Network. Who is he?
Wikipedia,235,835,476248,"How does it look? Also, did you read my inquiry &lt;url&gt;?","How does it look? Also, did you read my inquiry <url>?"
Wikipedia,236,836,186097,"Good job working on the list, thanks. Could you make sure you move them from ""To do"" to ""Done"" when you finish?","Good job working on the list, thanks. Could you make sure you move them from ""To do"" to ""Done"" when you finish?"
Wikipedia,237,837,251401,"Hey, I saw you edited the Dark Tower Series page. I was just wondering if you were a fan of the series?","Hey, I saw you edited the Dark Tower Series page. I was just wondering if you were a fan of the series?"
Wikipedia,238,838,135076,"I'm happy to help! After all, what's the point of acquiring knowledge about a process if I don't use that knowledge to help others?","I'm happy to help! After all, what's the point of acquiring knowledge about a process if I don't use that knowledge to help others?"
Wikipedia,239,839,329098,"Would you be willing to do another pre-Featured Article candidates review of a different article for me? Specifically, the ""John J. Tigert"" article?","Would you be willing to do another pre-Featured Article candidates review of a different article for me? Specifically, the ""John J. Tigert"" article?"
Wikipedia,240,840,465021,I'm afraid that images are not an area I work in. What would be the rationale for deleting these?,I'm afraid that images are not an area I work in. What would be the rationale for deleting these?
Wikipedia,241,841,626344,"Thanks. Does it happen to say anything about his marriage to Paula, as in when it ended?","Thanks. Does it happen to say anything about his marriage to Paula, as in when it ended?"
Wikipedia,242,842,620320,"It's not bizarre and random because I believe it violates the policies of &lt;url&gt; and &lt;url&gt; as its using Wikipedia for non-Wikipedia related projects. You say it's a sandbox for your new Wiki, why not put the sandbox ON that wiki?","It's not bizarre and random because I believe it violates the policies of <url> and <url> as its using Wikipedia for non-Wikipedia related projects. You say it's a sandbox for your new Wiki, why not put the sandbox ON that wiki?"
Wikipedia,243,843,625649,"Alf has a large &lt;url&gt; in Germany. How on earth do you know that he is a character ""almost no one knows about"" Where you get your f'n info?","Alf has a large <url> in Germany. How on earth do you know that he is a character ""almost no one knows about"" Where you get your f'n info?"
Wikipedia,244,844,218759,Is it OK that I don't edit wikipedia? It's because lots of other people have done it but I don't want to so can I still go on?,Is it OK that I don't edit wikipedia? It's because lots of other people have done it but I don't want to so can I still go on?
Wikipedia,245,845,618840,"OK, I'll bite. How is ''Matt ""Dirty"" Sanchez'' to be construed as anything other than a personal attack?","OK, I'll bite. How is ''Matt ""Dirty"" Sanchez'' to be construed as anything other than a personal attack?"
Wikipedia,246,846,384089,Maybe the area that is now the Chakma Autonomous District Council was (or is?) located within the Lawngtali district?,Maybe the area that is now the Chakma Autonomous District Council was (or is?) located within the Lawngtali district?
Wikipedia,247,847,273534,Stole ur flag for my page. that ok?,Stole ur flag for my page. that ok?
Wikipedia,248,848,120669,"Unfortunately, I'm still worried this may not be enough to avoid arguments. &lt;url&gt; says ""A separate rationale must be provided each time the image is used in an article."" Should we just copy the tag for every article using the logo?","Unfortunately, I'm still worried this may not be enough to avoid arguments. <url> says ""A separate rationale must be provided each time the image is used in an article."" Should we just copy the tag for every article using the logo?"
Wikipedia,249,849,425559,"Thanks, but I am now having trouble finding it. Any suggestions?","Thanks, but I am now having trouble finding it. Any suggestions?"
Wikipedia,250,850,325596,"You added partisan colours for the early Chancellors (such as a conservative blue colour for Bismarck); as the early Chancellors were not attached to any political party, and the ""party"" given is merely an approximate indication of their political leanings, I'm not sure if this is a good idea. Also, why did you remove the partisan colour from the last part of the table (the Republic)?","You added partisan colours for the early Chancellors (such as a conservative blue colour for Bismarck); as the early Chancellors were not attached to any political party, and the ""party"" given is merely an approximate indication of their political leanings, I'm not sure if this is a good idea. Also, why did you remove the partisan colour from the last part of the table (the Republic)?"
Wikipedia,251,851,621105,"Crap, I'm sorry, I didn't realize someone was working on it, and it's done now, sorry to get your hopes up. No dramas?","Crap, I'm sorry, I didn't realize someone was working on it, and it's done now, sorry to get your hopes up. No dramas?"
Wikipedia,252,852,623175,This is great so far! What do you feel you need help with?,This is great so far! What do you feel you need help with?
Wikipedia,253,853,122952,"I don't get the ""defaultsort"" edit you mention - can you link me to a specific edit showing this? Also, if I rename the template will it be automatically changed on the relevant coaches' pages or do I need to do this myself?","I don't get the ""defaultsort"" edit you mention - can you link me to a specific edit showing this? Also, if I rename the template will it be automatically changed on the relevant coaches' pages or do I need to do this myself?"
Wikipedia,254,854,262832,"I've had a go at sorting out markup for footnotes. Also many (most) of the external links were either direct-links or indirect-mentions of single research papers; I've worked these up where possible, but should they be moved from ""External links"" to ""References"" or better still to relevent place in the artice as footnotes?","I've had a go at sorting out markup for footnotes. Also many (most) of the external links were either direct-links or indirect-mentions of single research papers; I've worked these up where possible, but should they be moved from ""External links"" to ""References"" or better still to relevent place in the artice as footnotes?"
Wikipedia,255,855,403979,"While half-inching a citation from &lt;url&gt; to use elsewhere, I was reminded what a good article it is. Are you planning to take it to Featured Article candidates at any point?","While half-inching a citation from <url> to use elsewhere, I was reminded what a good article it is. Are you planning to take it to Featured Article candidates at any point?"
Wikipedia,256,856,128270,Can you give me a general description of &lt;url&gt;? Does it mention anything about making movie?,Can you give me a general description of <url>? Does it mention anything about making movie?
Wikipedia,257,857,48392,"Hi &lt;name&gt; I normally make only trivial changes, but I've just found it necessary to do two hook rewrites. Could you check, please?","Hi <name> I normally make only trivial changes, but I've just found it necessary to do two hook rewrites. Could you check, please?"
